CE8	AGGRESSIVEVOICEDAILY_20041218.0146-CE1
CE9	AGGRESSIVEVOICEDAILY_20041218.0146-CE2
CE2	AGGRESSIVEVOICEDAILY_20041218.0146-CE3
CE3	AGGRESSIVEVOICEDAILY_20041218.0146-CE4
CE4	AGGRESSIVEVOICEDAILY_20041218.0146-CE5
CE5	AGGRESSIVEVOICEDAILY_20041218.0146-CE6
CE1	AGGRESSIVEVOICEDAILY_20041218.0146-CE7
CE6	AGGRESSIVEVOICEDAILY_20041218.0146-CE8
CE7	AGGRESSIVEVOICEDAILY_20041218.0146-CE9
E17	AGGRESSIVEVOICEDAILY_20041218.0146-E1
E18	AGGRESSIVEVOICEDAILY_20041218.0146-E2
E19	AGGRESSIVEVOICEDAILY_20041218.0146-E3
E2	AGGRESSIVEVOICEDAILY_20041218.0146-E4
E20	AGGRESSIVEVOICEDAILY_20041218.0146-E5
E4	AGGRESSIVEVOICEDAILY_20041218.0146-E6
E5	AGGRESSIVEVOICEDAILY_20041218.0146-E7
E8	AGGRESSIVEVOICEDAILY_20041218.0146-E8
E9	AGGRESSIVEVOICEDAILY_20041218.0146-E9
E10	AGGRESSIVEVOICEDAILY_20041218.0146-E10
E12	AGGRESSIVEVOICEDAILY_20041218.0146-E11
E13	AGGRESSIVEVOICEDAILY_20041218.0146-E12
E14	AGGRESSIVEVOICEDAILY_20041218.0146-E13
E15	AGGRESSIVEVOICEDAILY_20041218.0146-E14
E16	AGGRESSIVEVOICEDAILY_20041218.0146-E15
EM16	AGGRESSIVEVOICEDAILY_20041218.0146-E2-1
EM14	AGGRESSIVEVOICEDAILY_20041218.0146-E3-2
EM2	AGGRESSIVEVOICEDAILY_20041218.0146-E5-3
EM1	AGGRESSIVEVOICEDAILY_20041218.0146-E4-4
EM3	AGGRESSIVEVOICEDAILY_20041218.0146-E6-5
EM4	AGGRESSIVEVOICEDAILY_20041218.0146-E7-6
EM17	AGGRESSIVEVOICEDAILY_20041218.0146-E1-7
EM6	AGGRESSIVEVOICEDAILY_20041218.0146-E8-8
EM7	AGGRESSIVEVOICEDAILY_20041218.0146-E9-9
EM8	AGGRESSIVEVOICEDAILY_20041218.0146-E10-10
EM9	AGGRESSIVEVOICEDAILY_20041218.0146-E11-11
EM10	AGGRESSIVEVOICEDAILY_20041218.0146-E12-12
EM11	AGGRESSIVEVOICEDAILY_20041218.0146-E13-13
EM12	AGGRESSIVEVOICEDAILY_20041218.0146-E14-14
EM13	AGGRESSIVEVOICEDAILY_20041218.0146-E15-15
EM15	AGGRESSIVEVOICEDAILY_20041218.0146-E1-16
R1	AGGRESSIVEVOICEDAILY_20041218.0146-R1
R2	AGGRESSIVEVOICEDAILY_20041218.0146-R2
RM1	AGGRESSIVEVOICEDAILY_20041218.0146-R1-1
RM2	AGGRESSIVEVOICEDAILY_20041218.0146-R2-1
Q1	AGGRESSIVEVOICEDAILY_20041218.0146-T1
Q2	AGGRESSIVEVOICEDAILY_20041218.0146-T2
Q3	AGGRESSIVEVOICEDAILY_20041218.0146-T3
