CE8	MARKETVIEW_20041215.2128-CE1
CE9	MARKETVIEW_20041215.2128-CE2
CE10	MARKETVIEW_20041215.2128-CE3
CE11	MARKETVIEW_20041215.2128-CE4
CE12	MARKETVIEW_20041215.2128-CE5
CE13	MARKETVIEW_20041215.2128-CE6
CE14	MARKETVIEW_20041215.2128-CE7
CE2	MARKETVIEW_20041215.2128-CE8
CE15	MARKETVIEW_20041215.2128-CE9
CE16	MARKETVIEW_20041215.2128-CE10
CE17	MARKETVIEW_20041215.2128-CE11
CE18	MARKETVIEW_20041215.2128-CE12
CE19	MARKETVIEW_20041215.2128-CE13
CE1	MARKETVIEW_20041215.2128-CE14
CE20	MARKETVIEW_20041215.2128-CE15
CE3	MARKETVIEW_20041215.2128-CE16
CE4	MARKETVIEW_20041215.2128-CE17
CE5	MARKETVIEW_20041215.2128-CE18
CE6	MARKETVIEW_20041215.2128-CE19
CE7	MARKETVIEW_20041215.2128-CE20
E6	MARKETVIEW_20041215.2128-E1
E7	MARKETVIEW_20041215.2128-E2
E9	MARKETVIEW_20041215.2128-E3
E10	MARKETVIEW_20041215.2128-E4
E11	MARKETVIEW_20041215.2128-E5
E12	MARKETVIEW_20041215.2128-E6
E13	MARKETVIEW_20041215.2128-E7
E14	MARKETVIEW_20041215.2128-E8
E15	MARKETVIEW_20041215.2128-E9
E28	MARKETVIEW_20041215.2128-E10
E18	MARKETVIEW_20041215.2128-E11
E19	MARKETVIEW_20041215.2128-E12
E20	MARKETVIEW_20041215.2128-E13
E21	MARKETVIEW_20041215.2128-E14
E22	MARKETVIEW_20041215.2128-E15
E24	MARKETVIEW_20041215.2128-E16
E25	MARKETVIEW_20041215.2128-E17
E1	MARKETVIEW_20041215.2128-E18
E2	MARKETVIEW_20041215.2128-E19
E3	MARKETVIEW_20041215.2128-E20
E4	MARKETVIEW_20041215.2128-E21
E5	MARKETVIEW_20041215.2128-E22
EM8	MARKETVIEW_20041215.2128-E2-1
EM9	MARKETVIEW_20041215.2128-E2-2
EM10	MARKETVIEW_20041215.2128-E2-3
EM11	MARKETVIEW_20041215.2128-E2-4
EM28	MARKETVIEW_20041215.2128-E9-5
EM15	MARKETVIEW_20041215.2128-E10-6
EM12	MARKETVIEW_20041215.2128-E3-7
EM14	MARKETVIEW_20041215.2128-E4-8
EM16	MARKETVIEW_20041215.2128-E5-9
EM13	MARKETVIEW_20041215.2128-E3-10
EM17	MARKETVIEW_20041215.2128-E6-11
EM19	MARKETVIEW_20041215.2128-E7-12
EM20	MARKETVIEW_20041215.2128-E3-13
EM18	MARKETVIEW_20041215.2128-E6-14
EM21	MARKETVIEW_20041215.2128-E6-15
EM22	MARKETVIEW_20041215.2128-E6-16
EM23	MARKETVIEW_20041215.2128-E3-17
EM24	MARKETVIEW_20041215.2128-E8-18
EM25	MARKETVIEW_20041215.2128-E9-19
EM26	MARKETVIEW_20041215.2128-E6-20
EM27	MARKETVIEW_20041215.2128-E6-21
EM29	MARKETVIEW_20041215.2128-E6-22
EM30	MARKETVIEW_20041215.2128-E11-23
EM31	MARKETVIEW_20041215.2128-E6-24
EM32	MARKETVIEW_20041215.2128-E12-25
EM33	MARKETVIEW_20041215.2128-E13-26
EM34	MARKETVIEW_20041215.2128-E1-27
EM35	MARKETVIEW_20041215.2128-E14-28
EM36	MARKETVIEW_20041215.2128-E14-29
EM37	MARKETVIEW_20041215.2128-E15-30
EM38	MARKETVIEW_20041215.2128-E16-31
EM39	MARKETVIEW_20041215.2128-E17-32
EM40	MARKETVIEW_20041215.2128-E15-33
EM41	MARKETVIEW_20041215.2128-E15-34
EM1	MARKETVIEW_20041215.2128-E18-35
EM2	MARKETVIEW_20041215.2128-E18-36
EM3	MARKETVIEW_20041215.2128-E19-37
EM4	MARKETVIEW_20041215.2128-E20-38
EM5	MARKETVIEW_20041215.2128-E21-39
EM6	MARKETVIEW_20041215.2128-E22-40
EM7	MARKETVIEW_20041215.2128-E1-41
R2	MARKETVIEW_20041215.2128-R1
R3	MARKETVIEW_20041215.2128-R2
R1	MARKETVIEW_20041215.2128-R3
RM1	MARKETVIEW_20041215.2128-R3-1
RM2	MARKETVIEW_20041215.2128-R1-1
RM3	MARKETVIEW_20041215.2128-R2-1
V1	MARKETVIEW_20041215.2128-EV1
VM1	MARKETVIEW_20041215.2128-EV1-1
Q24	MARKETVIEW_20041215.2128-T1
Q1	MARKETVIEW_20041215.2128-T2
Q21	MARKETVIEW_20041215.2128-T3
Q5	MARKETVIEW_20041215.2128-T4
Q2	MARKETVIEW_20041215.2128-T5
Q3	MARKETVIEW_20041215.2128-T6
Q6	MARKETVIEW_20041215.2128-V1
Q8	MARKETVIEW_20041215.2128-V2
Q9	MARKETVIEW_20041215.2128-V3
Q10	MARKETVIEW_20041215.2128-V4
Q11	MARKETVIEW_20041215.2128-V5
