CE9	MARKETVIEW_20041213.0722-CE1
CE10	MARKETVIEW_20041213.0722-CE2
CE11	MARKETVIEW_20041213.0722-CE3
CE1	MARKETVIEW_20041213.0722-CE4
CE2	MARKETVIEW_20041213.0722-CE5
CE3	MARKETVIEW_20041213.0722-CE6
CE4	MARKETVIEW_20041213.0722-CE7
CE5	MARKETVIEW_20041213.0722-CE8
CE6	MARKETVIEW_20041213.0722-CE9
CE7	MARKETVIEW_20041213.0722-CE10
CE8	MARKETVIEW_20041213.0722-CE11
E11	MARKETVIEW_20041213.0722-E1
E12	MARKETVIEW_20041213.0722-E2
E13	MARKETVIEW_20041213.0722-E3
E18	MARKETVIEW_20041213.0722-E4
E1	MARKETVIEW_20041213.0722-E5
E19	MARKETVIEW_20041213.0722-E6
E2	MARKETVIEW_20041213.0722-E7
E3	MARKETVIEW_20041213.0722-E8
E4	MARKETVIEW_20041213.0722-E9
E5	MARKETVIEW_20041213.0722-E10
E6	MARKETVIEW_20041213.0722-E11
E7	MARKETVIEW_20041213.0722-E12
E8	MARKETVIEW_20041213.0722-E13
EM1	MARKETVIEW_20041213.0722-E5-1
EM24	MARKETVIEW_20041213.0722-E5-2
EM25	MARKETVIEW_20041213.0722-E7-3
EM38	MARKETVIEW_20041213.0722-E12-4
EM27	MARKETVIEW_20041213.0722-E11-5
EM28	MARKETVIEW_20041213.0722-E7-6
EM32	MARKETVIEW_20041213.0722-E1-7
EM33	MARKETVIEW_20041213.0722-E2-8
EM34	MARKETVIEW_20041213.0722-E2-9
EM35	MARKETVIEW_20041213.0722-E11-10
EM36	MARKETVIEW_20041213.0722-E11-11
EM37	MARKETVIEW_20041213.0722-E3-12
EM23	MARKETVIEW_20041213.0722-E4-13
EM31	MARKETVIEW_20041213.0722-E12-14
EM29	MARKETVIEW_20041213.0722-E13-15
EM30	MARKETVIEW_20041213.0722-E13-16
EM12	MARKETVIEW_20041213.0722-E10-17
EM6	MARKETVIEW_20041213.0722-E5-18
EM9	MARKETVIEW_20041213.0722-E6-19
EM26	MARKETVIEW_20041213.0722-E13-20
EM2	MARKETVIEW_20041213.0722-E7-21
EM3	MARKETVIEW_20041213.0722-E8-22
EM4	MARKETVIEW_20041213.0722-E8-23
EM5	MARKETVIEW_20041213.0722-E5-24
EM7	MARKETVIEW_20041213.0722-E5-25
EM8	MARKETVIEW_20041213.0722-E9-26
EM10	MARKETVIEW_20041213.0722-E7-27
EM11	MARKETVIEW_20041213.0722-E10-28
EM13	MARKETVIEW_20041213.0722-E11-29
EM14	MARKETVIEW_20041213.0722-E12-30
EM16	MARKETVIEW_20041213.0722-E7-31
EM15	MARKETVIEW_20041213.0722-E5-32
EM17	MARKETVIEW_20041213.0722-E12-33
EM18	MARKETVIEW_20041213.0722-E8-34
EM19	MARKETVIEW_20041213.0722-E8-35
EM20	MARKETVIEW_20041213.0722-E8-36
EM21	MARKETVIEW_20041213.0722-E12-37
EM22	MARKETVIEW_20041213.0722-E13-38
R1	MARKETVIEW_20041213.0722-R1
R2	MARKETVIEW_20041213.0722-R2
R4	MARKETVIEW_20041213.0722-R3
R3	MARKETVIEW_20041213.0722-R4
R5	MARKETVIEW_20041213.0722-R5
RM1	MARKETVIEW_20041213.0722-R1-1
RM2	MARKETVIEW_20041213.0722-R2-1
RM4	MARKETVIEW_20041213.0722-R3-1
RM3	MARKETVIEW_20041213.0722-R4-1
RM5	MARKETVIEW_20041213.0722-R3-2
V1	MARKETVIEW_20041213.0722-EV1
V3	MARKETVIEW_20041213.0722-EV2
V4	MARKETVIEW_20041213.0722-EV3
V5	MARKETVIEW_20041213.0722-EV4
V6	MARKETVIEW_20041213.0722-EV5
V2	MARKETVIEW_20041213.0722-EV6
VM1	MARKETVIEW_20041213.0722-EV1-1
VM4	MARKETVIEW_20041213.0722-EV2-1
VM5	MARKETVIEW_20041213.0722-EV3-1
VM6	MARKETVIEW_20041213.0722-EV4-1
VM7	MARKETVIEW_20041213.0722-EV5-1
VM9	MARKETVIEW_20041213.0722-EV1-2
VM3	MARKETVIEW_20041213.0722-EV1-3
VM8	MARKETVIEW_20041213.0722-EV1-4
VM2	MARKETVIEW_20041213.0722-EV6-1
Q8	MARKETVIEW_20041213.0722-T1
Q1	MARKETVIEW_20041213.0722-T2
Q2	MARKETVIEW_20041213.0722-T3
Q3	MARKETVIEW_20041213.0722-T4
Q4	MARKETVIEW_20041213.0722-V1
Q6	MARKETVIEW_20041213.0722-V2
Q7	MARKETVIEW_20041213.0722-V3
Q5	MARKETVIEW_20041213.0722-T5
QM4	MARKETVIEW_20041213.0722-V1-1
QM6	MARKETVIEW_20041213.0722-V2-1
QM7	MARKETVIEW_20041213.0722-V3-1
