CE12	MARKBACKER_20050217.0647-CE1
CE15	MARKBACKER_20050217.0647-CE2
CE13	MARKBACKER_20050217.0647-CE3
CE14	MARKBACKER_20050217.0647-CE4
CE19	MARKBACKER_20050217.0647-CE5
CE16	MARKBACKER_20050217.0647-CE6
CE18	MARKBACKER_20050217.0647-CE7
CE20	MARKBACKER_20050217.0647-CE8
CE21	MARKBACKER_20050217.0647-CE9
CE22	MARKBACKER_20050217.0647-CE10
CE23	MARKBACKER_20050217.0647-CE11
CE24	MARKBACKER_20050217.0647-CE12
CE25	MARKBACKER_20050217.0647-CE13
CE26	MARKBACKER_20050217.0647-CE14
CE27	MARKBACKER_20050217.0647-CE15
CE1	MARKBACKER_20050217.0647-CE16
CE28	MARKBACKER_20050217.0647-CE17
CE29	MARKBACKER_20050217.0647-CE18
CE30	MARKBACKER_20050217.0647-CE19
CE31	MARKBACKER_20050217.0647-CE20
CE32	MARKBACKER_20050217.0647-CE21
CE33	MARKBACKER_20050217.0647-CE22
CE2	MARKBACKER_20050217.0647-CE23
CE17	MARKBACKER_20050217.0647-CE24
CE36	MARKBACKER_20050217.0647-CE25
CE37	MARKBACKER_20050217.0647-CE26
CE38	MARKBACKER_20050217.0647-CE27
CE39	MARKBACKER_20050217.0647-CE28
CE40	MARKBACKER_20050217.0647-CE29
CE41	MARKBACKER_20050217.0647-CE30
CE42	MARKBACKER_20050217.0647-CE31
CE43	MARKBACKER_20050217.0647-CE32
CE44	MARKBACKER_20050217.0647-CE33
CE45	MARKBACKER_20050217.0647-CE34
CE34	MARKBACKER_20050217.0647-CE35
CE35	MARKBACKER_20050217.0647-CE36
CE3	MARKBACKER_20050217.0647-CE37
CE4	MARKBACKER_20050217.0647-CE38
CE5	MARKBACKER_20050217.0647-CE39
CE6	MARKBACKER_20050217.0647-CE40
CE7	MARKBACKER_20050217.0647-CE41
CE10	MARKBACKER_20050217.0647-CE42
CE8	MARKBACKER_20050217.0647-CE43
CE9	MARKBACKER_20050217.0647-CE44
CE11	MARKBACKER_20050217.0647-CE45
E13	MARKBACKER_20050217.0647-E1
E25	MARKBACKER_20050217.0647-E2
E14	MARKBACKER_20050217.0647-E3
E15	MARKBACKER_20050217.0647-E4
E16	MARKBACKER_20050217.0647-E5
E17	MARKBACKER_20050217.0647-E6
E18	MARKBACKER_20050217.0647-E7
E19	MARKBACKER_20050217.0647-E8
E20	MARKBACKER_20050217.0647-E9
E26	MARKBACKER_20050217.0647-E10
E22	MARKBACKER_20050217.0647-E11
E23	MARKBACKER_20050217.0647-E12
E24	MARKBACKER_20050217.0647-E13
E27	MARKBACKER_20050217.0647-E14
E28	MARKBACKER_20050217.0647-E15
E29	MARKBACKER_20050217.0647-E16
E30	MARKBACKER_20050217.0647-E17
E31	MARKBACKER_20050217.0647-E18
E32	MARKBACKER_20050217.0647-E19
E33	MARKBACKER_20050217.0647-E20
E34	MARKBACKER_20050217.0647-E21
E35	MARKBACKER_20050217.0647-E22
E1	MARKBACKER_20050217.0647-E23
E38	MARKBACKER_20050217.0647-E24
E40	MARKBACKER_20050217.0647-E25
E41	MARKBACKER_20050217.0647-E26
E42	MARKBACKER_20050217.0647-E27
E43	MARKBACKER_20050217.0647-E28
E44	MARKBACKER_20050217.0647-E29
E45	MARKBACKER_20050217.0647-E30
E46	MARKBACKER_20050217.0647-E31
E61	MARKBACKER_20050217.0647-E32
E49	MARKBACKER_20050217.0647-E33
E50	MARKBACKER_20050217.0647-E34
E51	MARKBACKER_20050217.0647-E35
E52	MARKBACKER_20050217.0647-E36
E53	MARKBACKER_20050217.0647-E37
E54	MARKBACKER_20050217.0647-E38
E55	MARKBACKER_20050217.0647-E39
E56	MARKBACKER_20050217.0647-E40
E57	MARKBACKER_20050217.0647-E41
E58	MARKBACKER_20050217.0647-E42
E59	MARKBACKER_20050217.0647-E43
E62	MARKBACKER_20050217.0647-E44
E63	MARKBACKER_20050217.0647-E45
E2	MARKBACKER_20050217.0647-E46
E3	MARKBACKER_20050217.0647-E47
E4	MARKBACKER_20050217.0647-E48
E5	MARKBACKER_20050217.0647-E49
E6	MARKBACKER_20050217.0647-E50
E7	MARKBACKER_20050217.0647-E51
E8	MARKBACKER_20050217.0647-E52
E9	MARKBACKER_20050217.0647-E53
E10	MARKBACKER_20050217.0647-E54
E11	MARKBACKER_20050217.0647-E55
E12	MARKBACKER_20050217.0647-E56
EM1	MARKBACKER_20050217.0647-E23-1
EM18	MARKBACKER_20050217.0647-E56-2
EM20	MARKBACKER_20050217.0647-E54-3
EM23	MARKBACKER_20050217.0647-E3-4
EM24	MARKBACKER_20050217.0647-E49-5
EM21	MARKBACKER_20050217.0647-E4-6
EM22	MARKBACKER_20050217.0647-E5-7
EM25	MARKBACKER_20050217.0647-E53-8
EM26	MARKBACKER_20050217.0647-E49-9
EM27	MARKBACKER_20050217.0647-E49-10
EM28	MARKBACKER_20050217.0647-E49-11
EM29	MARKBACKER_20050217.0647-E47-12
EM30	MARKBACKER_20050217.0647-E6-13
EM31	MARKBACKER_20050217.0647-E7-14
EM33	MARKBACKER_20050217.0647-E8-15
EM32	MARKBACKER_20050217.0647-E9-16
EM35	MARKBACKER_20050217.0647-E47-17
EM41	MARKBACKER_20050217.0647-E10-18
EM36	MARKBACKER_20050217.0647-E11-19
EM37	MARKBACKER_20050217.0647-E11-20
EM38	MARKBACKER_20050217.0647-E12-21
EM42	MARKBACKER_20050217.0647-E14-22
EM39	MARKBACKER_20050217.0647-E13-23
EM103	MARKBACKER_20050217.0647-E54-24
EM43	MARKBACKER_20050217.0647-E15-25
EM44	MARKBACKER_20050217.0647-E16-26
EM45	MARKBACKER_20050217.0647-E17-27
EM46	MARKBACKER_20050217.0647-E55-28
EM47	MARKBACKER_20050217.0647-E18-29
EM48	MARKBACKER_20050217.0647-E55-30
EM49	MARKBACKER_20050217.0647-E55-31
EM50	MARKBACKER_20050217.0647-E55-32
EM51	MARKBACKER_20050217.0647-E55-33
EM52	MARKBACKER_20050217.0647-E55-34
EM53	MARKBACKER_20050217.0647-E19-35
EM54	MARKBACKER_20050217.0647-E55-36
EM55	MARKBACKER_20050217.0647-E55-37
EM56	MARKBACKER_20050217.0647-E20-38
EM58	MARKBACKER_20050217.0647-E21-39
EM57	MARKBACKER_20050217.0647-E22-40
EM59	MARKBACKER_20050217.0647-E24-41
EM61	MARKBACKER_20050217.0647-E25-42
EM64	MARKBACKER_20050217.0647-E26-43
EM65	MARKBACKER_20050217.0647-E49-44
EM67	MARKBACKER_20050217.0647-E55-45
EM66	MARKBACKER_20050217.0647-E55-46
EM68	MARKBACKER_20050217.0647-E55-47
EM69	MARKBACKER_20050217.0647-E55-48
EM70	MARKBACKER_20050217.0647-E55-49
EM71	MARKBACKER_20050217.0647-E55-50
EM72	MARKBACKER_20050217.0647-E55-51
EM73	MARKBACKER_20050217.0647-E27-52
EM74	MARKBACKER_20050217.0647-E49-53
EM75	MARKBACKER_20050217.0647-E28-54
EM76	MARKBACKER_20050217.0647-E29-55
EM34	MARKBACKER_20050217.0647-E32-56
EM77	MARKBACKER_20050217.0647-E29-57
EM78	MARKBACKER_20050217.0647-E30-58
EM79	MARKBACKER_20050217.0647-E30-59
EM80	MARKBACKER_20050217.0647-E31-60
EM81	MARKBACKER_20050217.0647-E49-61
EM19	MARKBACKER_20050217.0647-E56-62
EM84	MARKBACKER_20050217.0647-E33-63
EM85	MARKBACKER_20050217.0647-E34-64
EM86	MARKBACKER_20050217.0647-E35-65
EM87	MARKBACKER_20050217.0647-E35-66
EM88	MARKBACKER_20050217.0647-E36-67
EM89	MARKBACKER_20050217.0647-E37-68
EM90	MARKBACKER_20050217.0647-E38-69
EM91	MARKBACKER_20050217.0647-E39-70
EM92	MARKBACKER_20050217.0647-E40-71
EM93	MARKBACKER_20050217.0647-E54-72
EM94	MARKBACKER_20050217.0647-E49-73
EM95	MARKBACKER_20050217.0647-E49-74
EM96	MARKBACKER_20050217.0647-E49-75
EM97	MARKBACKER_20050217.0647-E41-76
EM2	MARKBACKER_20050217.0647-E46-77
EM98	MARKBACKER_20050217.0647-E41-78
EM99	MARKBACKER_20050217.0647-E42-79
EM100	MARKBACKER_20050217.0647-E41-80
EM101	MARKBACKER_20050217.0647-E43-81
EM102	MARKBACKER_20050217.0647-E41-82
EM82	MARKBACKER_20050217.0647-E44-83
EM83	MARKBACKER_20050217.0647-E45-84
EM60	MARKBACKER_20050217.0647-E55-85
EM62	MARKBACKER_20050217.0647-E55-86
EM63	MARKBACKER_20050217.0647-E55-87
EM3	MARKBACKER_20050217.0647-E47-88
EM40	MARKBACKER_20050217.0647-E2-89
EM4	MARKBACKER_20050217.0647-E48-90
EM5	MARKBACKER_20050217.0647-E50-91
EM6	MARKBACKER_20050217.0647-E51-92
EM7	MARKBACKER_20050217.0647-E49-93
EM8	MARKBACKER_20050217.0647-E52-94
EM9	MARKBACKER_20050217.0647-E54-95
EM10	MARKBACKER_20050217.0647-E55-96
EM11	MARKBACKER_20050217.0647-E54-97
EM12	MARKBACKER_20050217.0647-E49-98
EM13	MARKBACKER_20050217.0647-E49-99
EM14	MARKBACKER_20050217.0647-E54-100
EM15	MARKBACKER_20050217.0647-E53-101
EM16	MARKBACKER_20050217.0647-E56-102
EM17	MARKBACKER_20050217.0647-E1-103
R1	MARKBACKER_20050217.0647-R1
R2	MARKBACKER_20050217.0647-R2
R3	MARKBACKER_20050217.0647-R3
R4	MARKBACKER_20050217.0647-R4
R5	MARKBACKER_20050217.0647-R5
R6	MARKBACKER_20050217.0647-R6
RM1	MARKBACKER_20050217.0647-R1-1
RM2	MARKBACKER_20050217.0647-R2-1
RM3	MARKBACKER_20050217.0647-R3-1
RM4	MARKBACKER_20050217.0647-R4-1
RM5	MARKBACKER_20050217.0647-R5-1
RM6	MARKBACKER_20050217.0647-R6-1
V1	MARKBACKER_20050217.0647-EV1
V4	MARKBACKER_20050217.0647-EV2
V3	MARKBACKER_20050217.0647-EV3
