CE12	AGGRESSIVEVOICEDAILY_20041201.2313-CE1
CE17	AGGRESSIVEVOICEDAILY_20041201.2313-CE2
CE13	AGGRESSIVEVOICEDAILY_20041201.2313-CE3
CE14	AGGRESSIVEVOICEDAILY_20041201.2313-CE4
CE15	AGGRESSIVEVOICEDAILY_20041201.2313-CE5
CE2	AGGRESSIVEVOICEDAILY_20041201.2313-CE6
CE18	AGGRESSIVEVOICEDAILY_20041201.2313-CE7
CE1	AGGRESSIVEVOICEDAILY_20041201.2313-CE8
CE19	AGGRESSIVEVOICEDAILY_20041201.2313-CE9
CE20	AGGRESSIVEVOICEDAILY_20041201.2313-CE10
CE3	AGGRESSIVEVOICEDAILY_20041201.2313-CE11
CE21	AGGRESSIVEVOICEDAILY_20041201.2313-CE12
CE22	AGGRESSIVEVOICEDAILY_20041201.2313-CE13
CE23	AGGRESSIVEVOICEDAILY_20041201.2313-CE14
CE5	AGGRESSIVEVOICEDAILY_20041201.2313-CE15
CE6	AGGRESSIVEVOICEDAILY_20041201.2313-CE16
CE7	AGGRESSIVEVOICEDAILY_20041201.2313-CE17
CE8	AGGRESSIVEVOICEDAILY_20041201.2313-CE18
CE9	AGGRESSIVEVOICEDAILY_20041201.2313-CE19
CE10	AGGRESSIVEVOICEDAILY_20041201.2313-CE20
CE4	AGGRESSIVEVOICEDAILY_20041201.2313-CE21
CE11	AGGRESSIVEVOICEDAILY_20041201.2313-CE22
CE16	AGGRESSIVEVOICEDAILY_20041201.2313-CE23
E17	AGGRESSIVEVOICEDAILY_20041201.2313-E1
E43	AGGRESSIVEVOICEDAILY_20041201.2313-E2
E21	AGGRESSIVEVOICEDAILY_20041201.2313-E3
E22	AGGRESSIVEVOICEDAILY_20041201.2313-E4
E23	AGGRESSIVEVOICEDAILY_20041201.2313-E5
E24	AGGRESSIVEVOICEDAILY_20041201.2313-E6
E26	AGGRESSIVEVOICEDAILY_20041201.2313-E7
E27	AGGRESSIVEVOICEDAILY_20041201.2313-E8
E29	AGGRESSIVEVOICEDAILY_20041201.2313-E9
E30	AGGRESSIVEVOICEDAILY_20041201.2313-E10
E31	AGGRESSIVEVOICEDAILY_20041201.2313-E11
E34	AGGRESSIVEVOICEDAILY_20041201.2313-E12
E36	AGGRESSIVEVOICEDAILY_20041201.2313-E13
E37	AGGRESSIVEVOICEDAILY_20041201.2313-E14
E40	AGGRESSIVEVOICEDAILY_20041201.2313-E15
E41	AGGRESSIVEVOICEDAILY_20041201.2313-E16
E1	AGGRESSIVEVOICEDAILY_20041201.2313-E17
E45	AGGRESSIVEVOICEDAILY_20041201.2313-E18
E2	AGGRESSIVEVOICEDAILY_20041201.2313-E19
E3	AGGRESSIVEVOICEDAILY_20041201.2313-E20
E4	AGGRESSIVEVOICEDAILY_20041201.2313-E21
E5	AGGRESSIVEVOICEDAILY_20041201.2313-E22
E6	AGGRESSIVEVOICEDAILY_20041201.2313-E23
E7	AGGRESSIVEVOICEDAILY_20041201.2313-E24
E8	AGGRESSIVEVOICEDAILY_20041201.2313-E25
E9	AGGRESSIVEVOICEDAILY_20041201.2313-E26
E11	AGGRESSIVEVOICEDAILY_20041201.2313-E27
E12	AGGRESSIVEVOICEDAILY_20041201.2313-E28
E38	AGGRESSIVEVOICEDAILY_20041201.2313-E29
EM1	AGGRESSIVEVOICEDAILY_20041201.2313-E17-1
EM15	AGGRESSIVEVOICEDAILY_20041201.2313-E1-2
EM44	AGGRESSIVEVOICEDAILY_20041201.2313-E28-3
EM16	AGGRESSIVEVOICEDAILY_20041201.2313-E20-4
EM17	AGGRESSIVEVOICEDAILY_20041201.2313-E20-5
EM18	AGGRESSIVEVOICEDAILY_20041201.2313-E3-6
EM19	AGGRESSIVEVOICEDAILY_20041201.2313-E4-7
EM20	AGGRESSIVEVOICEDAILY_20041201.2313-E5-8
EM21	AGGRESSIVEVOICEDAILY_20041201.2313-E6-9
EM22	AGGRESSIVEVOICEDAILY_20041201.2313-E20-10
EM24	AGGRESSIVEVOICEDAILY_20041201.2313-E17-11
EM26	AGGRESSIVEVOICEDAILY_20041201.2313-E7-12
EM27	AGGRESSIVEVOICEDAILY_20041201.2313-E8-13
EM28	AGGRESSIVEVOICEDAILY_20041201.2313-E9-14
EM29	AGGRESSIVEVOICEDAILY_20041201.2313-E28-15
EM30	AGGRESSIVEVOICEDAILY_20041201.2313-E10-16
EM31	AGGRESSIVEVOICEDAILY_20041201.2313-E1-17
EM32	AGGRESSIVEVOICEDAILY_20041201.2313-E11-18
EM45	AGGRESSIVEVOICEDAILY_20041201.2313-E29-19
EM46	AGGRESSIVEVOICEDAILY_20041201.2313-E23-20
EM47	AGGRESSIVEVOICEDAILY_20041201.2313-E23-21
EM34	AGGRESSIVEVOICEDAILY_20041201.2313-E12-22
EM35	AGGRESSIVEVOICEDAILY_20041201.2313-E17-23
EM36	AGGRESSIVEVOICEDAILY_20041201.2313-E20-24
EM33	AGGRESSIVEVOICEDAILY_20041201.2313-E13-25
EM37	AGGRESSIVEVOICEDAILY_20041201.2313-E14-26
EM48	AGGRESSIVEVOICEDAILY_20041201.2313-E15-27
EM39	AGGRESSIVEVOICEDAILY_20041201.2313-E12-28
EM40	AGGRESSIVEVOICEDAILY_20041201.2313-E1-29
EM49	AGGRESSIVEVOICEDAILY_20041201.2313-E26-30
EM50	AGGRESSIVEVOICEDAILY_20041201.2313-E17-31
EM51	AGGRESSIVEVOICEDAILY_20041201.2313-E23-32
EM52	AGGRESSIVEVOICEDAILY_20041201.2313-E17-33
EM53	AGGRESSIVEVOICEDAILY_20041201.2313-E16-34
EM54	AGGRESSIVEVOICEDAILY_20041201.2313-E19-35
EM38	AGGRESSIVEVOICEDAILY_20041201.2313-E17-36
EM23	AGGRESSIVEVOICEDAILY_20041201.2313-E29-37
EM41	AGGRESSIVEVOICEDAILY_20041201.2313-E18-38
EM2	AGGRESSIVEVOICEDAILY_20041201.2313-E19-39
EM3	AGGRESSIVEVOICEDAILY_20041201.2313-E17-40
EM42	AGGRESSIVEVOICEDAILY_20041201.2313-E29-41
EM4	AGGRESSIVEVOICEDAILY_20041201.2313-E21-42
EM5	AGGRESSIVEVOICEDAILY_20041201.2313-E17-43
EM6	AGGRESSIVEVOICEDAILY_20041201.2313-E17-44
EM7	AGGRESSIVEVOICEDAILY_20041201.2313-E22-45
EM8	AGGRESSIVEVOICEDAILY_20041201.2313-E23-46
EM10	AGGRESSIVEVOICEDAILY_20041201.2313-E24-47
EM9	AGGRESSIVEVOICEDAILY_20041201.2313-E23-48
EM11	AGGRESSIVEVOICEDAILY_20041201.2313-E25-49
EM12	AGGRESSIVEVOICEDAILY_20041201.2313-E26-50
EM14	AGGRESSIVEVOICEDAILY_20041201.2313-E27-51
EM13	AGGRESSIVEVOICEDAILY_20041201.2313-E28-52
EM43	AGGRESSIVEVOICEDAILY_20041201.2313-E29-53
EM55	AGGRESSIVEVOICEDAILY_20041201.2313-E17-54
EM25	AGGRESSIVEVOICEDAILY_20041201.2313-E2-55
R2	AGGRESSIVEVOICEDAILY_20041201.2313-R1
R3	AGGRESSIVEVOICEDAILY_20041201.2313-R2
