CE12	VAR20001223.1100.0107-CE1
CE13	VAR20001223.1100.0107-CE2
CE14	VAR20001223.1100.0107-CE3
CE15	VAR20001223.1100.0107-CE4
CE16	VAR20001223.1100.0107-CE5
CE17	VAR20001223.1100.0107-CE6
CE18	VAR20001223.1100.0107-CE7
CE19	VAR20001223.1100.0107-CE8
CE20	VAR20001223.1100.0107-CE9
CE21	VAR20001223.1100.0107-CE10
CE22	VAR20001223.1100.0107-CE11
CE23	VAR20001223.1100.0107-CE12
CE24	VAR20001223.1100.0107-CE13
CE26	VAR20001223.1100.0107-CE14
CE1	VAR20001223.1100.0107-CE15
CE2	VAR20001223.1100.0107-CE16
CE3	VAR20001223.1100.0107-CE17
CE4	VAR20001223.1100.0107-CE18
CE5	VAR20001223.1100.0107-CE19
CE7	VAR20001223.1100.0107-CE20
CE8	VAR20001223.1100.0107-CE21
CE9	VAR20001223.1100.0107-CE22
CE10	VAR20001223.1100.0107-CE23
CE11	VAR20001223.1100.0107-CE24
E18	VAR20001223.1100.0107-E1
E19	VAR20001223.1100.0107-E2
E20	VAR20001223.1100.0107-E3
E21	VAR20001223.1100.0107-E4
E22	VAR20001223.1100.0107-E5
E23	VAR20001223.1100.0107-E6
E24	VAR20001223.1100.0107-E7
E25	VAR20001223.1100.0107-E8
E26	VAR20001223.1100.0107-E9
E27	VAR20001223.1100.0107-E10
E35	VAR20001223.1100.0107-E11
E29	VAR20001223.1100.0107-E12
E30	VAR20001223.1100.0107-E13
E31	VAR20001223.1100.0107-E14
E32	VAR20001223.1100.0107-E15
E34	VAR20001223.1100.0107-E16
E1	VAR20001223.1100.0107-E17
E2	VAR20001223.1100.0107-E18
E3	VAR20001223.1100.0107-E19
E5	VAR20001223.1100.0107-E20
E7	VAR20001223.1100.0107-E21
E8	VAR20001223.1100.0107-E22
E10	VAR20001223.1100.0107-E23
E11	VAR20001223.1100.0107-E24
E13	VAR20001223.1100.0107-E25
E14	VAR20001223.1100.0107-E26
E16	VAR20001223.1100.0107-E27
E17	VAR20001223.1100.0107-E28
EM1	VAR20001223.1100.0107-E18-1
EM18	VAR20001223.1100.0107-E2-2
EM19	VAR20001223.1100.0107-E1-3
EM20	VAR20001223.1100.0107-E3-4
EM21	VAR20001223.1100.0107-E5-5
EM22	VAR20001223.1100.0107-E4-6
EM23	VAR20001223.1100.0107-E6-7
EM24	VAR20001223.1100.0107-E6-8
EM25	VAR20001223.1100.0107-E7-9
EM26	VAR20001223.1100.0107-E8-10
EM27	VAR20001223.1100.0107-E9-11
EM29	VAR20001223.1100.0107-E6-12
EM30	VAR20001223.1100.0107-E10-13
EM32	VAR20001223.1100.0107-E9-14
EM33	VAR20001223.1100.0107-E12-15
EM34	VAR20001223.1100.0107-E13-16
EM35	VAR20001223.1100.0107-E14-17
EM36	VAR20001223.1100.0107-E15-18
EM38	VAR20001223.1100.0107-E16-19
EM2	VAR20001223.1100.0107-E17-20
EM3	VAR20001223.1100.0107-E17-21
EM4	VAR20001223.1100.0107-E19-22
EM5	VAR20001223.1100.0107-E20-23
EM6	VAR20001223.1100.0107-E21-24
EM7	VAR20001223.1100.0107-E22-25
EM31	VAR20001223.1100.0107-E11-26
EM9	VAR20001223.1100.0107-E23-27
EM10	VAR20001223.1100.0107-E24-28
EM11	VAR20001223.1100.0107-E25-29
EM12	VAR20001223.1100.0107-E26-30
EM13	VAR20001223.1100.0107-E26-31
EM15	VAR20001223.1100.0107-E27-32
EM16	VAR20001223.1100.0107-E28-33
EM17	VAR20001223.1100.0107-E1-34
R1	VAR20001223.1100.0107-R1
R2	VAR20001223.1100.0107-R2
R3	VAR20001223.1100.0107-R3
R4	VAR20001223.1100.0107-R4
R5	VAR20001223.1100.0107-R5
R6	VAR20001223.1100.0107-R6
R7	VAR20001223.1100.0107-R7
RM1	VAR20001223.1100.0107-R1-1
RM2	VAR20001223.1100.0107-R2-1
RM3	VAR20001223.1100.0107-R3-1
RM4	VAR20001223.1100.0107-R4-1
RM5	VAR20001223.1100.0107-R5-1
RM6	VAR20001223.1100.0107-R6-1
RM7	VAR20001223.1100.0107-R7-1
V1	VAR20001223.1100.0107-EV1
V2	VAR20001223.1100.0107-EV2
VM1	VAR20001223.1100.0107-EV1-1
VM2	VAR20001223.1100.0107-EV2-1
Q1	VAR20001223.1100.0107-T1
Q3	VAR20001223.1100.0107-T2
