CE8	VAR20001002.1300.1687-CE1
CE9	VAR20001002.1300.1687-CE2
CE10	VAR20001002.1300.1687-CE3
CE11	VAR20001002.1300.1687-CE4
CE12	VAR20001002.1300.1687-CE5
CE13	VAR20001002.1300.1687-CE6
CE14	VAR20001002.1300.1687-CE7
CE15	VAR20001002.1300.1687-CE8
CE16	VAR20001002.1300.1687-CE9
CE17	VAR20001002.1300.1687-CE10
CE18	VAR20001002.1300.1687-CE11
CE1	VAR20001002.1300.1687-CE12
CE2	VAR20001002.1300.1687-CE13
CE3	VAR20001002.1300.1687-CE14
CE4	VAR20001002.1300.1687-CE15
CE5	VAR20001002.1300.1687-CE16
CE6	VAR20001002.1300.1687-CE17
CE7	VAR20001002.1300.1687-CE18
E11	VAR20001002.1300.1687-E1
E13	VAR20001002.1300.1687-E2
E14	VAR20001002.1300.1687-E3
E15	VAR20001002.1300.1687-E4
E16	VAR20001002.1300.1687-E5
E18	VAR20001002.1300.1687-E6
E19	VAR20001002.1300.1687-E7
E20	VAR20001002.1300.1687-E8
E21	VAR20001002.1300.1687-E9
E22	VAR20001002.1300.1687-E10
E23	VAR20001002.1300.1687-E11
E24	VAR20001002.1300.1687-E12
E25	VAR20001002.1300.1687-E13
E26	VAR20001002.1300.1687-E14
E27	VAR20001002.1300.1687-E15
E28	VAR20001002.1300.1687-E16
E30	VAR20001002.1300.1687-E17
E1	VAR20001002.1300.1687-E18
E31	VAR20001002.1300.1687-E19
E2	VAR20001002.1300.1687-E20
E3	VAR20001002.1300.1687-E21
E4	VAR20001002.1300.1687-E22
E5	VAR20001002.1300.1687-E23
E6	VAR20001002.1300.1687-E24
E7	VAR20001002.1300.1687-E25
E8	VAR20001002.1300.1687-E26
E9	VAR20001002.1300.1687-E27
E10	VAR20001002.1300.1687-E28
EM1	VAR20001002.1300.1687-E18-1
EM22	VAR20001002.1300.1687-E18-2
EM23	VAR20001002.1300.1687-E18-3
EM24	VAR20001002.1300.1687-E1-4
EM26	VAR20001002.1300.1687-E1-5
EM27	VAR20001002.1300.1687-E1-6
EM28	VAR20001002.1300.1687-E1-7
EM29	VAR20001002.1300.1687-E2-8
EM30	VAR20001002.1300.1687-E3-9
EM31	VAR20001002.1300.1687-E4-10
EM32	VAR20001002.1300.1687-E5-11
EM33	VAR20001002.1300.1687-E6-12
EM34	VAR20001002.1300.1687-E4-13
EM35	VAR20001002.1300.1687-E4-14
EM36	VAR20001002.1300.1687-E23-15
EM37	VAR20001002.1300.1687-E7-16
EM38	VAR20001002.1300.1687-E18-17
EM39	VAR20001002.1300.1687-E18-18
EM40	VAR20001002.1300.1687-E22-19
EM41	VAR20001002.1300.1687-E8-20
EM42	VAR20001002.1300.1687-E22-21
EM43	VAR20001002.1300.1687-E9-22
EM44	VAR20001002.1300.1687-E10-23
EM45	VAR20001002.1300.1687-E11-24
EM49	VAR20001002.1300.1687-E23-25
EM50	VAR20001002.1300.1687-E12-26
EM51	VAR20001002.1300.1687-E23-27
EM52	VAR20001002.1300.1687-E13-28
EM53	VAR20001002.1300.1687-E25-29
EM47	VAR20001002.1300.1687-E14-30
EM48	VAR20001002.1300.1687-E14-31
EM54	VAR20001002.1300.1687-E18-32
EM55	VAR20001002.1300.1687-E18-33
EM56	VAR20001002.1300.1687-E23-34
EM57	VAR20001002.1300.1687-E23-35
EM58	VAR20001002.1300.1687-E25-36
EM59	VAR20001002.1300.1687-E25-37
EM60	VAR20001002.1300.1687-E28-38
EM61	VAR20001002.1300.1687-E15-39
EM62	VAR20001002.1300.1687-E16-40
EM63	VAR20001002.1300.1687-E28-41
EM64	VAR20001002.1300.1687-E17-42
EM65	VAR20001002.1300.1687-E20-43
EM66	VAR20001002.1300.1687-E20-44
EM67	VAR20001002.1300.1687-E22-45
EM68	VAR20001002.1300.1687-E19-46
EM70	VAR20001002.1300.1687-E22-47
EM2	VAR20001002.1300.1687-E18-48
EM3	VAR20001002.1300.1687-E18-49
EM4	VAR20001002.1300.1687-E20-50
EM5	VAR20001002.1300.1687-E21-51
EM6	VAR20001002.1300.1687-E20-52
EM7	VAR20001002.1300.1687-E22-53
EM8	VAR20001002.1300.1687-E20-54
EM9	VAR20001002.1300.1687-E20-55
EM10	VAR20001002.1300.1687-E23-56
EM11	VAR20001002.1300.1687-E24-57
EM12	VAR20001002.1300.1687-E23-58
EM13	VAR20001002.1300.1687-E25-59
EM14	VAR20001002.1300.1687-E25-60
EM15	VAR20001002.1300.1687-E18-61
EM16	VAR20001002.1300.1687-E18-62
EM17	VAR20001002.1300.1687-E26-63
EM18	VAR20001002.1300.1687-E26-64
EM19	VAR20001002.1300.1687-E27-65
EM20	VAR20001002.1300.1687-E22-66
EM21	VAR20001002.1300.1687-E28-67
R1	VAR20001002.1300.1687-R1
R2	VAR20001002.1300.1687-R2
R3	VAR20001002.1300.1687-R3
R4	VAR20001002.1300.1687-R4
R5	VAR20001002.1300.1687-R5
R7	VAR20001002.1300.1687-R6
RM1	VAR20001002.1300.1687-R1-1
RM2	VAR20001002.1300.1687-R2-1
RM3	VAR20001002.1300.1687-R3-1
RM4	VAR20001002.1300.1687-R4-1
RM5	VAR20001002.1300.1687-R5-1
RM7	VAR20001002.1300.1687-R6-1
V1	VAR20001002.1300.1687-EV1
VM1	VAR20001002.1300.1687-EV1-1
Q1	VAR20001002.1300.1687-T1
Q2	VAR20001002.1300.1687-T2
Q3	VAR20001002.1300.1687-T3
