CE9	NTV20001206.1530.0805-CE1
CE11	NTV20001206.1530.0805-CE2
CE14	NTV20001206.1530.0805-CE3
CE15	NTV20001206.1530.0805-CE4
CE16	NTV20001206.1530.0805-CE5
CE17	NTV20001206.1530.0805-CE6
CE18	NTV20001206.1530.0805-CE7
CE19	NTV20001206.1530.0805-CE8
CE20	NTV20001206.1530.0805-CE9
CE21	NTV20001206.1530.0805-CE10
CE22	NTV20001206.1530.0805-CE11
CE23	NTV20001206.1530.0805-CE12
CE24	NTV20001206.1530.0805-CE13
CE1	NTV20001206.1530.0805-CE14
CE25	NTV20001206.1530.0805-CE15
CE26	NTV20001206.1530.0805-CE16
CE27	NTV20001206.1530.0805-CE17
CE28	NTV20001206.1530.0805-CE18
CE2	NTV20001206.1530.0805-CE19
CE3	NTV20001206.1530.0805-CE20
CE4	NTV20001206.1530.0805-CE21
CE5	NTV20001206.1530.0805-CE22
CE6	NTV20001206.1530.0805-CE23
CE7	NTV20001206.1530.0805-CE24
CE8	NTV20001206.1530.0805-CE25
E13	NTV20001206.1530.0805-E1
E14	NTV20001206.1530.0805-E2
E47	NTV20001206.1530.0805-E3
E16	NTV20001206.1530.0805-E4
E48	NTV20001206.1530.0805-E5
E19	NTV20001206.1530.0805-E6
E20	NTV20001206.1530.0805-E7
E21	NTV20001206.1530.0805-E8
E22	NTV20001206.1530.0805-E9
E23	NTV20001206.1530.0805-E10
E24	NTV20001206.1530.0805-E11
E25	NTV20001206.1530.0805-E12
E26	NTV20001206.1530.0805-E13
E27	NTV20001206.1530.0805-E14
E28	NTV20001206.1530.0805-E15
E29	NTV20001206.1530.0805-E16
E30	NTV20001206.1530.0805-E17
E31	NTV20001206.1530.0805-E18
E32	NTV20001206.1530.0805-E19
E33	NTV20001206.1530.0805-E20
E34	NTV20001206.1530.0805-E21
E1	NTV20001206.1530.0805-E22
E50	NTV20001206.1530.0805-E23
E35	NTV20001206.1530.0805-E24
E36	NTV20001206.1530.0805-E25
E37	NTV20001206.1530.0805-E26
E38	NTV20001206.1530.0805-E27
E39	NTV20001206.1530.0805-E28
E40	NTV20001206.1530.0805-E29
E41	NTV20001206.1530.0805-E30
E42	NTV20001206.1530.0805-E31
E43	NTV20001206.1530.0805-E32
E44	NTV20001206.1530.0805-E33
E45	NTV20001206.1530.0805-E34
E46	NTV20001206.1530.0805-E35
E2	NTV20001206.1530.0805-E36
E3	NTV20001206.1530.0805-E37
E4	NTV20001206.1530.0805-E38
E5	NTV20001206.1530.0805-E39
E7	NTV20001206.1530.0805-E40
E8	NTV20001206.1530.0805-E41
E9	NTV20001206.1530.0805-E42
E10	NTV20001206.1530.0805-E43
E11	NTV20001206.1530.0805-E44
EM1	NTV20001206.1530.0805-E22-1
EM22	NTV20001206.1530.0805-E1-2
EM23	NTV20001206.1530.0805-E2-3
EM19	NTV20001206.1530.0805-E5-4
EM25	NTV20001206.1530.0805-E4-5
EM40	NTV20001206.1530.0805-E23-6
EM29	NTV20001206.1530.0805-E42-7
EM30	NTV20001206.1530.0805-E6-8
EM31	NTV20001206.1530.0805-E38-9
EM32	NTV20001206.1530.0805-E38-10
EM33	NTV20001206.1530.0805-E7-11
EM34	NTV20001206.1530.0805-E8-12
EM35	NTV20001206.1530.0805-E42-13
EM36	NTV20001206.1530.0805-E43-14
EM37	NTV20001206.1530.0805-E43-15
EM38	NTV20001206.1530.0805-E9-16
EM39	NTV20001206.1530.0805-E43-17
EM41	NTV20001206.1530.0805-E41-18
EM42	NTV20001206.1530.0805-E42-19
EM43	NTV20001206.1530.0805-E10-20
EM44	NTV20001206.1530.0805-E38-21
EM45	NTV20001206.1530.0805-E38-22
EM46	NTV20001206.1530.0805-E11-23
EM47	NTV20001206.1530.0805-E12-24
EM48	NTV20001206.1530.0805-E13-25
EM49	NTV20001206.1530.0805-E14-26
EM50	NTV20001206.1530.0805-E14-27
EM51	NTV20001206.1530.0805-E15-28
EM52	NTV20001206.1530.0805-E16-29
EM53	NTV20001206.1530.0805-E17-30
EM54	NTV20001206.1530.0805-E18-31
EM55	NTV20001206.1530.0805-E19-32
EM56	NTV20001206.1530.0805-E19-33
EM57	NTV20001206.1530.0805-E19-34
EM58	NTV20001206.1530.0805-E20-35
EM59	NTV20001206.1530.0805-E42-36
EM60	NTV20001206.1530.0805-E21-37
EM61	NTV20001206.1530.0805-E38-38
EM62	NTV20001206.1530.0805-E42-39
EM63	NTV20001206.1530.0805-E38-40
EM64	NTV20001206.1530.0805-E14-41
EM65	NTV20001206.1530.0805-E21-42
EM67	NTV20001206.1530.0805-E24-43
EM68	NTV20001206.1530.0805-E43-44
EM69	NTV20001206.1530.0805-E25-45
EM70	NTV20001206.1530.0805-E43-46
EM71	NTV20001206.1530.0805-E43-47
EM72	NTV20001206.1530.0805-E36-48
EM73	NTV20001206.1530.0805-E43-49
EM74	NTV20001206.1530.0805-E43-50
EM75	NTV20001206.1530.0805-E26-51
EM76	NTV20001206.1530.0805-E26-52
EM77	NTV20001206.1530.0805-E27-53
EM78	NTV20001206.1530.0805-E28-54
EM79	NTV20001206.1530.0805-E43-55
EM81	NTV20001206.1530.0805-E29-56
EM82	NTV20001206.1530.0805-E29-57
EM83	NTV20001206.1530.0805-E30-58
EM84	NTV20001206.1530.0805-E31-59
EM85	NTV20001206.1530.0805-E30-60
EM86	NTV20001206.1530.0805-E30-61
EM87	NTV20001206.1530.0805-E30-62
EM88	NTV20001206.1530.0805-E41-63
EM89	NTV20001206.1530.0805-E42-64
EM90	NTV20001206.1530.0805-E32-65
EM91	NTV20001206.1530.0805-E41-66
EM92	NTV20001206.1530.0805-E33-67
EM93	NTV20001206.1530.0805-E34-68
EM94	NTV20001206.1530.0805-E41-69
EM95	NTV20001206.1530.0805-E41-70
EM96	NTV20001206.1530.0805-E33-71
EM97	NTV20001206.1530.0805-E38-72
EM98	NTV20001206.1530.0805-E38-73
EM99	NTV20001206.1530.0805-E32-74
EM2	NTV20001206.1530.0805-E37-75
EM100	NTV20001206.1530.0805-E35-76
EM101	NTV20001206.1530.0805-E43-77
EM3	NTV20001206.1530.0805-E38-78
EM4	NTV20001206.1530.0805-E38-79
EM5	NTV20001206.1530.0805-E39-80
EM6	NTV20001206.1530.0805-E40-81
EM66	NTV20001206.1530.0805-E3-82
EM8	NTV20001206.1530.0805-E38-83
EM9	NTV20001206.1530.0805-E41-84
EM10	NTV20001206.1530.0805-E42-85
EM11	NTV20001206.1530.0805-E41-86
EM12	NTV20001206.1530.0805-E41-87
EM13	NTV20001206.1530.0805-E38-88
EM14	NTV20001206.1530.0805-E43-89
EM15	NTV20001206.1530.0805-E43-90
EM16	NTV20001206.1530.0805-E44-91
EM17	NTV20001206.1530.0805-E43-92
EM20	NTV20001206.1530.0805-E38-93
EM21	NTV20001206.1530.0805-E38-94
R2	NTV20001206.1530.0805-R1
R3	NTV20001206.1530.0805-R2
R4	NTV20001206.1530.0805-R3
R6	NTV20001206.1530.0805-R4
R7	NTV20001206.1530.0805-R5
R8	NTV20001206.1530.0805-R6
R9	NTV20001206.1530.0805-R7
R10	NTV20001206.1530.0805-R8
R11	NTV20001206.1530.0805-R9
R12	NTV20001206.1530.0805-R10
R14	NTV20001206.1530.0805-R11
R15	NTV20001206.1530.0805-R12
R16	NTV20001206.1530.0805-R13
R17	NTV20001206.1530.0805-R14
R18	NTV20001206.1530.0805-R15
R19	NTV20001206.1530.0805-R16
R20	NTV20001206.1530.0805-R17
R21	NTV20001206.1530.0805-R18
R22	NTV20001206.1530.0805-R19
RM2	NTV20001206.1530.0805-R1-1
RM3	NTV20001206.1530.0805-R2-1
RM4	NTV20001206.1530.0805-R3-1
RM6	NTV20001206.1530.0805-R4-1
RM7	NTV20001206.1530.0805-R5-1
RM8	NTV20001206.1530.0805-R6-1
RM10	NTV20001206.1530.0805-R7-1
RM11	NTV20001206.1530.0805-R8-1
RM12	NTV20001206.1530.0805-R9-1
RM13	NTV20001206.1530.0805-R4-2
RM15	NTV20001206.1530.0805-R11-1
RM16	NTV20001206.1530.0805-R12-1
RM17	NTV20001206.1530.0805-R13-1
RM18	NTV20001206.1530.0805-R14-1
RM19	NTV20001206.1530.0805-R15-1
RM20	NTV20001206.1530.0805-R16-1
RM21	NTV20001206.1530.0805-R17-1
RM22	NTV20001206.1530.0805-R18-1
RM23	NTV20001206.1530.0805-R19-1
V3	NTV20001206.1530.0805-EV1
V4	NTV20001206.1530.0805-EV2
V5	NTV20001206.1530.0805-EV3
V6	NTV20001206.1530.0805-EV4
VM3	NTV20001206.1530.0805-EV1-1
VM5	NTV20001206.1530.0805-EV2-1
VM6	NTV20001206.1530.0805-EV3-1
VM7	NTV20001206.1530.0805-EV4-1
Q1	NTV20001206.1530.0805-T1
Q3	NTV20001206.1530.0805-T2
Q4	NTV20001206.1530.0805-T3
Q5	NTV20001206.1530.0805-T4
Q6	NTV20001206.1530.0805-T5
Q7	NTV20001206.1530.0805-T6
