CE10	NTV20001208.1530.0634-CE1
CE11	NTV20001208.1530.0634-CE2
CE12	NTV20001208.1530.0634-CE3
CE13	NTV20001208.1530.0634-CE4
CE14	NTV20001208.1530.0634-CE5
CE15	NTV20001208.1530.0634-CE6
CE17	NTV20001208.1530.0634-CE7
CE18	NTV20001208.1530.0634-CE8
CE19	NTV20001208.1530.0634-CE9
CE26	NTV20001208.1530.0634-CE10
CE20	NTV20001208.1530.0634-CE11
CE21	NTV20001208.1530.0634-CE12
CE22	NTV20001208.1530.0634-CE13
CE23	NTV20001208.1530.0634-CE14
CE24	NTV20001208.1530.0634-CE15
CE27	NTV20001208.1530.0634-CE16
CE28	NTV20001208.1530.0634-CE17
CE29	NTV20001208.1530.0634-CE18
CE1	NTV20001208.1530.0634-CE19
CE30	NTV20001208.1530.0634-CE20
CE31	NTV20001208.1530.0634-CE21
CE32	NTV20001208.1530.0634-CE22
CE33	NTV20001208.1530.0634-CE23
CE34	NTV20001208.1530.0634-CE24
CE35	NTV20001208.1530.0634-CE25
CE36	NTV20001208.1530.0634-CE26
CE37	NTV20001208.1530.0634-CE27
CE38	NTV20001208.1530.0634-CE28
CE39	NTV20001208.1530.0634-CE29
CE40	NTV20001208.1530.0634-CE30
CE41	NTV20001208.1530.0634-CE31
CE42	NTV20001208.1530.0634-CE32
CE43	NTV20001208.1530.0634-CE33
CE44	NTV20001208.1530.0634-CE34
CE45	NTV20001208.1530.0634-CE35
CE46	NTV20001208.1530.0634-CE36
CE47	NTV20001208.1530.0634-CE37
CE48	NTV20001208.1530.0634-CE38
CE2	NTV20001208.1530.0634-CE39
CE4	NTV20001208.1530.0634-CE40
CE5	NTV20001208.1530.0634-CE41
CE6	NTV20001208.1530.0634-CE42
CE7	NTV20001208.1530.0634-CE43
CE8	NTV20001208.1530.0634-CE44
CE9	NTV20001208.1530.0634-CE45
E12	NTV20001208.1530.0634-E1
E13	NTV20001208.1530.0634-E2
E14	NTV20001208.1530.0634-E3
E24	NTV20001208.1530.0634-E4
E15	NTV20001208.1530.0634-E5
E16	NTV20001208.1530.0634-E6
E17	NTV20001208.1530.0634-E7
E18	NTV20001208.1530.0634-E8
E19	NTV20001208.1530.0634-E9
E20	NTV20001208.1530.0634-E10
E21	NTV20001208.1530.0634-E11
E22	NTV20001208.1530.0634-E12
E25	NTV20001208.1530.0634-E13
E38	NTV20001208.1530.0634-E14
E26	NTV20001208.1530.0634-E15
E27	NTV20001208.1530.0634-E16
E28	NTV20001208.1530.0634-E17
E29	NTV20001208.1530.0634-E18
E30	NTV20001208.1530.0634-E19
E31	NTV20001208.1530.0634-E20
E32	NTV20001208.1530.0634-E21
E33	NTV20001208.1530.0634-E22
E34	NTV20001208.1530.0634-E23
E1	NTV20001208.1530.0634-E24
E36	NTV20001208.1530.0634-E25
E39	NTV20001208.1530.0634-E26
E40	NTV20001208.1530.0634-E27
E41	NTV20001208.1530.0634-E28
E42	NTV20001208.1530.0634-E29
E43	NTV20001208.1530.0634-E30
E44	NTV20001208.1530.0634-E31
E45	NTV20001208.1530.0634-E32
E46	NTV20001208.1530.0634-E33
E47	NTV20001208.1530.0634-E34
E48	NTV20001208.1530.0634-E35
E49	NTV20001208.1530.0634-E36
E50	NTV20001208.1530.0634-E37
E51	NTV20001208.1530.0634-E38
E52	NTV20001208.1530.0634-E39
E53	NTV20001208.1530.0634-E40
E54	NTV20001208.1530.0634-E41
E55	NTV20001208.1530.0634-E42
E56	NTV20001208.1530.0634-E43
E57	NTV20001208.1530.0634-E44
E58	NTV20001208.1530.0634-E45
E59	NTV20001208.1530.0634-E46
E60	NTV20001208.1530.0634-E47
E61	NTV20001208.1530.0634-E48
E62	NTV20001208.1530.0634-E49
E63	NTV20001208.1530.0634-E50
E64	NTV20001208.1530.0634-E51
E3	NTV20001208.1530.0634-E52
E5	NTV20001208.1530.0634-E53
E6	NTV20001208.1530.0634-E54
E7	NTV20001208.1530.0634-E55
E8	NTV20001208.1530.0634-E56
E9	NTV20001208.1530.0634-E57
E10	NTV20001208.1530.0634-E58
E11	NTV20001208.1530.0634-E59
EM1	NTV20001208.1530.0634-E24-1
EM21	NTV20001208.1530.0634-E53-2
