CE9	VAR20001102.1200.0932-CE1
CE10	VAR20001102.1200.0932-CE2
CE12	VAR20001102.1200.0932-CE3
CE13	VAR20001102.1200.0932-CE4
CE1	VAR20001102.1200.0932-CE5
CE2	VAR20001102.1200.0932-CE6
CE3	VAR20001102.1200.0932-CE7
CE4	VAR20001102.1200.0932-CE8
CE5	VAR20001102.1200.0932-CE9
CE6	VAR20001102.1200.0932-CE10
CE7	VAR20001102.1200.0932-CE11
CE8	VAR20001102.1200.0932-CE12
E13	VAR20001102.1200.0932-E1
E14	VAR20001102.1200.0932-E2
E15	VAR20001102.1200.0932-E3
E16	VAR20001102.1200.0932-E4
E19	VAR20001102.1200.0932-E5
E20	VAR20001102.1200.0932-E6
E21	VAR20001102.1200.0932-E7
E1	VAR20001102.1200.0932-E8
E2	VAR20001102.1200.0932-E9
E4	VAR20001102.1200.0932-E10
E5	VAR20001102.1200.0932-E11
E6	VAR20001102.1200.0932-E12
E7	VAR20001102.1200.0932-E13
E8	VAR20001102.1200.0932-E14
E9	VAR20001102.1200.0932-E15
E10	VAR20001102.1200.0932-E16
E11	VAR20001102.1200.0932-E17
E12	VAR20001102.1200.0932-E18
EM1	VAR20001102.1200.0932-E8-1
EM22	VAR20001102.1200.0932-E1-2
EM23	VAR20001102.1200.0932-E2-3
EM24	VAR20001102.1200.0932-E3-4
EM25	VAR20001102.1200.0932-E3-5
EM26	VAR20001102.1200.0932-E3-6
EM27	VAR20001102.1200.0932-E4-7
EM28	VAR20001102.1200.0932-E11-8
EM29	VAR20001102.1200.0932-E3-9
EM31	VAR20001102.1200.0932-E5-10
EM32	VAR20001102.1200.0932-E6-11
EM33	VAR20001102.1200.0932-E5-12
EM34	VAR20001102.1200.0932-E5-13
EM35	VAR20001102.1200.0932-E5-14
EM36	VAR20001102.1200.0932-E3-15
EM37	VAR20001102.1200.0932-E7-16
EM38	VAR20001102.1200.0932-E11-17
EM39	VAR20001102.1200.0932-E11-18
EM2	VAR20001102.1200.0932-E9-19
EM3	VAR20001102.1200.0932-E10-20
EM4	VAR20001102.1200.0932-E12-21
EM5	VAR20001102.1200.0932-E11-22
EM6	VAR20001102.1200.0932-E13-23
EM7	VAR20001102.1200.0932-E14-24
EM8	VAR20001102.1200.0932-E15-25
EM10	VAR20001102.1200.0932-E16-26
EM13	VAR20001102.1200.0932-E13-27
EM14	VAR20001102.1200.0932-E13-28
EM15	VAR20001102.1200.0932-E13-29
EM16	VAR20001102.1200.0932-E17-30
EM17	VAR20001102.1200.0932-E11-31
EM18	VAR20001102.1200.0932-E18-32
EM19	VAR20001102.1200.0932-E17-33
EM20	VAR20001102.1200.0932-E17-34
EM21	VAR20001102.1200.0932-E17-35
R1	VAR20001102.1200.0932-R1
R2	VAR20001102.1200.0932-R2
R3	VAR20001102.1200.0932-R3
R4	VAR20001102.1200.0932-R4
R5	VAR20001102.1200.0932-R5
R6	VAR20001102.1200.0932-R6
RM1	VAR20001102.1200.0932-R1-1
RM2	VAR20001102.1200.0932-R2-1
RM3	VAR20001102.1200.0932-R3-1
RM4	VAR20001102.1200.0932-R4-1
RM6	VAR20001102.1200.0932-R5-1
RM7	VAR20001102.1200.0932-R6-1
V1	VAR20001102.1200.0932-EV1
V2	VAR20001102.1200.0932-EV2
V3	VAR20001102.1200.0932-EV3
V4	VAR20001102.1200.0932-EV4
V5	VAR20001102.1200.0932-EV5
V6	VAR20001102.1200.0932-EV6
V7	VAR20001102.1200.0932-EV7
VM1	VAR20001102.1200.0932-EV1-1
VM2	VAR20001102.1200.0932-EV2-1
VM3	VAR20001102.1200.0932-EV3-1
VM4	VAR20001102.1200.0932-EV4-1
VM5	VAR20001102.1200.0932-EV5-1
VM6	VAR20001102.1200.0932-EV6-1
VM7	VAR20001102.1200.0932-EV7-1
Q1	VAR20001102.1200.0932-T1
Q3	VAR20001102.1200.0932-V1
Q4	VAR20001102.1200.0932-V2
Q5	VAR20001102.1200.0932-V3
Q6	VAR20001102.1200.0932-V4
QM3	VAR20001102.1200.0932-V1-1
QM4	VAR20001102.1200.0932-V2-1
QM5	VAR20001102.1200.0932-V3-1
QM6	VAR20001102.1200.0932-V4-1
