CE10	NTV20001016.1530.0526-CE1
CE11	NTV20001016.1530.0526-CE2
CE12	NTV20001016.1530.0526-CE3
CE13	NTV20001016.1530.0526-CE4
CE14	NTV20001016.1530.0526-CE5
CE15	NTV20001016.1530.0526-CE6
CE16	NTV20001016.1530.0526-CE7
CE17	NTV20001016.1530.0526-CE8
CE18	NTV20001016.1530.0526-CE9
CE19	NTV20001016.1530.0526-CE10
CE20	NTV20001016.1530.0526-CE11
CE21	NTV20001016.1530.0526-CE12
CE22	NTV20001016.1530.0526-CE13
CE23	NTV20001016.1530.0526-CE14
CE24	NTV20001016.1530.0526-CE15
CE25	NTV20001016.1530.0526-CE16
CE26	NTV20001016.1530.0526-CE17
CE27	NTV20001016.1530.0526-CE18
CE28	NTV20001016.1530.0526-CE19
CE29	NTV20001016.1530.0526-CE20
CE30	NTV20001016.1530.0526-CE21
CE31	NTV20001016.1530.0526-CE22
CE32	NTV20001016.1530.0526-CE23
CE33	NTV20001016.1530.0526-CE24
CE34	NTV20001016.1530.0526-CE25
CE35	NTV20001016.1530.0526-CE26
CE1	NTV20001016.1530.0526-CE27
CE36	NTV20001016.1530.0526-CE28
CE2	NTV20001016.1530.0526-CE29
CE3	NTV20001016.1530.0526-CE30
CE4	NTV20001016.1530.0526-CE31
CE5	NTV20001016.1530.0526-CE32
CE6	NTV20001016.1530.0526-CE33
CE7	NTV20001016.1530.0526-CE34
CE8	NTV20001016.1530.0526-CE35
CE9	NTV20001016.1530.0526-CE36
E15	NTV20001016.1530.0526-E1
E16	NTV20001016.1530.0526-E2
E17	NTV20001016.1530.0526-E3
E18	NTV20001016.1530.0526-E4
E19	NTV20001016.1530.0526-E5
E20	NTV20001016.1530.0526-E6
E21	NTV20001016.1530.0526-E7
E22	NTV20001016.1530.0526-E8
E24	NTV20001016.1530.0526-E9
E25	NTV20001016.1530.0526-E10
E26	NTV20001016.1530.0526-E11
E27	NTV20001016.1530.0526-E12
E28	NTV20001016.1530.0526-E13
E29	NTV20001016.1530.0526-E14
E30	NTV20001016.1530.0526-E15
E31	NTV20001016.1530.0526-E16
E32	NTV20001016.1530.0526-E17
E33	NTV20001016.1530.0526-E18
E34	NTV20001016.1530.0526-E19
E35	NTV20001016.1530.0526-E20
E36	NTV20001016.1530.0526-E21
E37	NTV20001016.1530.0526-E22
E38	NTV20001016.1530.0526-E23
E39	NTV20001016.1530.0526-E24
E40	NTV20001016.1530.0526-E25
E41	NTV20001016.1530.0526-E26
E42	NTV20001016.1530.0526-E27
E43	NTV20001016.1530.0526-E28
E44	NTV20001016.1530.0526-E29
E45	NTV20001016.1530.0526-E30
E46	NTV20001016.1530.0526-E31
E47	NTV20001016.1530.0526-E32
E48	NTV20001016.1530.0526-E33
E49	NTV20001016.1530.0526-E34
E50	NTV20001016.1530.0526-E35
E1	NTV20001016.1530.0526-E36
E51	NTV20001016.1530.0526-E37
E52	NTV20001016.1530.0526-E38
E53	NTV20001016.1530.0526-E39
E54	NTV20001016.1530.0526-E40
E55	NTV20001016.1530.0526-E41
E56	NTV20001016.1530.0526-E42
E57	NTV20001016.1530.0526-E43
E58	NTV20001016.1530.0526-E44
E2	NTV20001016.1530.0526-E45
E3	NTV20001016.1530.0526-E46
E4	NTV20001016.1530.0526-E47
E5	NTV20001016.1530.0526-E48
E6	NTV20001016.1530.0526-E49
E7	NTV20001016.1530.0526-E50
E8	NTV20001016.1530.0526-E51
E9	NTV20001016.1530.0526-E52
E10	NTV20001016.1530.0526-E53
E11	NTV20001016.1530.0526-E54
E12	NTV20001016.1530.0526-E55
E13	NTV20001016.1530.0526-E56
E14	NTV20001016.1530.0526-E57
EM18	NTV20001016.1530.0526-E1-1
EM19	NTV20001016.1530.0526-E1-2
EM20	NTV20001016.1530.0526-E2-3
EM21	NTV20001016.1530.0526-E1-4
EM22	NTV20001016.1530.0526-E3-5
EM23	NTV20001016.1530.0526-E3-6
EM24	NTV20001016.1530.0526-E3-7
EM25	NTV20001016.1530.0526-E4-8
EM26	NTV20001016.1530.0526-E5-9
EM27	NTV20001016.1530.0526-E6-10
EM28	NTV20001016.1530.0526-E7-11
EM29	NTV20001016.1530.0526-E1-12
EM30	NTV20001016.1530.0526-E8-13
EM31	NTV20001016.1530.0526-E56-14
EM32	NTV20001016.1530.0526-E47-15
EM77	NTV20001016.1530.0526-E15-16
EM34	NTV20001016.1530.0526-E9-17
EM35	NTV20001016.1530.0526-E10-18
EM36	NTV20001016.1530.0526-E11-19
EM37	NTV20001016.1530.0526-E12-20
EM38	NTV20001016.1530.0526-E13-21
EM39	NTV20001016.1530.0526-E14-22
EM40	NTV20001016.1530.0526-E15-23
EM41	NTV20001016.1530.0526-E15-24
EM42	NTV20001016.1530.0526-E16-25
EM43	NTV20001016.1530.0526-E15-26
EM44	NTV20001016.1530.0526-E17-27
EM45	NTV20001016.1530.0526-E47-28
EM46	NTV20001016.1530.0526-E47-29
EM47	NTV20001016.1530.0526-E18-30
EM78	NTV20001016.1530.0526-E15-31
EM48	NTV20001016.1530.0526-E19-32
EM50	NTV20001016.1530.0526-E18-33
EM51	NTV20001016.1530.0526-E18-34
EM52	NTV20001016.1530.0526-E18-35
EM53	NTV20001016.1530.0526-E20-36
EM54	NTV20001016.1530.0526-E16-37
EM55	NTV20001016.1530.0526-E21-38
EM56	NTV20001016.1530.0526-E21-39
EM57	NTV20001016.1530.0526-E22-40
EM58	NTV20001016.1530.0526-E23-41
EM59	NTV20001016.1530.0526-E24-42
EM1	NTV20001016.1530.0526-E36-43
EM60	NTV20001016.1530.0526-E47-44
EM61	NTV20001016.1530.0526-E25-45
EM62	NTV20001016.1530.0526-E24-46
EM63	NTV20001016.1530.0526-E24-47
EM64	NTV20001016.1530.0526-E24-48
EM65	NTV20001016.1530.0526-E47-49
EM66	NTV20001016.1530.0526-E18-50
EM67	NTV20001016.1530.0526-E24-51
EM68	NTV20001016.1530.0526-E24-52
EM69	NTV20001016.1530.0526-E24-53
EM70	NTV20001016.1530.0526-E24-54
EM71	NTV20001016.1530.0526-E26-55
EM72	NTV20001016.1530.0526-E47-56
EM73	NTV20001016.1530.0526-E24-57
EM74	NTV20001016.1530.0526-E26-58
EM75	NTV20001016.1530.0526-E24-59
EM76	NTV20001016.1530.0526-E26-60
EM79	NTV20001016.1530.0526-E15-61
EM80	NTV20001016.1530.0526-E15-62
EM81	NTV20001016.1530.0526-E15-63
EM82	NTV20001016.1530.0526-E15-64
EM83	NTV20001016.1530.0526-E47-65
EM84	NTV20001016.1530.0526-E27-66
EM85	NTV20001016.1530.0526-E28-67
EM86	NTV20001016.1530.0526-E29-68
EM87	NTV20001016.1530.0526-E28-69
EM88	NTV20001016.1530.0526-E15-70
EM89	NTV20001016.1530.0526-E30-71
EM90	NTV20001016.1530.0526-E29-72
EM91	NTV20001016.1530.0526-E15-73
EM92	NTV20001016.1530.0526-E49-74
EM93	NTV20001016.1530.0526-E31-75
EM94	NTV20001016.1530.0526-E15-76
EM95	NTV20001016.1530.0526-E15-77
EM96	NTV20001016.1530.0526-E15-78
EM97	NTV20001016.1530.0526-E32-79
EM98	NTV20001016.1530.0526-E16-80
EM99	NTV20001016.1530.0526-E15-81
EM100	NTV20001016.1530.0526-E33-82
EM101	NTV20001016.1530.0526-E34-83
EM102	NTV20001016.1530.0526-E15-84
EM103	NTV20001016.1530.0526-E15-85
EM104	NTV20001016.1530.0526-E49-86
EM105	NTV20001016.1530.0526-E49-87
EM106	NTV20001016.1530.0526-E49-88
EM107	NTV20001016.1530.0526-E24-89
EM108	NTV20001016.1530.0526-E47-90
EM109	NTV20001016.1530.0526-E35-91
EM110	NTV20001016.1530.0526-E15-92
EM111	NTV20001016.1530.0526-E37-93
EM112	NTV20001016.1530.0526-E47-94
EM113	NTV20001016.1530.0526-E47-95
EM114	NTV20001016.1530.0526-E47-96
EM115	NTV20001016.1530.0526-E47-97
EM116	NTV20001016.1530.0526-E15-98
EM117	NTV20001016.1530.0526-E15-99
EM118	NTV20001016.1530.0526-E38-100
EM119	NTV20001016.1530.0526-E39-101
EM120	NTV20001016.1530.0526-E47-102
EM121	NTV20001016.1530.0526-E40-103
EM122	NTV20001016.1530.0526-E41-104
EM123	NTV20001016.1530.0526-E16-105
EM124	NTV20001016.1530.0526-E42-106
EM125	NTV20001016.1530.0526-E43-107
EM126	NTV20001016.1530.0526-E44-108
EM2	NTV20001016.1530.0526-E45-109
EM3	NTV20001016.1530.0526-E36-110
EM4	NTV20001016.1530.0526-E36-111
EM5	NTV20001016.1530.0526-E46-112
EM6	NTV20001016.1530.0526-E48-113
EM7	NTV20001016.1530.0526-E49-114
EM8	NTV20001016.1530.0526-E50-115
EM9	NTV20001016.1530.0526-E51-116
EM10	NTV20001016.1530.0526-E52-117
EM11	NTV20001016.1530.0526-E47-118
EM12	NTV20001016.1530.0526-E53-119
EM13	NTV20001016.1530.0526-E54-120
EM14	NTV20001016.1530.0526-E55-121
EM15	NTV20001016.1530.0526-E54-122
EM16	NTV20001016.1530.0526-E52-123
EM17	NTV20001016.1530.0526-E57-124
R1	NTV20001016.1530.0526-R1
R2	NTV20001016.1530.0526-R2
R3	NTV20001016.1530.0526-R3
R5	NTV20001016.1530.0526-R4
R6	NTV20001016.1530.0526-R5
R7	NTV20001016.1530.0526-R6
R8	NTV20001016.1530.0526-R7
R10	NTV20001016.1530.0526-R8
R11	NTV20001016.1530.0526-R9
R12	NTV20001016.1530.0526-R10
R13	NTV20001016.1530.0526-R11
R14	NTV20001016.1530.0526-R12
R15	NTV20001016.1530.0526-R13
RM1	NTV20001016.1530.0526-R1-1
RM2	NTV20001016.1530.0526-R2-1
RM3	NTV20001016.1530.0526-R3-1
RM5	NTV20001016.1530.0526-R4-1
RM6	NTV20001016.1530.0526-R5-1
RM7	NTV20001016.1530.0526-R6-1
RM8	NTV20001016.1530.0526-R7-1
RM10	NTV20001016.1530.0526-R8-1
RM11	NTV20001016.1530.0526-R9-1
RM12	NTV20001016.1530.0526-R10-1
