CE11	NTV20001127.1530.0311-CE1
CE12	NTV20001127.1530.0311-CE2
CE13	NTV20001127.1530.0311-CE3
CE14	NTV20001127.1530.0311-CE4
CE15	NTV20001127.1530.0311-CE5
CE16	NTV20001127.1530.0311-CE6
CE17	NTV20001127.1530.0311-CE7
CE18	NTV20001127.1530.0311-CE8
CE19	NTV20001127.1530.0311-CE9
CE21	NTV20001127.1530.0311-CE10
CE23	NTV20001127.1530.0311-CE11
CE24	NTV20001127.1530.0311-CE12
CE25	NTV20001127.1530.0311-CE13
CE26	NTV20001127.1530.0311-CE14
CE1	NTV20001127.1530.0311-CE15
CE2	NTV20001127.1530.0311-CE16
CE3	NTV20001127.1530.0311-CE17
CE4	NTV20001127.1530.0311-CE18
CE5	NTV20001127.1530.0311-CE19
CE6	NTV20001127.1530.0311-CE20
CE7	NTV20001127.1530.0311-CE21
CE8	NTV20001127.1530.0311-CE22
CE9	NTV20001127.1530.0311-CE23
CE10	NTV20001127.1530.0311-CE24
E14	NTV20001127.1530.0311-E1
E15	NTV20001127.1530.0311-E2
E16	NTV20001127.1530.0311-E3
E17	NTV20001127.1530.0311-E4
E18	NTV20001127.1530.0311-E5
E19	NTV20001127.1530.0311-E6
E20	NTV20001127.1530.0311-E7
E21	NTV20001127.1530.0311-E8
E23	NTV20001127.1530.0311-E9
E24	NTV20001127.1530.0311-E10
E26	NTV20001127.1530.0311-E11
E27	NTV20001127.1530.0311-E12
E28	NTV20001127.1530.0311-E13
E29	NTV20001127.1530.0311-E14
E30	NTV20001127.1530.0311-E15
E33	NTV20001127.1530.0311-E16
E36	NTV20001127.1530.0311-E17
E37	NTV20001127.1530.0311-E18
E38	NTV20001127.1530.0311-E19
E39	NTV20001127.1530.0311-E20
E1	NTV20001127.1530.0311-E21
E2	NTV20001127.1530.0311-E22
E3	NTV20001127.1530.0311-E23
E4	NTV20001127.1530.0311-E24
E5	NTV20001127.1530.0311-E25
E7	NTV20001127.1530.0311-E26
E8	NTV20001127.1530.0311-E27
E9	NTV20001127.1530.0311-E28
E10	NTV20001127.1530.0311-E29
E12	NTV20001127.1530.0311-E30
E13	NTV20001127.1530.0311-E31
EM1	NTV20001127.1530.0311-E21-1
EM19	NTV20001127.1530.0311-E2-2
EM20	NTV20001127.1530.0311-E21-3
EM21	NTV20001127.1530.0311-E3-4
EM22	NTV20001127.1530.0311-E3-5
EM23	NTV20001127.1530.0311-E22-6
EM24	NTV20001127.1530.0311-E4-7
EM25	NTV20001127.1530.0311-E3-8
EM26	NTV20001127.1530.0311-E5-9
EM27	NTV20001127.1530.0311-E6-10
EM28	NTV20001127.1530.0311-E7-11
EM29	NTV20001127.1530.0311-E8-12
EM30	NTV20001127.1530.0311-E9-13
EM31	NTV20001127.1530.0311-E10-14
EM33	NTV20001127.1530.0311-E11-15
EM32	NTV20001127.1530.0311-E29-16
EM34	NTV20001127.1530.0311-E29-17
EM35	NTV20001127.1530.0311-E25-18
EM36	NTV20001127.1530.0311-E25-19
EM37	NTV20001127.1530.0311-E29-20
EM38	NTV20001127.1530.0311-E12-21
EM39	NTV20001127.1530.0311-E13-22
EM40	NTV20001127.1530.0311-E14-23
EM41	NTV20001127.1530.0311-E13-24
EM42	NTV20001127.1530.0311-E13-25
EM43	NTV20001127.1530.0311-E15-26
EM44	NTV20001127.1530.0311-E28-27
EM47	NTV20001127.1530.0311-E13-28
EM48	NTV20001127.1530.0311-E13-29
EM49	NTV20001127.1530.0311-E16-30
EM50	NTV20001127.1530.0311-E17-31
EM51	NTV20001127.1530.0311-E18-32
EM52	NTV20001127.1530.0311-E24-33
EM53	NTV20001127.1530.0311-E19-34
EM54	NTV20001127.1530.0311-E20-35
EM2	NTV20001127.1530.0311-E22-36
EM3	NTV20001127.1530.0311-E23-37
EM4	NTV20001127.1530.0311-E24-38
EM5	NTV20001127.1530.0311-E25-39
EM6	NTV20001127.1530.0311-E26-40
EM7	NTV20001127.1530.0311-E27-41
EM8	NTV20001127.1530.0311-E21-42
EM9	NTV20001127.1530.0311-E22-43
EM10	NTV20001127.1530.0311-E23-44
EM11	NTV20001127.1530.0311-E24-45
EM12	NTV20001127.1530.0311-E28-46
EM13	NTV20001127.1530.0311-E29-47
EM14	NTV20001127.1530.0311-E29-48
EM15	NTV20001127.1530.0311-E29-49
EM16	NTV20001127.1530.0311-E30-50
EM17	NTV20001127.1530.0311-E31-51
EM18	NTV20001127.1530.0311-E1-52
R1	NTV20001127.1530.0311-R1
R2	NTV20001127.1530.0311-R2
R3	NTV20001127.1530.0311-R3
R4	NTV20001127.1530.0311-R4
R5	NTV20001127.1530.0311-R5
R6	NTV20001127.1530.0311-R6
R7	NTV20001127.1530.0311-R7
R8	NTV20001127.1530.0311-R8
R9	NTV20001127.1530.0311-R9
R10	NTV20001127.1530.0311-R10
R11	NTV20001127.1530.0311-R11
RM1	NTV20001127.1530.0311-R1-1
RM2	NTV20001127.1530.0311-R1-2
RM3	NTV20001127.1530.0311-R3-1
RM4	NTV20001127.1530.0311-R4-1
RM5	NTV20001127.1530.0311-R5-1
RM6	NTV20001127.1530.0311-R6-1
RM7	NTV20001127.1530.0311-R7-1
RM8	NTV20001127.1530.0311-R8-1
RM9	NTV20001127.1530.0311-R9-1
RM10	NTV20001127.1530.0311-R10-1
RM11	NTV20001127.1530.0311-R11-1
V1	NTV20001127.1530.0311-EV1
V2	NTV20001127.1530.0311-EV2
V3	NTV20001127.1530.0311-EV3
V4	NTV20001127.1530.0311-EV4
V5	NTV20001127.1530.0311-EV5
V6	NTV20001127.1530.0311-EV6
V7	NTV20001127.1530.0311-EV7
V8	NTV20001127.1530.0311-EV8
V9	NTV20001127.1530.0311-EV9
V10	NTV20001127.1530.0311-EV10
V11	NTV20001127.1530.0311-EV11
V12	NTV20001127.1530.0311-EV12
V13	NTV20001127.1530.0311-EV13
VM1	NTV20001127.1530.0311-EV1-1
VM2	NTV20001127.1530.0311-EV2-1
VM3	NTV20001127.1530.0311-EV3-1
VM4	NTV20001127.1530.0311-EV4-1
VM5	NTV20001127.1530.0311-EV5-1
VM6	NTV20001127.1530.0311-EV6-1
VM7	NTV20001127.1530.0311-EV7-1
VM8	NTV20001127.1530.0311-EV8-1
VM9	NTV20001127.1530.0311-EV9-1
VM10	NTV20001127.1530.0311-EV10-1
VM11	NTV20001127.1530.0311-EV11-1
VM12	NTV20001127.1530.0311-EV12-1
VM13	NTV20001127.1530.0311-EV13-1
Q1	NTV20001127.1530.0311-T1
