CE10	VAR20001005.1300.0800-CE1
CE11	VAR20001005.1300.0800-CE2
CE12	VAR20001005.1300.0800-CE3
CE13	VAR20001005.1300.0800-CE4
CE14	VAR20001005.1300.0800-CE5
CE15	VAR20001005.1300.0800-CE6
CE16	VAR20001005.1300.0800-CE7
CE17	VAR20001005.1300.0800-CE8
CE18	VAR20001005.1300.0800-CE9
CE1	VAR20001005.1300.0800-CE10
CE19	VAR20001005.1300.0800-CE11
CE20	VAR20001005.1300.0800-CE12
CE21	VAR20001005.1300.0800-CE13
CE22	VAR20001005.1300.0800-CE14
CE23	VAR20001005.1300.0800-CE15
CE24	VAR20001005.1300.0800-CE16
CE25	VAR20001005.1300.0800-CE17
CE26	VAR20001005.1300.0800-CE18
CE27	VAR20001005.1300.0800-CE19
CE28	VAR20001005.1300.0800-CE20
CE29	VAR20001005.1300.0800-CE21
CE30	VAR20001005.1300.0800-CE22
CE31	VAR20001005.1300.0800-CE23
CE32	VAR20001005.1300.0800-CE24
CE33	VAR20001005.1300.0800-CE25
CE34	VAR20001005.1300.0800-CE26
CE35	VAR20001005.1300.0800-CE27
CE36	VAR20001005.1300.0800-CE28
CE37	VAR20001005.1300.0800-CE29
CE2	VAR20001005.1300.0800-CE30
CE3	VAR20001005.1300.0800-CE31
CE4	VAR20001005.1300.0800-CE32
CE5	VAR20001005.1300.0800-CE33
CE6	VAR20001005.1300.0800-CE34
CE7	VAR20001005.1300.0800-CE35
CE8	VAR20001005.1300.0800-CE36
CE9	VAR20001005.1300.0800-CE37
E15	VAR20001005.1300.0800-E1
E16	VAR20001005.1300.0800-E2
E17	VAR20001005.1300.0800-E3
E18	VAR20001005.1300.0800-E4
E20	VAR20001005.1300.0800-E5
E21	VAR20001005.1300.0800-E6
E22	VAR20001005.1300.0800-E7
E23	VAR20001005.1300.0800-E8
E24	VAR20001005.1300.0800-E9
E25	VAR20001005.1300.0800-E10
E26	VAR20001005.1300.0800-E11
E27	VAR20001005.1300.0800-E12
E28	VAR20001005.1300.0800-E13
E29	VAR20001005.1300.0800-E14
E30	VAR20001005.1300.0800-E15
E31	VAR20001005.1300.0800-E16
E1	VAR20001005.1300.0800-E17
E32	VAR20001005.1300.0800-E18
E33	VAR20001005.1300.0800-E19
E34	VAR20001005.1300.0800-E20
E35	VAR20001005.1300.0800-E21
E36	VAR20001005.1300.0800-E22
E37	VAR20001005.1300.0800-E23
E38	VAR20001005.1300.0800-E24
E39	VAR20001005.1300.0800-E25
E41	VAR20001005.1300.0800-E26
E42	VAR20001005.1300.0800-E27
E43	VAR20001005.1300.0800-E28
E44	VAR20001005.1300.0800-E29
E45	VAR20001005.1300.0800-E30
E46	VAR20001005.1300.0800-E31
E47	VAR20001005.1300.0800-E32
E48	VAR20001005.1300.0800-E33
E49	VAR20001005.1300.0800-E34
E50	VAR20001005.1300.0800-E35
E52	VAR20001005.1300.0800-E36
E53	VAR20001005.1300.0800-E37
E54	VAR20001005.1300.0800-E38
E55	VAR20001005.1300.0800-E39
E56	VAR20001005.1300.0800-E40
E57	VAR20001005.1300.0800-E41
E58	VAR20001005.1300.0800-E42
E59	VAR20001005.1300.0800-E43
E60	VAR20001005.1300.0800-E44
E62	VAR20001005.1300.0800-E45
E63	VAR20001005.1300.0800-E46
E64	VAR20001005.1300.0800-E47
E65	VAR20001005.1300.0800-E48
E66	VAR20001005.1300.0800-E49
E67	VAR20001005.1300.0800-E50
E68	VAR20001005.1300.0800-E51
E69	VAR20001005.1300.0800-E52
E70	VAR20001005.1300.0800-E53
E71	VAR20001005.1300.0800-E54
E72	VAR20001005.1300.0800-E55
E73	VAR20001005.1300.0800-E56
E74	VAR20001005.1300.0800-E57
E75	VAR20001005.1300.0800-E58
E77	VAR20001005.1300.0800-E59
E78	VAR20001005.1300.0800-E60
E79	VAR20001005.1300.0800-E61
E2	VAR20001005.1300.0800-E62
E81	VAR20001005.1300.0800-E63
E3	VAR20001005.1300.0800-E64
E4	VAR20001005.1300.0800-E65
E5	VAR20001005.1300.0800-E66
E7	VAR20001005.1300.0800-E67
E8	VAR20001005.1300.0800-E68
E9	VAR20001005.1300.0800-E69
E10	VAR20001005.1300.0800-E70
E11	VAR20001005.1300.0800-E71
E12	VAR20001005.1300.0800-E72
E13	VAR20001005.1300.0800-E73
E14	VAR20001005.1300.0800-E74
EM1	VAR20001005.1300.0800-E17-1
EM19	VAR20001005.1300.0800-E1-2
EM21	VAR20001005.1300.0800-E2-3
EM20	VAR20001005.1300.0800-E3-4
EM22	VAR20001005.1300.0800-E73-5
EM23	VAR20001005.1300.0800-E4-6
EM24	VAR20001005.1300.0800-E17-7
EM26	VAR20001005.1300.0800-E17-8
EM27	VAR20001005.1300.0800-E5-9
EM29	VAR20001005.1300.0800-E6-10
EM30	VAR20001005.1300.0800-E7-11
EM31	VAR20001005.1300.0800-E8-12
EM32	VAR20001005.1300.0800-E9-13
EM33	VAR20001005.1300.0800-E69-14
EM34	VAR20001005.1300.0800-E71-15
EM35	VAR20001005.1300.0800-E72-16
EM36	VAR20001005.1300.0800-E69-17
EM37	VAR20001005.1300.0800-E10-18
EM38	VAR20001005.1300.0800-E11-19
