CE11	VAR20001223.1100.1835-CE1
CE12	VAR20001223.1100.1835-CE2
CE13	VAR20001223.1100.1835-CE3
CE14	VAR20001223.1100.1835-CE4
CE15	VAR20001223.1100.1835-CE5
CE16	VAR20001223.1100.1835-CE6
CE17	VAR20001223.1100.1835-CE7
CE18	VAR20001223.1100.1835-CE8
CE19	VAR20001223.1100.1835-CE9
CE20	VAR20001223.1100.1835-CE10
CE21	VAR20001223.1100.1835-CE11
CE22	VAR20001223.1100.1835-CE12
CE23	VAR20001223.1100.1835-CE13
CE24	VAR20001223.1100.1835-CE14
CE25	VAR20001223.1100.1835-CE15
CE2	VAR20001223.1100.1835-CE16
CE3	VAR20001223.1100.1835-CE17
CE4	VAR20001223.1100.1835-CE18
CE5	VAR20001223.1100.1835-CE19
CE6	VAR20001223.1100.1835-CE20
CE7	VAR20001223.1100.1835-CE21
CE8	VAR20001223.1100.1835-CE22
CE9	VAR20001223.1100.1835-CE23
CE10	VAR20001223.1100.1835-CE24
E15	VAR20001223.1100.1835-E1
E16	VAR20001223.1100.1835-E2
E17	VAR20001223.1100.1835-E3
E18	VAR20001223.1100.1835-E4
E19	VAR20001223.1100.1835-E5
E20	VAR20001223.1100.1835-E6
E21	VAR20001223.1100.1835-E7
E22	VAR20001223.1100.1835-E8
E23	VAR20001223.1100.1835-E9
E24	VAR20001223.1100.1835-E10
E25	VAR20001223.1100.1835-E11
E26	VAR20001223.1100.1835-E12
E27	VAR20001223.1100.1835-E13
E29	VAR20001223.1100.1835-E14
E30	VAR20001223.1100.1835-E15
E31	VAR20001223.1100.1835-E16
E32	VAR20001223.1100.1835-E17
E33	VAR20001223.1100.1835-E18
E34	VAR20001223.1100.1835-E19
E2	VAR20001223.1100.1835-E20
E3	VAR20001223.1100.1835-E21
E4	VAR20001223.1100.1835-E22
E6	VAR20001223.1100.1835-E23
E8	VAR20001223.1100.1835-E24
E9	VAR20001223.1100.1835-E25
E10	VAR20001223.1100.1835-E26
E11	VAR20001223.1100.1835-E27
E13	VAR20001223.1100.1835-E28
E14	VAR20001223.1100.1835-E29
EM15	VAR20001223.1100.1835-E2-1
EM16	VAR20001223.1100.1835-E3-2
EM17	VAR20001223.1100.1835-E4-3
EM18	VAR20001223.1100.1835-E5-4
EM19	VAR20001223.1100.1835-E7-5
EM20	VAR20001223.1100.1835-E6-6
EM21	VAR20001223.1100.1835-E8-7
EM23	VAR20001223.1100.1835-E8-8
EM24	VAR20001223.1100.1835-E9-9
EM25	VAR20001223.1100.1835-E10-10
EM26	VAR20001223.1100.1835-E12-11
EM27	VAR20001223.1100.1835-E13-12
EM30	VAR20001223.1100.1835-E11-13
EM31	VAR20001223.1100.1835-E14-14
EM32	VAR20001223.1100.1835-E15-15
EM33	VAR20001223.1100.1835-E16-16
EM34	VAR20001223.1100.1835-E17-17
EM35	VAR20001223.1100.1835-E8-18
EM36	VAR20001223.1100.1835-E18-19
EM29	VAR20001223.1100.1835-E19-20
EM2	VAR20001223.1100.1835-E21-21
EM3	VAR20001223.1100.1835-E20-22
EM4	VAR20001223.1100.1835-E20-23
EM5	VAR20001223.1100.1835-E22-24
EM6	VAR20001223.1100.1835-E23-25
EM7	VAR20001223.1100.1835-E24-26
EM8	VAR20001223.1100.1835-E25-27
EM9	VAR20001223.1100.1835-E26-28
EM10	VAR20001223.1100.1835-E27-29
EM11	VAR20001223.1100.1835-E28-30
EM12	VAR20001223.1100.1835-E29-31
EM13	VAR20001223.1100.1835-E29-32
EM14	VAR20001223.1100.1835-E1-33
R2	VAR20001223.1100.1835-R1
R3	VAR20001223.1100.1835-R2
R4	VAR20001223.1100.1835-R3
R5	VAR20001223.1100.1835-R4
R6	VAR20001223.1100.1835-R5
R7	VAR20001223.1100.1835-R6
R8	VAR20001223.1100.1835-R7
R9	VAR20001223.1100.1835-R8
R10	VAR20001223.1100.1835-R9
RM2	VAR20001223.1100.1835-R1-1
RM3	VAR20001223.1100.1835-R2-1
RM4	VAR20001223.1100.1835-R3-1
RM5	VAR20001223.1100.1835-R4-1
RM6	VAR20001223.1100.1835-R5-1
RM7	VAR20001223.1100.1835-R6-1
RM8	VAR20001223.1100.1835-R7-1
RM9	VAR20001223.1100.1835-R8-1
RM10	VAR20001223.1100.1835-R9-1
V1	VAR20001223.1100.1835-EV1
V3	VAR20001223.1100.1835-EV2
VM1	VAR20001223.1100.1835-EV1-1
VM3	VAR20001223.1100.1835-EV2-1
Q1	VAR20001223.1100.1835-T1
Q5	VAR20001223.1100.1835-T2
Q6	VAR20001223.1100.1835-V1
Q3	VAR20001223.1100.1835-T3
Q4	VAR20001223.1100.1835-T4
QM6	VAR20001223.1100.1835-V1-1
