CE12	VAR20001107.1200.0081-CE1
CE13	VAR20001107.1200.0081-CE2
CE14	VAR20001107.1200.0081-CE3
CE15	VAR20001107.1200.0081-CE4
CE16	VAR20001107.1200.0081-CE5
CE17	VAR20001107.1200.0081-CE6
CE18	VAR20001107.1200.0081-CE7
CE19	VAR20001107.1200.0081-CE8
CE20	VAR20001107.1200.0081-CE9
CE1	VAR20001107.1200.0081-CE10
CE2	VAR20001107.1200.0081-CE11
CE3	VAR20001107.1200.0081-CE12
CE4	VAR20001107.1200.0081-CE13
CE5	VAR20001107.1200.0081-CE14
CE6	VAR20001107.1200.0081-CE15
CE7	VAR20001107.1200.0081-CE16
CE8	VAR20001107.1200.0081-CE17
CE9	VAR20001107.1200.0081-CE18
CE10	VAR20001107.1200.0081-CE19
CE11	VAR20001107.1200.0081-CE20
E15	VAR20001107.1200.0081-E1
E16	VAR20001107.1200.0081-E2
E17	VAR20001107.1200.0081-E3
E18	VAR20001107.1200.0081-E4
E19	VAR20001107.1200.0081-E5
E20	VAR20001107.1200.0081-E6
E21	VAR20001107.1200.0081-E7
E22	VAR20001107.1200.0081-E8
E23	VAR20001107.1200.0081-E9
E24	VAR20001107.1200.0081-E10
E1	VAR20001107.1200.0081-E11
E2	VAR20001107.1200.0081-E12
E3	VAR20001107.1200.0081-E13
E4	VAR20001107.1200.0081-E14
E5	VAR20001107.1200.0081-E15
E7	VAR20001107.1200.0081-E16
E8	VAR20001107.1200.0081-E17
E10	VAR20001107.1200.0081-E18
E11	VAR20001107.1200.0081-E19
E12	VAR20001107.1200.0081-E20
E13	VAR20001107.1200.0081-E21
EM1	VAR20001107.1200.0081-E11-1
EM18	VAR20001107.1200.0081-E21-2
EM19	VAR20001107.1200.0081-E2-3
EM20	VAR20001107.1200.0081-E21-4
EM21	VAR20001107.1200.0081-E17-5
EM22	VAR20001107.1200.0081-E3-6
EM23	VAR20001107.1200.0081-E4-7
EM24	VAR20001107.1200.0081-E5-8
EM25	VAR20001107.1200.0081-E17-9
EM26	VAR20001107.1200.0081-E6-10
EM27	VAR20001107.1200.0081-E7-11
EM28	VAR20001107.1200.0081-E8-12
EM29	VAR20001107.1200.0081-E9-13
EM30	VAR20001107.1200.0081-E9-14
EM31	VAR20001107.1200.0081-E6-15
EM32	VAR20001107.1200.0081-E21-16
EM33	VAR20001107.1200.0081-E10-17
EM2	VAR20001107.1200.0081-E11-18
EM3	VAR20001107.1200.0081-E11-19
EM4	VAR20001107.1200.0081-E12-20
EM5	VAR20001107.1200.0081-E13-21
EM6	VAR20001107.1200.0081-E14-22
EM7	VAR20001107.1200.0081-E15-23
EM8	VAR20001107.1200.0081-E16-24
EM9	VAR20001107.1200.0081-E15-25
EM10	VAR20001107.1200.0081-E15-26
EM11	VAR20001107.1200.0081-E15-27
EM12	VAR20001107.1200.0081-E17-28
EM13	VAR20001107.1200.0081-E18-29
EM14	VAR20001107.1200.0081-E19-30
EM15	VAR20001107.1200.0081-E20-31
EM17	VAR20001107.1200.0081-E1-32
R1	VAR20001107.1200.0081-R1
R2	VAR20001107.1200.0081-R2
R3	VAR20001107.1200.0081-R3
R4	VAR20001107.1200.0081-R4
RM1	VAR20001107.1200.0081-R1-1
RM2	VAR20001107.1200.0081-R2-1
RM3	VAR20001107.1200.0081-R3-1
RM4	VAR20001107.1200.0081-R4-1
V1	VAR20001107.1200.0081-EV1
V3	VAR20001107.1200.0081-EV2
V4	VAR20001107.1200.0081-EV3
VM1	VAR20001107.1200.0081-EV1-1
VM3	VAR20001107.1200.0081-EV2-1
VM4	VAR20001107.1200.0081-EV3-1
Q1	VAR20001107.1200.0081-T1
