CE13	VAR20001028.1300.1108-CE1
CE15	VAR20001028.1300.1108-CE2
CE16	VAR20001028.1300.1108-CE3
CE17	VAR20001028.1300.1108-CE4
CE18	VAR20001028.1300.1108-CE5
CE1	VAR20001028.1300.1108-CE6
CE2	VAR20001028.1300.1108-CE7
CE3	VAR20001028.1300.1108-CE8
CE4	VAR20001028.1300.1108-CE9
CE5	VAR20001028.1300.1108-CE10
CE6	VAR20001028.1300.1108-CE11
CE7	VAR20001028.1300.1108-CE12
CE8	VAR20001028.1300.1108-CE13
CE9	VAR20001028.1300.1108-CE14
CE10	VAR20001028.1300.1108-CE15
CE11	VAR20001028.1300.1108-CE16
E14	VAR20001028.1300.1108-E1
E16	VAR20001028.1300.1108-E2
E17	VAR20001028.1300.1108-E3
E18	VAR20001028.1300.1108-E4
E19	VAR20001028.1300.1108-E5
E1	VAR20001028.1300.1108-E6
E2	VAR20001028.1300.1108-E7
E3	VAR20001028.1300.1108-E8
E4	VAR20001028.1300.1108-E9
E5	VAR20001028.1300.1108-E10
E7	VAR20001028.1300.1108-E11
E8	VAR20001028.1300.1108-E12
E9	VAR20001028.1300.1108-E13
E10	VAR20001028.1300.1108-E14
E11	VAR20001028.1300.1108-E15
E12	VAR20001028.1300.1108-E16
EM1	VAR20001028.1300.1108-E6-1
EM19	VAR20001028.1300.1108-E10-2
EM23	VAR20001028.1300.1108-E1-3
EM24	VAR20001028.1300.1108-E16-4
EM25	VAR20001028.1300.1108-E16-5
EM26	VAR20001028.1300.1108-E16-6
EM27	VAR20001028.1300.1108-E10-7
EM28	VAR20001028.1300.1108-E10-8
EM29	VAR20001028.1300.1108-E16-9
EM30	VAR20001028.1300.1108-E16-10
EM32	VAR20001028.1300.1108-E2-11
EM33	VAR20001028.1300.1108-E3-12
EM34	VAR20001028.1300.1108-E4-13
EM35	VAR20001028.1300.1108-E4-14
EM36	VAR20001028.1300.1108-E4-15
EM37	VAR20001028.1300.1108-E5-16
EM40	VAR20001028.1300.1108-E12-17
EM41	VAR20001028.1300.1108-E12-18
EM2	VAR20001028.1300.1108-E7-19
EM3	VAR20001028.1300.1108-E8-20
EM4	VAR20001028.1300.1108-E9-21
EM5	VAR20001028.1300.1108-E6-22
EM6	VAR20001028.1300.1108-E10-23
EM7	VAR20001028.1300.1108-E11-24
EM8	VAR20001028.1300.1108-E12-25
EM9	VAR20001028.1300.1108-E13-26
EM10	VAR20001028.1300.1108-E14-27
EM11	VAR20001028.1300.1108-E6-28
EM12	VAR20001028.1300.1108-E6-29
EM13	VAR20001028.1300.1108-E7-30
EM14	VAR20001028.1300.1108-E6-31
EM15	VAR20001028.1300.1108-E15-32
EM16	VAR20001028.1300.1108-E12-33
EM17	VAR20001028.1300.1108-E16-34
EM18	VAR20001028.1300.1108-E10-35
R1	VAR20001028.1300.1108-R1
R2	VAR20001028.1300.1108-R2
R4	VAR20001028.1300.1108-R3
R5	VAR20001028.1300.1108-R4
R6	VAR20001028.1300.1108-R5
R7	VAR20001028.1300.1108-R6
RM1	VAR20001028.1300.1108-R1-1
RM2	VAR20001028.1300.1108-R2-1
RM4	VAR20001028.1300.1108-R3-1
RM5	VAR20001028.1300.1108-R1-2
RM6	VAR20001028.1300.1108-R5-1
RM7	VAR20001028.1300.1108-R6-1
V1	VAR20001028.1300.1108-EV1
VM1	VAR20001028.1300.1108-EV1-1
Q1	VAR20001028.1300.1108-T1
Q2	VAR20001028.1300.1108-T2
Q3	VAR20001028.1300.1108-T3
Q4	VAR20001028.1300.1108-T4
