CE10	NTV20001222.1530.0109-CE1
CE11	NTV20001222.1530.0109-CE2
CE12	NTV20001222.1530.0109-CE3
CE13	NTV20001222.1530.0109-CE4
CE14	NTV20001222.1530.0109-CE5
CE15	NTV20001222.1530.0109-CE6
CE16	NTV20001222.1530.0109-CE7
CE17	NTV20001222.1530.0109-CE8
CE18	NTV20001222.1530.0109-CE9
CE19	NTV20001222.1530.0109-CE10
CE20	NTV20001222.1530.0109-CE11
CE21	NTV20001222.1530.0109-CE12
CE22	NTV20001222.1530.0109-CE13
CE1	NTV20001222.1530.0109-CE14
CE23	NTV20001222.1530.0109-CE15
CE2	NTV20001222.1530.0109-CE16
CE3	NTV20001222.1530.0109-CE17
CE4	NTV20001222.1530.0109-CE18
CE5	NTV20001222.1530.0109-CE19
CE6	NTV20001222.1530.0109-CE20
CE7	NTV20001222.1530.0109-CE21
CE8	NTV20001222.1530.0109-CE22
CE9	NTV20001222.1530.0109-CE23
E15	NTV20001222.1530.0109-E1
E16	NTV20001222.1530.0109-E2
E17	NTV20001222.1530.0109-E3
E18	NTV20001222.1530.0109-E4
E19	NTV20001222.1530.0109-E5
E20	NTV20001222.1530.0109-E6
E21	NTV20001222.1530.0109-E7
E22	NTV20001222.1530.0109-E8
E23	NTV20001222.1530.0109-E9
E24	NTV20001222.1530.0109-E10
E25	NTV20001222.1530.0109-E11
E26	NTV20001222.1530.0109-E12
E27	NTV20001222.1530.0109-E13
E28	NTV20001222.1530.0109-E14
E29	NTV20001222.1530.0109-E15
E30	NTV20001222.1530.0109-E16
E31	NTV20001222.1530.0109-E17
E33	NTV20001222.1530.0109-E18
E34	NTV20001222.1530.0109-E19
E35	NTV20001222.1530.0109-E20
E36	NTV20001222.1530.0109-E21
E1	NTV20001222.1530.0109-E22
E37	NTV20001222.1530.0109-E23
E38	NTV20001222.1530.0109-E24
E39	NTV20001222.1530.0109-E25
E40	NTV20001222.1530.0109-E26
E41	NTV20001222.1530.0109-E27
E42	NTV20001222.1530.0109-E28
E43	NTV20001222.1530.0109-E29
E44	NTV20001222.1530.0109-E30
E45	NTV20001222.1530.0109-E31
E46	NTV20001222.1530.0109-E32
E47	NTV20001222.1530.0109-E33
E48	NTV20001222.1530.0109-E34
E49	NTV20001222.1530.0109-E35
E50	NTV20001222.1530.0109-E36
E51	NTV20001222.1530.0109-E37
E2	NTV20001222.1530.0109-E38
E3	NTV20001222.1530.0109-E39
E4	NTV20001222.1530.0109-E40
E5	NTV20001222.1530.0109-E41
E7	NTV20001222.1530.0109-E42
E8	NTV20001222.1530.0109-E43
E9	NTV20001222.1530.0109-E44
E10	NTV20001222.1530.0109-E45
E11	NTV20001222.1530.0109-E46
E12	NTV20001222.1530.0109-E47
E13	NTV20001222.1530.0109-E48
E14	NTV20001222.1530.0109-E49
EM1	NTV20001222.1530.0109-E22-1
EM19	NTV20001222.1530.0109-E1-2
EM20	NTV20001222.1530.0109-E43-3
EM21	NTV20001222.1530.0109-E43-4
EM22	NTV20001222.1530.0109-E1-5
EM23	NTV20001222.1530.0109-E43-6
EM24	NTV20001222.1530.0109-E43-7
EM25	NTV20001222.1530.0109-E1-8
EM26	NTV20001222.1530.0109-E38-9
EM27	NTV20001222.1530.0109-E39-10
EM28	NTV20001222.1530.0109-E39-11
EM29	NTV20001222.1530.0109-E40-12
EM30	NTV20001222.1530.0109-E2-13
EM31	NTV20001222.1530.0109-E40-14
EM32	NTV20001222.1530.0109-E3-15
EM33	NTV20001222.1530.0109-E4-16
EM34	NTV20001222.1530.0109-E3-17
EM35	NTV20001222.1530.0109-E6-18
EM36	NTV20001222.1530.0109-E7-19
EM37	NTV20001222.1530.0109-E7-20
EM38	NTV20001222.1530.0109-E8-21
EM39	NTV20001222.1530.0109-E9-22
EM40	NTV20001222.1530.0109-E10-23
EM41	NTV20001222.1530.0109-E47-24
EM42	NTV20001222.1530.0109-E11-25
EM43	NTV20001222.1530.0109-E12-26
EM44	NTV20001222.1530.0109-E13-27
EM45	NTV20001222.1530.0109-E40-28
EM46	NTV20001222.1530.0109-E3-29
EM47	NTV20001222.1530.0109-E10-30
EM48	NTV20001222.1530.0109-E14-31
EM49	NTV20001222.1530.0109-E15-32
EM50	NTV20001222.1530.0109-E16-33
EM51	NTV20001222.1530.0109-E40-34
EM53	NTV20001222.1530.0109-E18-35
EM54	NTV20001222.1530.0109-E19-36
EM55	NTV20001222.1530.0109-E17-37
EM52	NTV20001222.1530.0109-E17-38
EM56	NTV20001222.1530.0109-E40-39
EM57	NTV20001222.1530.0109-E17-40
EM58	NTV20001222.1530.0109-E9-41
EM59	NTV20001222.1530.0109-E20-42
EM60	NTV20001222.1530.0109-E40-43
EM61	NTV20001222.1530.0109-E21-44
EM62	NTV20001222.1530.0109-E23-45
EM63	NTV20001222.1530.0109-E9-46
EM64	NTV20001222.1530.0109-E24-47
EM65	NTV20001222.1530.0109-E24-48
EM66	NTV20001222.1530.0109-E25-49
EM67	NTV20001222.1530.0109-E10-50
EM68	NTV20001222.1530.0109-E26-51
EM69	NTV20001222.1530.0109-E27-52
EM70	NTV20001222.1530.0109-E10-53
EM71	NTV20001222.1530.0109-E28-54
EM72	NTV20001222.1530.0109-E29-55
EM73	NTV20001222.1530.0109-E28-56
EM74	NTV20001222.1530.0109-E30-57
EM75	NTV20001222.1530.0109-E24-58
EM76	NTV20001222.1530.0109-E10-59
EM77	NTV20001222.1530.0109-E31-60
EM78	NTV20001222.1530.0109-E3-61
EM79	NTV20001222.1530.0109-E32-62
EM80	NTV20001222.1530.0109-E33-63
EM81	NTV20001222.1530.0109-E34-64
EM82	NTV20001222.1530.0109-E33-65
EM83	NTV20001222.1530.0109-E5-66
EM84	NTV20001222.1530.0109-E5-67
EM85	NTV20001222.1530.0109-E33-68
EM86	NTV20001222.1530.0109-E33-69
EM87	NTV20001222.1530.0109-E3-70
EM88	NTV20001222.1530.0109-E3-71
EM89	NTV20001222.1530.0109-E10-72
EM90	NTV20001222.1530.0109-E35-73
EM91	NTV20001222.1530.0109-E36-74
EM2	NTV20001222.1530.0109-E38-75
EM92	NTV20001222.1530.0109-E37-76
EM3	NTV20001222.1530.0109-E39-77
EM4	NTV20001222.1530.0109-E39-78
EM5	NTV20001222.1530.0109-E41-79
EM6	NTV20001222.1530.0109-E40-80
EM7	NTV20001222.1530.0109-E42-81
EM8	NTV20001222.1530.0109-E43-82
EM9	NTV20001222.1530.0109-E43-83
EM10	NTV20001222.1530.0109-E44-84
EM11	NTV20001222.1530.0109-E45-85
EM12	NTV20001222.1530.0109-E46-86
EM13	NTV20001222.1530.0109-E45-87
EM14	NTV20001222.1530.0109-E45-88
EM15	NTV20001222.1530.0109-E48-89
EM16	NTV20001222.1530.0109-E49-90
EM17	NTV20001222.1530.0109-E40-91
EM18	NTV20001222.1530.0109-E40-92
R1	NTV20001222.1530.0109-R1
R2	NTV20001222.1530.0109-R2
R3	NTV20001222.1530.0109-R3
R4	NTV20001222.1530.0109-R4
R5	NTV20001222.1530.0109-R5
R6	NTV20001222.1530.0109-R6
R7	NTV20001222.1530.0109-R7
R8	NTV20001222.1530.0109-R8
R9	NTV20001222.1530.0109-R9
R10	NTV20001222.1530.0109-R10
RM1	NTV20001222.1530.0109-R1-1
RM2	NTV20001222.1530.0109-R2-1
RM3	NTV20001222.1530.0109-R3-1
RM4	NTV20001222.1530.0109-R4-1
RM5	NTV20001222.1530.0109-R5-1
RM6	NTV20001222.1530.0109-R6-1
RM7	NTV20001222.1530.0109-R7-1
RM8	NTV20001222.1530.0109-R8-1
RM9	NTV20001222.1530.0109-R9-1
RM10	NTV20001222.1530.0109-R10-1
V1	NTV20001222.1530.0109-EV1
V2	NTV20001222.1530.0109-EV2
V3	NTV20001222.1530.0109-EV3
