CE9	NTV20001002.1530.0917-CE1
CE10	NTV20001002.1530.0917-CE2
CE11	NTV20001002.1530.0917-CE3
CE12	NTV20001002.1530.0917-CE4
CE13	NTV20001002.1530.0917-CE5
CE14	NTV20001002.1530.0917-CE6
CE15	NTV20001002.1530.0917-CE7
CE1	NTV20001002.1530.0917-CE8
CE2	NTV20001002.1530.0917-CE9
CE4	NTV20001002.1530.0917-CE10
CE5	NTV20001002.1530.0917-CE11
CE6	NTV20001002.1530.0917-CE12
CE7	NTV20001002.1530.0917-CE13
CE8	NTV20001002.1530.0917-CE14
E16	NTV20001002.1530.0917-E1
E17	NTV20001002.1530.0917-E2
E18	NTV20001002.1530.0917-E3
E19	NTV20001002.1530.0917-E4
E20	NTV20001002.1530.0917-E5
E22	NTV20001002.1530.0917-E6
E1	NTV20001002.1530.0917-E7
E2	NTV20001002.1530.0917-E8
E4	NTV20001002.1530.0917-E9
E5	NTV20001002.1530.0917-E10
E7	NTV20001002.1530.0917-E11
E8	NTV20001002.1530.0917-E12
E9	NTV20001002.1530.0917-E13
E10	NTV20001002.1530.0917-E14
E11	NTV20001002.1530.0917-E15
E12	NTV20001002.1530.0917-E16
E13	NTV20001002.1530.0917-E17
E14	NTV20001002.1530.0917-E18
E15	NTV20001002.1530.0917-E19
EM1	NTV20001002.1530.0917-E7-1
EM19	NTV20001002.1530.0917-E1-2
EM20	NTV20001002.1530.0917-E2-3
EM21	NTV20001002.1530.0917-E3-4
EM22	NTV20001002.1530.0917-E15-5
EM23	NTV20001002.1530.0917-E4-6
EM24	NTV20001002.1530.0917-E4-7
EM25	NTV20001002.1530.0917-E4-8
EM26	NTV20001002.1530.0917-E5-9
EM27	NTV20001002.1530.0917-E6-10
EM28	NTV20001002.1530.0917-E16-11
EM29	NTV20001002.1530.0917-E4-12
EM30	NTV20001002.1530.0917-E4-13
EM2	NTV20001002.1530.0917-E7-14
EM3	NTV20001002.1530.0917-E8-15
EM4	NTV20001002.1530.0917-E9-16
EM5	NTV20001002.1530.0917-E10-17
EM7	NTV20001002.1530.0917-E11-18
EM8	NTV20001002.1530.0917-E11-19
EM9	NTV20001002.1530.0917-E12-20
EM10	NTV20001002.1530.0917-E13-21
EM11	NTV20001002.1530.0917-E7-22
EM12	NTV20001002.1530.0917-E14-23
EM13	NTV20001002.1530.0917-E15-24
EM14	NTV20001002.1530.0917-E17-25
EM15	NTV20001002.1530.0917-E18-26
EM16	NTV20001002.1530.0917-E18-27
EM17	NTV20001002.1530.0917-E18-28
EM18	NTV20001002.1530.0917-E19-29
R1	NTV20001002.1530.0917-R1
R2	NTV20001002.1530.0917-R2
R3	NTV20001002.1530.0917-R3
R4	NTV20001002.1530.0917-R4
R6	NTV20001002.1530.0917-R5
RM1	NTV20001002.1530.0917-R1-1
RM2	NTV20001002.1530.0917-R2-1
RM3	NTV20001002.1530.0917-R3-1
RM4	NTV20001002.1530.0917-R4-1
RM6	NTV20001002.1530.0917-R5-1
V3	NTV20001002.1530.0917-EV1
VM3	NTV20001002.1530.0917-EV1-1
Q1	NTV20001002.1530.0917-T1
