CE11	NTV20001023.1530.0243-CE1
CE12	NTV20001023.1530.0243-CE2
CE13	NTV20001023.1530.0243-CE3
CE14	NTV20001023.1530.0243-CE4
CE15	NTV20001023.1530.0243-CE5
CE16	NTV20001023.1530.0243-CE6
CE17	NTV20001023.1530.0243-CE7
CE18	NTV20001023.1530.0243-CE8
CE19	NTV20001023.1530.0243-CE9
CE20	NTV20001023.1530.0243-CE10
CE21	NTV20001023.1530.0243-CE11
CE22	NTV20001023.1530.0243-CE12
CE23	NTV20001023.1530.0243-CE13
CE24	NTV20001023.1530.0243-CE14
CE25	NTV20001023.1530.0243-CE15
CE27	NTV20001023.1530.0243-CE16
CE28	NTV20001023.1530.0243-CE17
CE29	NTV20001023.1530.0243-CE18
CE30	NTV20001023.1530.0243-CE19
CE31	NTV20001023.1530.0243-CE20
CE32	NTV20001023.1530.0243-CE21
CE1	NTV20001023.1530.0243-CE22
CE2	NTV20001023.1530.0243-CE23
CE3	NTV20001023.1530.0243-CE24
CE4	NTV20001023.1530.0243-CE25
CE5	NTV20001023.1530.0243-CE26
CE6	NTV20001023.1530.0243-CE27
CE7	NTV20001023.1530.0243-CE28
CE8	NTV20001023.1530.0243-CE29
CE9	NTV20001023.1530.0243-CE30
CE10	NTV20001023.1530.0243-CE31
E15	NTV20001023.1530.0243-E1
E16	NTV20001023.1530.0243-E2
E17	NTV20001023.1530.0243-E3
E18	NTV20001023.1530.0243-E4
E19	NTV20001023.1530.0243-E5
E21	NTV20001023.1530.0243-E6
E22	NTV20001023.1530.0243-E7
E23	NTV20001023.1530.0243-E8
E25	NTV20001023.1530.0243-E9
E26	NTV20001023.1530.0243-E10
E27	NTV20001023.1530.0243-E11
E28	NTV20001023.1530.0243-E12
E29	NTV20001023.1530.0243-E13
E30	NTV20001023.1530.0243-E14
E31	NTV20001023.1530.0243-E15
E33	NTV20001023.1530.0243-E16
E34	NTV20001023.1530.0243-E17
E35	NTV20001023.1530.0243-E18
E36	NTV20001023.1530.0243-E19
E37	NTV20001023.1530.0243-E20
E38	NTV20001023.1530.0243-E21
E39	NTV20001023.1530.0243-E22
E41	NTV20001023.1530.0243-E23
E42	NTV20001023.1530.0243-E24
