CE13	VAR20001130.1100.1029-CE1
CE14	VAR20001130.1100.1029-CE2
CE15	VAR20001130.1100.1029-CE3
CE16	VAR20001130.1100.1029-CE4
CE17	VAR20001130.1100.1029-CE5
CE18	VAR20001130.1100.1029-CE6
CE1	VAR20001130.1100.1029-CE7
CE2	VAR20001130.1100.1029-CE8
CE3	VAR20001130.1100.1029-CE9
CE4	VAR20001130.1100.1029-CE10
CE5	VAR20001130.1100.1029-CE11
CE7	VAR20001130.1100.1029-CE12
CE8	VAR20001130.1100.1029-CE13
CE9	VAR20001130.1100.1029-CE14
CE10	VAR20001130.1100.1029-CE15
CE11	VAR20001130.1100.1029-CE16
CE12	VAR20001130.1100.1029-CE17
E13	VAR20001130.1100.1029-E1
E14	VAR20001130.1100.1029-E2
E15	VAR20001130.1100.1029-E3
E16	VAR20001130.1100.1029-E4
E17	VAR20001130.1100.1029-E5
E18	VAR20001130.1100.1029-E6
E19	VAR20001130.1100.1029-E7
E1	VAR20001130.1100.1029-E8
E2	VAR20001130.1100.1029-E9
E3	VAR20001130.1100.1029-E10
E4	VAR20001130.1100.1029-E11
E5	VAR20001130.1100.1029-E12
E7	VAR20001130.1100.1029-E13
E8	VAR20001130.1100.1029-E14
E9	VAR20001130.1100.1029-E15
E10	VAR20001130.1100.1029-E16
E11	VAR20001130.1100.1029-E17
E12	VAR20001130.1100.1029-E18
EM1	VAR20001130.1100.1029-E8-1
EM20	VAR20001130.1100.1029-E1-2
EM21	VAR20001130.1100.1029-E1-3
EM22	VAR20001130.1100.1029-E13-4
EM23	VAR20001130.1100.1029-E2-5
EM24	VAR20001130.1100.1029-E3-6
EM25	VAR20001130.1100.1029-E4-7
EM26	VAR20001130.1100.1029-E5-8
EM27	VAR20001130.1100.1029-E13-9
EM28	VAR20001130.1100.1029-E14-10
EM29	VAR20001130.1100.1029-E14-11
EM30	VAR20001130.1100.1029-E7-12
EM31	VAR20001130.1100.1029-E6-13
EM2	VAR20001130.1100.1029-E9-14
EM3	VAR20001130.1100.1029-E10-15
EM4	VAR20001130.1100.1029-E11-16
EM5	VAR20001130.1100.1029-E12-17
EM6	VAR20001130.1100.1029-E12-18
EM11	VAR20001130.1100.1029-E16-19
EM8	VAR20001130.1100.1029-E13-20
EM9	VAR20001130.1100.1029-E14-21
EM10	VAR20001130.1100.1029-E15-22
EM12	VAR20001130.1100.1029-E8-23
EM14	VAR20001130.1100.1029-E16-24
EM17	VAR20001130.1100.1029-E17-25
EM18	VAR20001130.1100.1029-E18-26
EM19	VAR20001130.1100.1029-E18-27
R1	VAR20001130.1100.1029-R1
RM1	VAR20001130.1100.1029-R1-1
V1	VAR20001130.1100.1029-EV1
V2	VAR20001130.1100.1029-EV2
V3	VAR20001130.1100.1029-EV3
V5	VAR20001130.1100.1029-EV4
V6	VAR20001130.1100.1029-EV5
V7	VAR20001130.1100.1029-EV6
V8	VAR20001130.1100.1029-EV7
V9	VAR20001130.1100.1029-EV8
V10	VAR20001130.1100.1029-EV9
VM1	VAR20001130.1100.1029-EV1-1
VM2	VAR20001130.1100.1029-EV2-1
VM3	VAR20001130.1100.1029-EV3-1
VM5	VAR20001130.1100.1029-EV4-1
VM6	VAR20001130.1100.1029-EV5-1
VM7	VAR20001130.1100.1029-EV6-1
VM8	VAR20001130.1100.1029-EV7-1
VM9	VAR20001130.1100.1029-EV8-1
VM10	VAR20001130.1100.1029-EV9-1
Q2	VAR20001130.1100.1029-T1
Q3	VAR20001130.1100.1029-T2
Q4	VAR20001130.1100.1029-T3
Q1	VAR20001130.1100.1029-T4
