CE7	NTV20001213.1530.1474-CE1
CE8	NTV20001213.1530.1474-CE2
CE9	NTV20001213.1530.1474-CE3
CE10	NTV20001213.1530.1474-CE4
CE1	NTV20001213.1530.1474-CE5
CE2	NTV20001213.1530.1474-CE6
CE3	NTV20001213.1530.1474-CE7
CE4	NTV20001213.1530.1474-CE8
CE5	NTV20001213.1530.1474-CE9
CE6	NTV20001213.1530.1474-CE10
E12	NTV20001213.1530.1474-E1
E13	NTV20001213.1530.1474-E2
E14	NTV20001213.1530.1474-E3
E15	NTV20001213.1530.1474-E4
E16	NTV20001213.1530.1474-E5
E17	NTV20001213.1530.1474-E6
E18	NTV20001213.1530.1474-E7
E19	NTV20001213.1530.1474-E8
E20	NTV20001213.1530.1474-E9
E21	NTV20001213.1530.1474-E10
E1	NTV20001213.1530.1474-E11
E2	NTV20001213.1530.1474-E12
E3	NTV20001213.1530.1474-E13
E4	NTV20001213.1530.1474-E14
E5	NTV20001213.1530.1474-E15
E6	NTV20001213.1530.1474-E16
E8	NTV20001213.1530.1474-E17
E9	NTV20001213.1530.1474-E18
E10	NTV20001213.1530.1474-E19
E11	NTV20001213.1530.1474-E20
EM20	NTV20001213.1530.1474-E12-1
EM24	NTV20001213.1530.1474-E12-2
EM18	NTV20001213.1530.1474-E1-3
EM19	NTV20001213.1530.1474-E1-4
EM21	NTV20001213.1530.1474-E1-5
EM23	NTV20001213.1530.1474-E1-6
EM25	NTV20001213.1530.1474-E1-7
EM26	NTV20001213.1530.1474-E1-8
EM27	NTV20001213.1530.1474-E11-9
EM28	NTV20001213.1530.1474-E11-10
EM29	NTV20001213.1530.1474-E11-11
EM30	NTV20001213.1530.1474-E2-12
EM31	NTV20001213.1530.1474-E12-13
EM32	NTV20001213.1530.1474-E20-14
EM33	NTV20001213.1530.1474-E11-15
EM34	NTV20001213.1530.1474-E3-16
EM35	NTV20001213.1530.1474-E11-17
EM36	NTV20001213.1530.1474-E12-18
EM38	NTV20001213.1530.1474-E11-19
EM39	NTV20001213.1530.1474-E4-20
EM40	NTV20001213.1530.1474-E11-21
EM41	NTV20001213.1530.1474-E12-22
EM42	NTV20001213.1530.1474-E5-23
EM43	NTV20001213.1530.1474-E6-24
EM44	NTV20001213.1530.1474-E5-25
EM45	NTV20001213.1530.1474-E11-26
EM37	NTV20001213.1530.1474-E5-27
EM46	NTV20001213.1530.1474-E7-28
EM47	NTV20001213.1530.1474-E7-29
EM48	NTV20001213.1530.1474-E8-30
EM49	NTV20001213.1530.1474-E9-31
EM50	NTV20001213.1530.1474-E10-32
EM1	NTV20001213.1530.1474-E11-33
EM2	NTV20001213.1530.1474-E12-34
EM3	NTV20001213.1530.1474-E11-35
EM4	NTV20001213.1530.1474-E13-36
EM5	NTV20001213.1530.1474-E11-37
EM6	NTV20001213.1530.1474-E12-38
EM7	NTV20001213.1530.1474-E11-39
EM8	NTV20001213.1530.1474-E14-40
EM9	NTV20001213.1530.1474-E15-41
EM10	NTV20001213.1530.1474-E16-42
EM11	NTV20001213.1530.1474-E17-43
EM12	NTV20001213.1530.1474-E11-44
EM13	NTV20001213.1530.1474-E11-45
EM14	NTV20001213.1530.1474-E11-46
EM15	NTV20001213.1530.1474-E18-47
EM16	NTV20001213.1530.1474-E19-48
EM17	NTV20001213.1530.1474-E20-49
R1	NTV20001213.1530.1474-R1
R2	NTV20001213.1530.1474-R2
R3	NTV20001213.1530.1474-R3
R4	NTV20001213.1530.1474-R4
R5	NTV20001213.1530.1474-R5
R6	NTV20001213.1530.1474-R6
R7	NTV20001213.1530.1474-R7
R8	NTV20001213.1530.1474-R8
R9	NTV20001213.1530.1474-R9
RM1	NTV20001213.1530.1474-R1-1
RM2	NTV20001213.1530.1474-R2-1
RM3	NTV20001213.1530.1474-R3-1
RM4	NTV20001213.1530.1474-R4-1
RM5	NTV20001213.1530.1474-R5-1
RM6	NTV20001213.1530.1474-R6-1
RM7	NTV20001213.1530.1474-R7-1
RM8	NTV20001213.1530.1474-R8-1
RM9	NTV20001213.1530.1474-R9-1
V1	NTV20001213.1530.1474-EV1
V2	NTV20001213.1530.1474-EV2
V3	NTV20001213.1530.1474-EV3
VM1	NTV20001213.1530.1474-EV1-1
VM2	NTV20001213.1530.1474-EV2-1
VM3	NTV20001213.1530.1474-EV3-1
Q1	NTV20001213.1530.1474-T1
Q2	NTV20001213.1530.1474-T2
