CE10	VAR20001010.1300.0057-CE1
CE11	VAR20001010.1300.0057-CE2
CE12	VAR20001010.1300.0057-CE3
CE13	VAR20001010.1300.0057-CE4
CE14	VAR20001010.1300.0057-CE5
CE15	VAR20001010.1300.0057-CE6
CE16	VAR20001010.1300.0057-CE7
CE17	VAR20001010.1300.0057-CE8
CE18	VAR20001010.1300.0057-CE9
CE19	VAR20001010.1300.0057-CE10
CE20	VAR20001010.1300.0057-CE11
CE21	VAR20001010.1300.0057-CE12
CE22	VAR20001010.1300.0057-CE13
CE23	VAR20001010.1300.0057-CE14
CE24	VAR20001010.1300.0057-CE15
CE25	VAR20001010.1300.0057-CE16
CE26	VAR20001010.1300.0057-CE17
CE27	VAR20001010.1300.0057-CE18
CE28	VAR20001010.1300.0057-CE19
CE29	VAR20001010.1300.0057-CE20
CE1	VAR20001010.1300.0057-CE21
CE2	VAR20001010.1300.0057-CE22
CE3	VAR20001010.1300.0057-CE23
CE4	VAR20001010.1300.0057-CE24
CE5	VAR20001010.1300.0057-CE25
CE6	VAR20001010.1300.0057-CE26
CE7	VAR20001010.1300.0057-CE27
CE8	VAR20001010.1300.0057-CE28
CE9	VAR20001010.1300.0057-CE29
E15	VAR20001010.1300.0057-E1
E16	VAR20001010.1300.0057-E2
E17	VAR20001010.1300.0057-E3
E18	VAR20001010.1300.0057-E4
E19	VAR20001010.1300.0057-E5
E20	VAR20001010.1300.0057-E6
E21	VAR20001010.1300.0057-E7
E22	VAR20001010.1300.0057-E8
E23	VAR20001010.1300.0057-E9
E24	VAR20001010.1300.0057-E10
E25	VAR20001010.1300.0057-E11
E26	VAR20001010.1300.0057-E12
E27	VAR20001010.1300.0057-E13
E29	VAR20001010.1300.0057-E14
E30	VAR20001010.1300.0057-E15
E31	VAR20001010.1300.0057-E16
E32	VAR20001010.1300.0057-E17
E33	VAR20001010.1300.0057-E18
E34	VAR20001010.1300.0057-E19
E35	VAR20001010.1300.0057-E20
E36	VAR20001010.1300.0057-E21
E37	VAR20001010.1300.0057-E22
E38	VAR20001010.1300.0057-E23
