CE11	APW_ENG_20030610.0554-CE1
CE12	APW_ENG_20030610.0554-CE2
CE13	APW_ENG_20030610.0554-CE3
CE14	APW_ENG_20030610.0554-CE4
CE15	APW_ENG_20030610.0554-CE5
CE16	APW_ENG_20030610.0554-CE6
CE17	APW_ENG_20030610.0554-CE7
CE18	APW_ENG_20030610.0554-CE8
CE19	APW_ENG_20030610.0554-CE9
CE20	APW_ENG_20030610.0554-CE10
CE21	APW_ENG_20030610.0554-CE11
CE22	APW_ENG_20030610.0554-CE12
CE1	APW_ENG_20030610.0554-CE13
CE2	APW_ENG_20030610.0554-CE14
CE3	APW_ENG_20030610.0554-CE15
CE4	APW_ENG_20030610.0554-CE16
CE5	APW_ENG_20030610.0554-CE17
CE6	APW_ENG_20030610.0554-CE18
CE7	APW_ENG_20030610.0554-CE19
CE8	APW_ENG_20030610.0554-CE20
CE9	APW_ENG_20030610.0554-CE21
CE10	APW_ENG_20030610.0554-CE22
E14	APW_ENG_20030610.0554-E1
E16	APW_ENG_20030610.0554-E2
E17	APW_ENG_20030610.0554-E3
E18	APW_ENG_20030610.0554-E4
E19	APW_ENG_20030610.0554-E5
E20	APW_ENG_20030610.0554-E6
E21	APW_ENG_20030610.0554-E7
E22	APW_ENG_20030610.0554-E8
E23	APW_ENG_20030610.0554-E9
E24	APW_ENG_20030610.0554-E10
E25	APW_ENG_20030610.0554-E11
E26	APW_ENG_20030610.0554-E12
E27	APW_ENG_20030610.0554-E13
E28	APW_ENG_20030610.0554-E14
E29	APW_ENG_20030610.0554-E15
E30	APW_ENG_20030610.0554-E16
E32	APW_ENG_20030610.0554-E17
E33	APW_ENG_20030610.0554-E18
E1	APW_ENG_20030610.0554-E19
E2	APW_ENG_20030610.0554-E20
E3	APW_ENG_20030610.0554-E21
E4	APW_ENG_20030610.0554-E22
E5	APW_ENG_20030610.0554-E23
E7	APW_ENG_20030610.0554-E24
E8	APW_ENG_20030610.0554-E25
E9	APW_ENG_20030610.0554-E26
E10	APW_ENG_20030610.0554-E27
E11	APW_ENG_20030610.0554-E28
E12	APW_ENG_20030610.0554-E29
E13	APW_ENG_20030610.0554-E30
EM1	APW_ENG_20030610.0554-E19-1
EM19	APW_ENG_20030610.0554-E1-2
EM20	APW_ENG_20030610.0554-E2-3
EM21	APW_ENG_20030610.0554-E19-4
EM22	APW_ENG_20030610.0554-E3-5
EM23	APW_ENG_20030610.0554-E22-6
EM24	APW_ENG_20030610.0554-E21-7
EM25	APW_ENG_20030610.0554-E4-8
EM26	APW_ENG_20030610.0554-E5-9
EM27	APW_ENG_20030610.0554-E6-10
EM28	APW_ENG_20030610.0554-E22-11
EM29	APW_ENG_20030610.0554-E7-12
EM30	APW_ENG_20030610.0554-E22-13
EM31	APW_ENG_20030610.0554-E22-14
EM32	APW_ENG_20030610.0554-E21-15
EM33	APW_ENG_20030610.0554-E8-16
EM34	APW_ENG_20030610.0554-E22-17
EM36	APW_ENG_20030610.0554-E8-18
EM37	APW_ENG_20030610.0554-E9-19
EM38	APW_ENG_20030610.0554-E21-20
EM39	APW_ENG_20030610.0554-E21-21
EM40	APW_ENG_20030610.0554-E21-22
EM41	APW_ENG_20030610.0554-E21-23
EM42	APW_ENG_20030610.0554-E22-24
EM43	APW_ENG_20030610.0554-E22-25
EM44	APW_ENG_20030610.0554-E22-26
EM45	APW_ENG_20030610.0554-E10-27
EM46	APW_ENG_20030610.0554-E10-28
EM47	APW_ENG_20030610.0554-E11-29
EM48	APW_ENG_20030610.0554-E22-30
EM49	APW_ENG_20030610.0554-E10-31
EM50	APW_ENG_20030610.0554-E12-32
EM51	APW_ENG_20030610.0554-E12-33
EM52	APW_ENG_20030610.0554-E13-34
EM53	APW_ENG_20030610.0554-E14-35
EM54	APW_ENG_20030610.0554-E15-36
EM55	APW_ENG_20030610.0554-E16-37
