CE11	XIN_ENG_20030523.0202-CE1
CE12	XIN_ENG_20030523.0202-CE2
CE13	XIN_ENG_20030523.0202-CE3
CE14	XIN_ENG_20030523.0202-CE4
CE15	XIN_ENG_20030523.0202-CE5
CE1	XIN_ENG_20030523.0202-CE6
CE2	XIN_ENG_20030523.0202-CE7
CE4	XIN_ENG_20030523.0202-CE8
CE5	XIN_ENG_20030523.0202-CE9
CE6	XIN_ENG_20030523.0202-CE10
CE7	XIN_ENG_20030523.0202-CE11
CE8	XIN_ENG_20030523.0202-CE12
CE9	XIN_ENG_20030523.0202-CE13
CE10	XIN_ENG_20030523.0202-CE14
E16	XIN_ENG_20030523.0202-E1
E17	XIN_ENG_20030523.0202-E2
E18	XIN_ENG_20030523.0202-E3
E19	XIN_ENG_20030523.0202-E4
E20	XIN_ENG_20030523.0202-E5
E21	XIN_ENG_20030523.0202-E6
E22	XIN_ENG_20030523.0202-E7
E23	XIN_ENG_20030523.0202-E8
E24	XIN_ENG_20030523.0202-E9
E25	XIN_ENG_20030523.0202-E10
E26	XIN_ENG_20030523.0202-E11
E1	XIN_ENG_20030523.0202-E12
E2	XIN_ENG_20030523.0202-E13
E4	XIN_ENG_20030523.0202-E14
E5	XIN_ENG_20030523.0202-E15
E6	XIN_ENG_20030523.0202-E16
E7	XIN_ENG_20030523.0202-E17
E8	XIN_ENG_20030523.0202-E18
E9	XIN_ENG_20030523.0202-E19
E10	XIN_ENG_20030523.0202-E20
E11	XIN_ENG_20030523.0202-E21
E12	XIN_ENG_20030523.0202-E22
E13	XIN_ENG_20030523.0202-E23
E14	XIN_ENG_20030523.0202-E24
E15	XIN_ENG_20030523.0202-E25
EM1	XIN_ENG_20030523.0202-E12-1
EM18	XIN_ENG_20030523.0202-E1-2
EM19	XIN_ENG_20030523.0202-E25-3
EM20	XIN_ENG_20030523.0202-E18-4
EM21	XIN_ENG_20030523.0202-E14-5
EM22	XIN_ENG_20030523.0202-E2-6
EM23	XIN_ENG_20030523.0202-E3-7
EM24	XIN_ENG_20030523.0202-E2-8
EM25	XIN_ENG_20030523.0202-E4-9
EM26	XIN_ENG_20030523.0202-E14-10
EM27	XIN_ENG_20030523.0202-E14-11
EM28	XIN_ENG_20030523.0202-E5-12
EM30	XIN_ENG_20030523.0202-E14-13
EM31	XIN_ENG_20030523.0202-E6-14
EM32	XIN_ENG_20030523.0202-E7-15
EM33	XIN_ENG_20030523.0202-E6-16
EM35	XIN_ENG_20030523.0202-E25-17
EM36	XIN_ENG_20030523.0202-E8-18
EM38	XIN_ENG_20030523.0202-E2-19
EM37	XIN_ENG_20030523.0202-E24-20
EM39	XIN_ENG_20030523.0202-E9-21
EM40	XIN_ENG_20030523.0202-E10-22
EM41	XIN_ENG_20030523.0202-E14-23
EM42	XIN_ENG_20030523.0202-E14-24
EM43	XIN_ENG_20030523.0202-E14-25
EM44	XIN_ENG_20030523.0202-E11-26
EM45	XIN_ENG_20030523.0202-E12-27
EM29	XIN_ENG_20030523.0202-E2-28
EM34	XIN_ENG_20030523.0202-E2-29
EM2	XIN_ENG_20030523.0202-E13-30
EM4	XIN_ENG_20030523.0202-E14-31
EM5	XIN_ENG_20030523.0202-E15-32
EM6	XIN_ENG_20030523.0202-E14-33
EM7	XIN_ENG_20030523.0202-E16-34
EM8	XIN_ENG_20030523.0202-E17-35
EM9	XIN_ENG_20030523.0202-E18-36
EM10	XIN_ENG_20030523.0202-E19-37
EM11	XIN_ENG_20030523.0202-E14-38
EM12	XIN_ENG_20030523.0202-E20-39
EM13	XIN_ENG_20030523.0202-E21-40
EM14	XIN_ENG_20030523.0202-E22-41
EM15	XIN_ENG_20030523.0202-E23-42
EM16	XIN_ENG_20030523.0202-E24-43
EM17	XIN_ENG_20030523.0202-E25-44
R5	XIN_ENG_20030523.0202-R1
R2	XIN_ENG_20030523.0202-R2
R3	XIN_ENG_20030523.0202-R3
R4	XIN_ENG_20030523.0202-R4
R5	XIN_ENG_20030523.0202-R5
R6	XIN_ENG_20030523.0202-R6
R7	XIN_ENG_20030523.0202-R7
R8	XIN_ENG_20030523.0202-R8
R9	XIN_ENG_20030523.0202-R9
RM2	XIN_ENG_20030523.0202-R2-1
RM3	XIN_ENG_20030523.0202-R3-1
RM4	XIN_ENG_20030523.0202-R4-1
RM5	XIN_ENG_20030523.0202-R5-1
RM6	XIN_ENG_20030523.0202-R6-1
RM7	XIN_ENG_20030523.0202-R1-1
RM8	XIN_ENG_20030523.0202-R7-1
RM9	XIN_ENG_20030523.0202-R8-1
RM10	XIN_ENG_20030523.0202-R9-1
