CE9	AFP_ENG_20030415.0734-CE1
CE10	AFP_ENG_20030415.0734-CE2
CE11	AFP_ENG_20030415.0734-CE3
CE12	AFP_ENG_20030415.0734-CE4
CE13	AFP_ENG_20030415.0734-CE5
CE14	AFP_ENG_20030415.0734-CE6
CE15	AFP_ENG_20030415.0734-CE7
CE16	AFP_ENG_20030415.0734-CE8
CE1	AFP_ENG_20030415.0734-CE9
CE2	AFP_ENG_20030415.0734-CE10
CE3	AFP_ENG_20030415.0734-CE11
CE4	AFP_ENG_20030415.0734-CE12
CE5	AFP_ENG_20030415.0734-CE13
CE7	AFP_ENG_20030415.0734-CE14
CE8	AFP_ENG_20030415.0734-CE15
E14	AFP_ENG_20030415.0734-E1
E15	AFP_ENG_20030415.0734-E2
E16	AFP_ENG_20030415.0734-E3
E17	AFP_ENG_20030415.0734-E4
E18	AFP_ENG_20030415.0734-E5
E19	AFP_ENG_20030415.0734-E6
E20	AFP_ENG_20030415.0734-E7
E21	AFP_ENG_20030415.0734-E8
E22	AFP_ENG_20030415.0734-E9
E1	AFP_ENG_20030415.0734-E10
E2	AFP_ENG_20030415.0734-E11
E3	AFP_ENG_20030415.0734-E12
E4	AFP_ENG_20030415.0734-E13
E5	AFP_ENG_20030415.0734-E14
E6	AFP_ENG_20030415.0734-E15
E7	AFP_ENG_20030415.0734-E16
E8	AFP_ENG_20030415.0734-E17
E9	AFP_ENG_20030415.0734-E18
E12	AFP_ENG_20030415.0734-E19
E13	AFP_ENG_20030415.0734-E20
EM1	AFP_ENG_20030415.0734-E10-1
EM20	AFP_ENG_20030415.0734-E12-2
EM21	AFP_ENG_20030415.0734-E14-3
EM22	AFP_ENG_20030415.0734-E2-4
EM23	AFP_ENG_20030415.0734-E12-5
EM24	AFP_ENG_20030415.0734-E3-6
EM25	AFP_ENG_20030415.0734-E14-7
EM26	AFP_ENG_20030415.0734-E4-8
EM27	AFP_ENG_20030415.0734-E5-9
EM28	AFP_ENG_20030415.0734-E12-10
EM29	AFP_ENG_20030415.0734-E6-11
EM30	AFP_ENG_20030415.0734-E7-12
EM31	AFP_ENG_20030415.0734-E12-13
EM32	AFP_ENG_20030415.0734-E12-14
EM33	AFP_ENG_20030415.0734-E12-15
EM34	AFP_ENG_20030415.0734-E8-16
EM35	AFP_ENG_20030415.0734-E9-17
EM2	AFP_ENG_20030415.0734-E11-18
EM3	AFP_ENG_20030415.0734-E12-19
EM4	AFP_ENG_20030415.0734-E13-20
EM5	AFP_ENG_20030415.0734-E15-21
EM6	AFP_ENG_20030415.0734-E12-22
EM7	AFP_ENG_20030415.0734-E16-23
EM8	AFP_ENG_20030415.0734-E17-24
EM9	AFP_ENG_20030415.0734-E16-25
EM10	AFP_ENG_20030415.0734-E18-26
EM11	AFP_ENG_20030415.0734-E12-27
EM12	AFP_ENG_20030415.0734-E12-28
EM13	AFP_ENG_20030415.0734-E16-29
EM15	AFP_ENG_20030415.0734-E19-30
EM16	AFP_ENG_20030415.0734-E10-31
EM17	AFP_ENG_20030415.0734-E20-32
EM18	AFP_ENG_20030415.0734-E16-33
EM19	AFP_ENG_20030415.0734-E1-34
R1	AFP_ENG_20030415.0734-R1
R2	AFP_ENG_20030415.0734-R2
R3	AFP_ENG_20030415.0734-R3
R4	AFP_ENG_20030415.0734-R4
R5	AFP_ENG_20030415.0734-R5
R6	AFP_ENG_20030415.0734-R6
R7	AFP_ENG_20030415.0734-R7
R8	AFP_ENG_20030415.0734-R8
RM1	AFP_ENG_20030415.0734-R1-1
RM2	AFP_ENG_20030415.0734-R2-1
RM3	AFP_ENG_20030415.0734-R3-1
RM4	AFP_ENG_20030415.0734-R4-1
RM5	AFP_ENG_20030415.0734-R5-1
RM6	AFP_ENG_20030415.0734-R6-1
RM7	AFP_ENG_20030415.0734-R7-1
RM8	AFP_ENG_20030415.0734-R8-1
V1	AFP_ENG_20030415.0734-EV1
V2	AFP_ENG_20030415.0734-EV2
V3	AFP_ENG_20030415.0734-EV3
V4	AFP_ENG_20030415.0734-EV4
V5	AFP_ENG_20030415.0734-EV5
V6	AFP_ENG_20030415.0734-EV6
V8	AFP_ENG_20030415.0734-EV7
VM1	AFP_ENG_20030415.0734-EV1-1
VM2	AFP_ENG_20030415.0734-EV2-1
VM3	AFP_ENG_20030415.0734-EV1-2
VM4	AFP_ENG_20030415.0734-EV3-1
VM5	AFP_ENG_20030415.0734-EV1-3
VM6	AFP_ENG_20030415.0734-EV4-1
VM7	AFP_ENG_20030415.0734-EV2-2
VM8	AFP_ENG_20030415.0734-EV5-1
VM9	AFP_ENG_20030415.0734-EV6-1
VM11	AFP_ENG_20030415.0734-EV7-1
Q1	AFP_ENG_20030415.0734-T1
Q2	AFP_ENG_20030415.0734-T2
Q3	AFP_ENG_20030415.0734-T3
Q4	AFP_ENG_20030415.0734-V1
Q5	AFP_ENG_20030415.0734-V2
Q6	AFP_ENG_20030415.0734-T4
Q7	AFP_ENG_20030415.0734-T5
Q8	AFP_ENG_20030415.0734-T6
Q9	AFP_ENG_20030415.0734-V3
Q10	AFP_ENG_20030415.0734-T7
Q11	AFP_ENG_20030415.0734-T8
Q12	AFP_ENG_20030415.0734-T9
QM4	AFP_ENG_20030415.0734-V1-1
QM5	AFP_ENG_20030415.0734-V2-1
QM9	AFP_ENG_20030415.0734-V3-1
