CE11	XIN_ENG_20030408.0341-CE1
CE12	XIN_ENG_20030408.0341-CE2
CE13	XIN_ENG_20030408.0341-CE3
CE14	XIN_ENG_20030408.0341-CE4
CE15	XIN_ENG_20030408.0341-CE5
CE16	XIN_ENG_20030408.0341-CE6
CE17	XIN_ENG_20030408.0341-CE7
CE18	XIN_ENG_20030408.0341-CE8
CE19	XIN_ENG_20030408.0341-CE9
CE21	XIN_ENG_20030408.0341-CE10
CE22	XIN_ENG_20030408.0341-CE11
CE23	XIN_ENG_20030408.0341-CE12
CE24	XIN_ENG_20030408.0341-CE13
CE25	XIN_ENG_20030408.0341-CE14
CE1	XIN_ENG_20030408.0341-CE15
CE27	XIN_ENG_20030408.0341-CE16
CE28	XIN_ENG_20030408.0341-CE17
CE29	XIN_ENG_20030408.0341-CE18
CE31	XIN_ENG_20030408.0341-CE19
CE32	XIN_ENG_20030408.0341-CE20
CE33	XIN_ENG_20030408.0341-CE21
CE34	XIN_ENG_20030408.0341-CE22
CE35	XIN_ENG_20030408.0341-CE23
CE36	XIN_ENG_20030408.0341-CE24
CE37	XIN_ENG_20030408.0341-CE25
CE38	XIN_ENG_20030408.0341-CE26
CE39	XIN_ENG_20030408.0341-CE27
CE40	XIN_ENG_20030408.0341-CE28
CE41	XIN_ENG_20030408.0341-CE29
CE42	XIN_ENG_20030408.0341-CE30
CE43	XIN_ENG_20030408.0341-CE31
CE2	XIN_ENG_20030408.0341-CE32
CE3	XIN_ENG_20030408.0341-CE33
CE4	XIN_ENG_20030408.0341-CE34
CE6	XIN_ENG_20030408.0341-CE35
CE7	XIN_ENG_20030408.0341-CE36
CE8	XIN_ENG_20030408.0341-CE37
CE9	XIN_ENG_20030408.0341-CE38
CE10	XIN_ENG_20030408.0341-CE39
E18	XIN_ENG_20030408.0341-E1
E19	XIN_ENG_20030408.0341-E2
E21	XIN_ENG_20030408.0341-E3
E22	XIN_ENG_20030408.0341-E4
E23	XIN_ENG_20030408.0341-E5
E24	XIN_ENG_20030408.0341-E6
E25	XIN_ENG_20030408.0341-E7
E26	XIN_ENG_20030408.0341-E8
E27	XIN_ENG_20030408.0341-E9
E28	XIN_ENG_20030408.0341-E10
E29	XIN_ENG_20030408.0341-E11
E30	XIN_ENG_20030408.0341-E12
E31	XIN_ENG_20030408.0341-E13
E32	XIN_ENG_20030408.0341-E14
E33	XIN_ENG_20030408.0341-E15
E34	XIN_ENG_20030408.0341-E16
E37	XIN_ENG_20030408.0341-E17
E38	XIN_ENG_20030408.0341-E18
E1	XIN_ENG_20030408.0341-E19
E39	XIN_ENG_20030408.0341-E20
E40	XIN_ENG_20030408.0341-E21
E41	XIN_ENG_20030408.0341-E22
E42	XIN_ENG_20030408.0341-E23
E43	XIN_ENG_20030408.0341-E24
E44	XIN_ENG_20030408.0341-E25
E46	XIN_ENG_20030408.0341-E26
E47	XIN_ENG_20030408.0341-E27
E48	XIN_ENG_20030408.0341-E28
E49	XIN_ENG_20030408.0341-E29
E50	XIN_ENG_20030408.0341-E30
E51	XIN_ENG_20030408.0341-E31
E52	XIN_ENG_20030408.0341-E32
E54	XIN_ENG_20030408.0341-E33
E55	XIN_ENG_20030408.0341-E34
E56	XIN_ENG_20030408.0341-E35
E57	XIN_ENG_20030408.0341-E36
E58	XIN_ENG_20030408.0341-E37
E59	XIN_ENG_20030408.0341-E38
E60	XIN_ENG_20030408.0341-E39
E61	XIN_ENG_20030408.0341-E40
E62	XIN_ENG_20030408.0341-E41
E63	XIN_ENG_20030408.0341-E42
E64	XIN_ENG_20030408.0341-E43
E65	XIN_ENG_20030408.0341-E44
E66	XIN_ENG_20030408.0341-E45
E67	XIN_ENG_20030408.0341-E46
E68	XIN_ENG_20030408.0341-E47
E2	XIN_ENG_20030408.0341-E48
E69	XIN_ENG_20030408.0341-E49
E70	XIN_ENG_20030408.0341-E50
E71	XIN_ENG_20030408.0341-E51
E72	XIN_ENG_20030408.0341-E52
E73	XIN_ENG_20030408.0341-E53
E3	XIN_ENG_20030408.0341-E54
E4	XIN_ENG_20030408.0341-E55
E5	XIN_ENG_20030408.0341-E56
E8	XIN_ENG_20030408.0341-E57
E9	XIN_ENG_20030408.0341-E58
E10	XIN_ENG_20030408.0341-E59
E11	XIN_ENG_20030408.0341-E60
E12	XIN_ENG_20030408.0341-E61
E13	XIN_ENG_20030408.0341-E62
E14	XIN_ENG_20030408.0341-E63
E15	XIN_ENG_20030408.0341-E64
E16	XIN_ENG_20030408.0341-E65
E17	XIN_ENG_20030408.0341-E66
EM1	XIN_ENG_20030408.0341-E19-1
EM17	XIN_ENG_20030408.0341-E2-2
EM18	XIN_ENG_20030408.0341-E3-3
EM19	XIN_ENG_20030408.0341-E4-4
EM20	XIN_ENG_20030408.0341-E5-5
EM21	XIN_ENG_20030408.0341-E6-6
EM22	XIN_ENG_20030408.0341-E5-7
EM23	XIN_ENG_20030408.0341-E55-8
EM24	XIN_ENG_20030408.0341-E58-9
EM25	XIN_ENG_20030408.0341-E63-10
EM26	XIN_ENG_20030408.0341-E65-11
EM27	XIN_ENG_20030408.0341-E7-12
EM28	XIN_ENG_20030408.0341-E8-13
EM29	XIN_ENG_20030408.0341-E55-14
EM30	XIN_ENG_20030408.0341-E58-15
EM31	XIN_ENG_20030408.0341-E63-16
EM32	XIN_ENG_20030408.0341-E65-17
EM33	XIN_ENG_20030408.0341-E58-18
EM34	XIN_ENG_20030408.0341-E55-19
EM35	XIN_ENG_20030408.0341-E9-20
EM36	XIN_ENG_20030408.0341-E10-21
EM37	XIN_ENG_20030408.0341-E55-22
EM38	XIN_ENG_20030408.0341-E55-23
