CE12	APW_ENG_20030403.0862-CE1
CE13	APW_ENG_20030403.0862-CE2
CE14	APW_ENG_20030403.0862-CE3
CE15	APW_ENG_20030403.0862-CE4
CE16	APW_ENG_20030403.0862-CE5
CE17	APW_ENG_20030403.0862-CE6
CE18	APW_ENG_20030403.0862-CE7
CE46	APW_ENG_20030403.0862-CE8
CE19	APW_ENG_20030403.0862-CE9
CE21	APW_ENG_20030403.0862-CE10
CE22	APW_ENG_20030403.0862-CE11
CE23	APW_ENG_20030403.0862-CE12
CE24	APW_ENG_20030403.0862-CE13
CE25	APW_ENG_20030403.0862-CE14
CE26	APW_ENG_20030403.0862-CE15
CE27	APW_ENG_20030403.0862-CE16
CE28	APW_ENG_20030403.0862-CE17
CE29	APW_ENG_20030403.0862-CE18
CE30	APW_ENG_20030403.0862-CE19
CE31	APW_ENG_20030403.0862-CE20
CE32	APW_ENG_20030403.0862-CE21
CE34	APW_ENG_20030403.0862-CE22
CE35	APW_ENG_20030403.0862-CE23
CE36	APW_ENG_20030403.0862-CE24
CE37	APW_ENG_20030403.0862-CE25
CE38	APW_ENG_20030403.0862-CE26
CE39	APW_ENG_20030403.0862-CE27
CE40	APW_ENG_20030403.0862-CE28
CE1	APW_ENG_20030403.0862-CE29
CE41	APW_ENG_20030403.0862-CE30
CE47	APW_ENG_20030403.0862-CE31
CE43	APW_ENG_20030403.0862-CE32
CE45	APW_ENG_20030403.0862-CE33
CE48	APW_ENG_20030403.0862-CE34
CE49	APW_ENG_20030403.0862-CE35
CE50	APW_ENG_20030403.0862-CE36
CE51	APW_ENG_20030403.0862-CE37
CE52	APW_ENG_20030403.0862-CE38
CE53	APW_ENG_20030403.0862-CE39
CE54	APW_ENG_20030403.0862-CE40
CE55	APW_ENG_20030403.0862-CE41
CE56	APW_ENG_20030403.0862-CE42
CE58	APW_ENG_20030403.0862-CE43
CE59	APW_ENG_20030403.0862-CE44
CE66	APW_ENG_20030403.0862-CE45
CE61	APW_ENG_20030403.0862-CE46
CE62	APW_ENG_20030403.0862-CE47
CE63	APW_ENG_20030403.0862-CE48
CE64	APW_ENG_20030403.0862-CE49
CE65	APW_ENG_20030403.0862-CE50
CE67	APW_ENG_20030403.0862-CE51
CE68	APW_ENG_20030403.0862-CE52
CE69	APW_ENG_20030403.0862-CE53
CE70	APW_ENG_20030403.0862-CE54
CE71	APW_ENG_20030403.0862-CE55
CE72	APW_ENG_20030403.0862-CE56
CE73	APW_ENG_20030403.0862-CE57
CE74	APW_ENG_20030403.0862-CE58
CE75	APW_ENG_20030403.0862-CE59
CE76	APW_ENG_20030403.0862-CE60
CE77	APW_ENG_20030403.0862-CE61
CE78	APW_ENG_20030403.0862-CE62
CE79	APW_ENG_20030403.0862-CE63
CE80	APW_ENG_20030403.0862-CE64
CE81	APW_ENG_20030403.0862-CE65
CE82	APW_ENG_20030403.0862-CE66
CE83	APW_ENG_20030403.0862-CE67
CE84	APW_ENG_20030403.0862-CE68
CE2	APW_ENG_20030403.0862-CE69
CE86	APW_ENG_20030403.0862-CE70
CE87	APW_ENG_20030403.0862-CE71
CE88	APW_ENG_20030403.0862-CE72
CE89	APW_ENG_20030403.0862-CE73
CE90	APW_ENG_20030403.0862-CE74
CE91	APW_ENG_20030403.0862-CE75
CE92	APW_ENG_20030403.0862-CE76
CE93	APW_ENG_20030403.0862-CE77
CE94	APW_ENG_20030403.0862-CE78
CE124	APW_ENG_20030403.0862-CE79
CE95	APW_ENG_20030403.0862-CE80
CE97	APW_ENG_20030403.0862-CE81
CE99	APW_ENG_20030403.0862-CE82
CE100	APW_ENG_20030403.0862-CE83
CE101	APW_ENG_20030403.0862-CE84
CE102	APW_ENG_20030403.0862-CE85
CE103	APW_ENG_20030403.0862-CE86
CE104	APW_ENG_20030403.0862-CE87
CE105	APW_ENG_20030403.0862-CE88
CE106	APW_ENG_20030403.0862-CE89
CE125	APW_ENG_20030403.0862-CE90
CE109	APW_ENG_20030403.0862-CE91
CE110	APW_ENG_20030403.0862-CE92
CE111	APW_ENG_20030403.0862-CE93
CE112	APW_ENG_20030403.0862-CE94
CE113	APW_ENG_20030403.0862-CE95
CE114	APW_ENG_20030403.0862-CE96
CE115	APW_ENG_20030403.0862-CE97
CE116	APW_ENG_20030403.0862-CE98
CE117	APW_ENG_20030403.0862-CE99
CE118	APW_ENG_20030403.0862-CE100
CE119	APW_ENG_20030403.0862-CE101
CE120	APW_ENG_20030403.0862-CE102
CE126	APW_ENG_20030403.0862-CE103
CE121	APW_ENG_20030403.0862-CE104
CE3	APW_ENG_20030403.0862-CE105
CE122	APW_ENG_20030403.0862-CE106
CE127	APW_ENG_20030403.0862-CE107
CE128	APW_ENG_20030403.0862-CE108
CE129	APW_ENG_20030403.0862-CE109
