CE10	XIN_ENG_20030327.0202-CE1
CE11	XIN_ENG_20030327.0202-CE2
CE12	XIN_ENG_20030327.0202-CE3
CE13	XIN_ENG_20030327.0202-CE4
CE14	XIN_ENG_20030327.0202-CE5
CE15	XIN_ENG_20030327.0202-CE6
CE16	XIN_ENG_20030327.0202-CE7
CE17	XIN_ENG_20030327.0202-CE8
CE18	XIN_ENG_20030327.0202-CE9
CE19	XIN_ENG_20030327.0202-CE10
CE20	XIN_ENG_20030327.0202-CE11
CE21	XIN_ENG_20030327.0202-CE12
CE22	XIN_ENG_20030327.0202-CE13
CE23	XIN_ENG_20030327.0202-CE14
CE24	XIN_ENG_20030327.0202-CE15
CE1	XIN_ENG_20030327.0202-CE16
CE2	XIN_ENG_20030327.0202-CE17
CE3	XIN_ENG_20030327.0202-CE18
CE4	XIN_ENG_20030327.0202-CE19
CE5	XIN_ENG_20030327.0202-CE20
CE6	XIN_ENG_20030327.0202-CE21
CE7	XIN_ENG_20030327.0202-CE22
CE8	XIN_ENG_20030327.0202-CE23
CE9	XIN_ENG_20030327.0202-CE24
E13	XIN_ENG_20030327.0202-E1
E14	XIN_ENG_20030327.0202-E2
E15	XIN_ENG_20030327.0202-E3
E16	XIN_ENG_20030327.0202-E4
E17	XIN_ENG_20030327.0202-E5
E18	XIN_ENG_20030327.0202-E6
E19	XIN_ENG_20030327.0202-E7
E20	XIN_ENG_20030327.0202-E8
E21	XIN_ENG_20030327.0202-E9
E22	XIN_ENG_20030327.0202-E10
E23	XIN_ENG_20030327.0202-E11
E24	XIN_ENG_20030327.0202-E12
E25	XIN_ENG_20030327.0202-E13
E27	XIN_ENG_20030327.0202-E14
E28	XIN_ENG_20030327.0202-E15
E29	XIN_ENG_20030327.0202-E16
E30	XIN_ENG_20030327.0202-E17
E31	XIN_ENG_20030327.0202-E18
E33	XIN_ENG_20030327.0202-E19
E34	XIN_ENG_20030327.0202-E20
E35	XIN_ENG_20030327.0202-E21
E36	XIN_ENG_20030327.0202-E22
E1	XIN_ENG_20030327.0202-E23
E2	XIN_ENG_20030327.0202-E24
E3	XIN_ENG_20030327.0202-E25
E4	XIN_ENG_20030327.0202-E26
E5	XIN_ENG_20030327.0202-E27
E6	XIN_ENG_20030327.0202-E28
E7	XIN_ENG_20030327.0202-E29
E8	XIN_ENG_20030327.0202-E30
E9	XIN_ENG_20030327.0202-E31
E10	XIN_ENG_20030327.0202-E32
E11	XIN_ENG_20030327.0202-E33
E12	XIN_ENG_20030327.0202-E34
EM1	XIN_ENG_20030327.0202-E23-1
EM19	XIN_ENG_20030327.0202-E1-2
EM20	XIN_ENG_20030327.0202-E1-3
EM21	XIN_ENG_20030327.0202-E2-4
EM22	XIN_ENG_20030327.0202-E3-5
EM23	XIN_ENG_20030327.0202-E4-6
EM24	XIN_ENG_20030327.0202-E5-7
EM25	XIN_ENG_20030327.0202-E5-8
EM26	XIN_ENG_20030327.0202-E6-9
EM27	XIN_ENG_20030327.0202-E7-10
EM28	XIN_ENG_20030327.0202-E8-11
EM29	XIN_ENG_20030327.0202-E9-12
EM30	XIN_ENG_20030327.0202-E9-13
EM31	XIN_ENG_20030327.0202-E10-14
EM32	XIN_ENG_20030327.0202-E11-15
EM33	XIN_ENG_20030327.0202-E12-16
EM34	XIN_ENG_20030327.0202-E13-17
EM35	XIN_ENG_20030327.0202-E14-18
EM36	XIN_ENG_20030327.0202-E15-19
EM37	XIN_ENG_20030327.0202-E16-20
EM38	XIN_ENG_20030327.0202-E17-21
EM39	XIN_ENG_20030327.0202-E18-22
EM40	XIN_ENG_20030327.0202-E31-23
EM41	XIN_ENG_20030327.0202-E31-24
EM42	XIN_ENG_20030327.0202-E34-25
EM43	XIN_ENG_20030327.0202-E13-26
EM44	XIN_ENG_20030327.0202-E19-27
EM45	XIN_ENG_20030327.0202-E24-28
EM46	XIN_ENG_20030327.0202-E20-29
EM47	XIN_ENG_20030327.0202-E21-30
EM48	XIN_ENG_20030327.0202-E24-31
EM49	XIN_ENG_20030327.0202-E22-32
EM50	XIN_ENG_20030327.0202-E24-33
EM2	XIN_ENG_20030327.0202-E24-34
EM3	XIN_ENG_20030327.0202-E24-35
EM4	XIN_ENG_20030327.0202-E25-36
EM5	XIN_ENG_20030327.0202-E23-37
EM6	XIN_ENG_20030327.0202-E25-38
EM7	XIN_ENG_20030327.0202-E24-39
EM8	XIN_ENG_20030327.0202-E25-40
EM9	XIN_ENG_20030327.0202-E26-41
EM10	XIN_ENG_20030327.0202-E27-42
EM11	XIN_ENG_20030327.0202-E28-43
EM12	XIN_ENG_20030327.0202-E29-44
EM13	XIN_ENG_20030327.0202-E30-45
EM14	XIN_ENG_20030327.0202-E31-46
EM15	XIN_ENG_20030327.0202-E31-47
EM16	XIN_ENG_20030327.0202-E32-48
EM17	XIN_ENG_20030327.0202-E33-49
EM18	XIN_ENG_20030327.0202-E34-50
R1	XIN_ENG_20030327.0202-R1
R2	XIN_ENG_20030327.0202-R2
R3	XIN_ENG_20030327.0202-R3
R4	XIN_ENG_20030327.0202-R4
R5	XIN_ENG_20030327.0202-R5
R6	XIN_ENG_20030327.0202-R6
R7	XIN_ENG_20030327.0202-R7
R8	XIN_ENG_20030327.0202-R8
R9	XIN_ENG_20030327.0202-R9
R10	XIN_ENG_20030327.0202-R10
R11	XIN_ENG_20030327.0202-R11
R12	XIN_ENG_20030327.0202-R12
R13	XIN_ENG_20030327.0202-R13
R14	XIN_ENG_20030327.0202-R14
R15	XIN_ENG_20030327.0202-R15
RM1	XIN_ENG_20030327.0202-R1-1
RM2	XIN_ENG_20030327.0202-R2-1
RM3	XIN_ENG_20030327.0202-R3-1
RM4	XIN_ENG_20030327.0202-R4-1
RM5	XIN_ENG_20030327.0202-R5-1
RM7	XIN_ENG_20030327.0202-R6-1
RM8	XIN_ENG_20030327.0202-R7-1
RM9	XIN_ENG_20030327.0202-R8-1
RM10	XIN_ENG_20030327.0202-R9-1
RM11	XIN_ENG_20030327.0202-R10-1
RM12	XIN_ENG_20030327.0202-R11-1
RM13	XIN_ENG_20030327.0202-R12-1
RM14	XIN_ENG_20030327.0202-R13-1
RM15	XIN_ENG_20030327.0202-R14-1
RM16	XIN_ENG_20030327.0202-R15-1
