CE11	NYT_ENG_20030630.0075-CE1
CE12	NYT_ENG_20030630.0075-CE2
CE13	NYT_ENG_20030630.0075-CE3
CE14	NYT_ENG_20030630.0075-CE4
CE15	NYT_ENG_20030630.0075-CE5
CE16	NYT_ENG_20030630.0075-CE6
CE17	NYT_ENG_20030630.0075-CE7
CE18	NYT_ENG_20030630.0075-CE8
CE19	NYT_ENG_20030630.0075-CE9
CE20	NYT_ENG_20030630.0075-CE10
CE21	NYT_ENG_20030630.0075-CE11
CE22	NYT_ENG_20030630.0075-CE12
CE23	NYT_ENG_20030630.0075-CE13
CE24	NYT_ENG_20030630.0075-CE14
CE25	NYT_ENG_20030630.0075-CE15
CE26	NYT_ENG_20030630.0075-CE16
CE27	NYT_ENG_20030630.0075-CE17
CE28	NYT_ENG_20030630.0075-CE18
CE29	NYT_ENG_20030630.0075-CE19
CE30	NYT_ENG_20030630.0075-CE20
CE31	NYT_ENG_20030630.0075-CE21
CE1	NYT_ENG_20030630.0075-CE22
CE32	NYT_ENG_20030630.0075-CE23
CE33	NYT_ENG_20030630.0075-CE24
CE34	NYT_ENG_20030630.0075-CE25
CE35	NYT_ENG_20030630.0075-CE26
CE36	NYT_ENG_20030630.0075-CE27
CE37	NYT_ENG_20030630.0075-CE28
CE38	NYT_ENG_20030630.0075-CE29
CE39	NYT_ENG_20030630.0075-CE30
CE40	NYT_ENG_20030630.0075-CE31
CE41	NYT_ENG_20030630.0075-CE32
CE42	NYT_ENG_20030630.0075-CE33
CE43	NYT_ENG_20030630.0075-CE34
CE2	NYT_ENG_20030630.0075-CE35
CE3	NYT_ENG_20030630.0075-CE36
CE4	NYT_ENG_20030630.0075-CE37
CE5	NYT_ENG_20030630.0075-CE38
CE6	NYT_ENG_20030630.0075-CE39
CE7	NYT_ENG_20030630.0075-CE40
CE8	NYT_ENG_20030630.0075-CE41
CE9	NYT_ENG_20030630.0075-CE42
CE10	NYT_ENG_20030630.0075-CE43
E14	NYT_ENG_20030630.0075-E1
E15	NYT_ENG_20030630.0075-E2
E16	NYT_ENG_20030630.0075-E3
E17	NYT_ENG_20030630.0075-E4
E18	NYT_ENG_20030630.0075-E5
E19	NYT_ENG_20030630.0075-E6
E20	NYT_ENG_20030630.0075-E7
E21	NYT_ENG_20030630.0075-E8
E22	NYT_ENG_20030630.0075-E9
E23	NYT_ENG_20030630.0075-E10
E24	NYT_ENG_20030630.0075-E11
E25	NYT_ENG_20030630.0075-E12
E26	NYT_ENG_20030630.0075-E13
E27	NYT_ENG_20030630.0075-E14
E28	NYT_ENG_20030630.0075-E15
E29	NYT_ENG_20030630.0075-E16
E30	NYT_ENG_20030630.0075-E17
E31	NYT_ENG_20030630.0075-E18
E32	NYT_ENG_20030630.0075-E19
E33	NYT_ENG_20030630.0075-E20
E34	NYT_ENG_20030630.0075-E21
E35	NYT_ENG_20030630.0075-E22
E36	NYT_ENG_20030630.0075-E23
E37	NYT_ENG_20030630.0075-E24
E38	NYT_ENG_20030630.0075-E25
E39	NYT_ENG_20030630.0075-E26
E40	NYT_ENG_20030630.0075-E27
E1	NYT_ENG_20030630.0075-E28
E41	NYT_ENG_20030630.0075-E29
E42	NYT_ENG_20030630.0075-E30
E43	NYT_ENG_20030630.0075-E31
E44	NYT_ENG_20030630.0075-E32
E45	NYT_ENG_20030630.0075-E33
E46	NYT_ENG_20030630.0075-E34
E47	NYT_ENG_20030630.0075-E35
E48	NYT_ENG_20030630.0075-E36
E49	NYT_ENG_20030630.0075-E37
E50	NYT_ENG_20030630.0075-E38
E51	NYT_ENG_20030630.0075-E39
E52	NYT_ENG_20030630.0075-E40
E53	NYT_ENG_20030630.0075-E41
E54	NYT_ENG_20030630.0075-E42
E55	NYT_ENG_20030630.0075-E43
E56	NYT_ENG_20030630.0075-E44
E57	NYT_ENG_20030630.0075-E45
E58	NYT_ENG_20030630.0075-E46
E59	NYT_ENG_20030630.0075-E47
E60	NYT_ENG_20030630.0075-E48
E61	NYT_ENG_20030630.0075-E49
E62	NYT_ENG_20030630.0075-E50
E63	NYT_ENG_20030630.0075-E51
E64	NYT_ENG_20030630.0075-E52
E65	NYT_ENG_20030630.0075-E53
E66	NYT_ENG_20030630.0075-E54
E67	NYT_ENG_20030630.0075-E55
E68	NYT_ENG_20030630.0075-E56
E69	NYT_ENG_20030630.0075-E57
E2	NYT_ENG_20030630.0075-E58
E4	NYT_ENG_20030630.0075-E59
E5	NYT_ENG_20030630.0075-E60
E6	NYT_ENG_20030630.0075-E61
E7	NYT_ENG_20030630.0075-E62
E8	NYT_ENG_20030630.0075-E63
E9	NYT_ENG_20030630.0075-E64
