CE11	APW_ENG_20030415.0742-CE1
CE12	APW_ENG_20030415.0742-CE2
CE13	APW_ENG_20030415.0742-CE3
CE14	APW_ENG_20030415.0742-CE4
CE15	APW_ENG_20030415.0742-CE5
CE16	APW_ENG_20030415.0742-CE6
CE17	APW_ENG_20030415.0742-CE7
CE18	APW_ENG_20030415.0742-CE8
CE19	APW_ENG_20030415.0742-CE9
CE57	APW_ENG_20030415.0742-CE10
CE20	APW_ENG_20030415.0742-CE11
CE22	APW_ENG_20030415.0742-CE12
CE23	APW_ENG_20030415.0742-CE13
CE24	APW_ENG_20030415.0742-CE14
CE25	APW_ENG_20030415.0742-CE15
CE26	APW_ENG_20030415.0742-CE16
CE27	APW_ENG_20030415.0742-CE17
CE28	APW_ENG_20030415.0742-CE18
CE60	APW_ENG_20030415.0742-CE19
CE30	APW_ENG_20030415.0742-CE20
CE31	APW_ENG_20030415.0742-CE21
CE32	APW_ENG_20030415.0742-CE22
CE33	APW_ENG_20030415.0742-CE23
CE34	APW_ENG_20030415.0742-CE24
CE61	APW_ENG_20030415.0742-CE25
CE62	APW_ENG_20030415.0742-CE26
CE37	APW_ENG_20030415.0742-CE27
CE38	APW_ENG_20030415.0742-CE28
CE39	APW_ENG_20030415.0742-CE29
CE40	APW_ENG_20030415.0742-CE30
CE41	APW_ENG_20030415.0742-CE31
CE42	APW_ENG_20030415.0742-CE32
CE63	APW_ENG_20030415.0742-CE33
CE44	APW_ENG_20030415.0742-CE34
CE45	APW_ENG_20030415.0742-CE35
CE46	APW_ENG_20030415.0742-CE36
CE47	APW_ENG_20030415.0742-CE37
CE56	APW_ENG_20030415.0742-CE38
CE48	APW_ENG_20030415.0742-CE39
CE64	APW_ENG_20030415.0742-CE40
CE50	APW_ENG_20030415.0742-CE41
CE51	APW_ENG_20030415.0742-CE42
CE65	APW_ENG_20030415.0742-CE43
CE52	APW_ENG_20030415.0742-CE44
CE53	APW_ENG_20030415.0742-CE45
CE54	APW_ENG_20030415.0742-CE46
CE55	APW_ENG_20030415.0742-CE47
CE66	APW_ENG_20030415.0742-CE48
CE67	APW_ENG_20030415.0742-CE49
CE68	APW_ENG_20030415.0742-CE50
CE69	APW_ENG_20030415.0742-CE51
CE70	APW_ENG_20030415.0742-CE52
CE71	APW_ENG_20030415.0742-CE53
CE72	APW_ENG_20030415.0742-CE54
CE73	APW_ENG_20030415.0742-CE55
CE74	APW_ENG_20030415.0742-CE56
CE76	APW_ENG_20030415.0742-CE57
CE77	APW_ENG_20030415.0742-CE58
CE78	APW_ENG_20030415.0742-CE59
CE79	APW_ENG_20030415.0742-CE60
CE80	APW_ENG_20030415.0742-CE61
CE81	APW_ENG_20030415.0742-CE62
CE82	APW_ENG_20030415.0742-CE63
CE85	APW_ENG_20030415.0742-CE64
CE86	APW_ENG_20030415.0742-CE65
CE87	APW_ENG_20030415.0742-CE66
CE88	APW_ENG_20030415.0742-CE67
CE90	APW_ENG_20030415.0742-CE68
CE91	APW_ENG_20030415.0742-CE69
CE94	APW_ENG_20030415.0742-CE70
CE95	APW_ENG_20030415.0742-CE71
CE97	APW_ENG_20030415.0742-CE72
CE98	APW_ENG_20030415.0742-CE73
CE99	APW_ENG_20030415.0742-CE74
CE100	APW_ENG_20030415.0742-CE75
CE101	APW_ENG_20030415.0742-CE76
CE102	APW_ENG_20030415.0742-CE77
CE103	APW_ENG_20030415.0742-CE78
CE104	APW_ENG_20030415.0742-CE79
CE105	APW_ENG_20030415.0742-CE80
CE106	APW_ENG_20030415.0742-CE81
CE107	APW_ENG_20030415.0742-CE82
CE108	APW_ENG_20030415.0742-CE83
CE109	APW_ENG_20030415.0742-CE84
CE110	APW_ENG_20030415.0742-CE85
CE111	APW_ENG_20030415.0742-CE86
CE112	APW_ENG_20030415.0742-CE87
CE113	APW_ENG_20030415.0742-CE88
CE114	APW_ENG_20030415.0742-CE89
CE115	APW_ENG_20030415.0742-CE90
CE116	APW_ENG_20030415.0742-CE91
CE117	APW_ENG_20030415.0742-CE92
CE118	APW_ENG_20030415.0742-CE93
CE119	APW_ENG_20030415.0742-CE94
CE120	APW_ENG_20030415.0742-CE95
CE121	APW_ENG_20030415.0742-CE96
CE4	APW_ENG_20030415.0742-CE97
CE122	APW_ENG_20030415.0742-CE98
CE123	APW_ENG_20030415.0742-CE99
CE5	APW_ENG_20030415.0742-CE100
CE6	APW_ENG_20030415.0742-CE101
CE7	APW_ENG_20030415.0742-CE102
CE8	APW_ENG_20030415.0742-CE103
CE9	APW_ENG_20030415.0742-CE104
CE10	APW_ENG_20030415.0742-CE105
E17	APW_ENG_20030415.0742-E1
E18	APW_ENG_20030415.0742-E2
E19	APW_ENG_20030415.0742-E3
E20	APW_ENG_20030415.0742-E4
E21	APW_ENG_20030415.0742-E5
E22	APW_ENG_20030415.0742-E6
E23	APW_ENG_20030415.0742-E7
E24	APW_ENG_20030415.0742-E8
E25	APW_ENG_20030415.0742-E9
E26	APW_ENG_20030415.0742-E10
E27	APW_ENG_20030415.0742-E11
E28	APW_ENG_20030415.0742-E12
E29	APW_ENG_20030415.0742-E13
E31	APW_ENG_20030415.0742-E14
E33	APW_ENG_20030415.0742-E15
E34	APW_ENG_20030415.0742-E16
E35	APW_ENG_20030415.0742-E17
E36	APW_ENG_20030415.0742-E18
E37	APW_ENG_20030415.0742-E19
E38	APW_ENG_20030415.0742-E20
E39	APW_ENG_20030415.0742-E21
E41	APW_ENG_20030415.0742-E22
E42	APW_ENG_20030415.0742-E23
E44	APW_ENG_20030415.0742-E24
E90	APW_ENG_20030415.0742-E25
E46	APW_ENG_20030415.0742-E26
E47	APW_ENG_20030415.0742-E27
E48	APW_ENG_20030415.0742-E28
E49	APW_ENG_20030415.0742-E29
E50	APW_ENG_20030415.0742-E30
E51	APW_ENG_20030415.0742-E31
E91	APW_ENG_20030415.0742-E32
E92	APW_ENG_20030415.0742-E33
E93	APW_ENG_20030415.0742-E34
E54	APW_ENG_20030415.0742-E35
E55	APW_ENG_20030415.0742-E36
E94	APW_ENG_20030415.0742-E37
E57	APW_ENG_20030415.0742-E38
E58	APW_ENG_20030415.0742-E39
