CE10	NYT_ENG_20030602.0074-CE1
CE11	NYT_ENG_20030602.0074-CE2
CE12	NYT_ENG_20030602.0074-CE3
CE13	NYT_ENG_20030602.0074-CE4
CE14	NYT_ENG_20030602.0074-CE5
CE15	NYT_ENG_20030602.0074-CE6
CE16	NYT_ENG_20030602.0074-CE7
CE17	NYT_ENG_20030602.0074-CE8
CE18	NYT_ENG_20030602.0074-CE9
CE19	NYT_ENG_20030602.0074-CE10
CE20	NYT_ENG_20030602.0074-CE11
CE21	NYT_ENG_20030602.0074-CE12
CE1	NYT_ENG_20030602.0074-CE13
CE2	NYT_ENG_20030602.0074-CE14
CE4	NYT_ENG_20030602.0074-CE15
CE5	NYT_ENG_20030602.0074-CE16
CE6	NYT_ENG_20030602.0074-CE17
CE7	NYT_ENG_20030602.0074-CE18
E17	NYT_ENG_20030602.0074-E1
E18	NYT_ENG_20030602.0074-E2
E19	NYT_ENG_20030602.0074-E3
E20	NYT_ENG_20030602.0074-E4
E21	NYT_ENG_20030602.0074-E5
E22	NYT_ENG_20030602.0074-E6
E23	NYT_ENG_20030602.0074-E7
E24	NYT_ENG_20030602.0074-E8
E25	NYT_ENG_20030602.0074-E9
E27	NYT_ENG_20030602.0074-E10
E28	NYT_ENG_20030602.0074-E11
E29	NYT_ENG_20030602.0074-E12
E30	NYT_ENG_20030602.0074-E13
E31	NYT_ENG_20030602.0074-E14
E33	NYT_ENG_20030602.0074-E15
E34	NYT_ENG_20030602.0074-E16
E36	NYT_ENG_20030602.0074-E17
E37	NYT_ENG_20030602.0074-E18
E38	NYT_ENG_20030602.0074-E19
E39	NYT_ENG_20030602.0074-E20
E40	NYT_ENG_20030602.0074-E21
E1	NYT_ENG_20030602.0074-E22
E42	NYT_ENG_20030602.0074-E23
E2	NYT_ENG_20030602.0074-E24
E4	NYT_ENG_20030602.0074-E25
E5	NYT_ENG_20030602.0074-E26
E6	NYT_ENG_20030602.0074-E27
E7	NYT_ENG_20030602.0074-E28
E9	NYT_ENG_20030602.0074-E29
E10	NYT_ENG_20030602.0074-E30
E13	NYT_ENG_20030602.0074-E31
E14	NYT_ENG_20030602.0074-E32
EM1	NYT_ENG_20030602.0074-E22-1
EM3	NYT_ENG_20030602.0074-E2-2
EM18	NYT_ENG_20030602.0074-E3-3
EM19	NYT_ENG_20030602.0074-E27-4
EM17	NYT_ENG_20030602.0074-E4-5
EM20	NYT_ENG_20030602.0074-E5-6
EM21	NYT_ENG_20030602.0074-E5-7
EM22	NYT_ENG_20030602.0074-E6-8
EM23	NYT_ENG_20030602.0074-E7-9
EM24	NYT_ENG_20030602.0074-E8-10
EM25	NYT_ENG_20030602.0074-E1-11
EM26	NYT_ENG_20030602.0074-E25-12
EM4	NYT_ENG_20030602.0074-E25-13
EM27	NYT_ENG_20030602.0074-E27-14
EM28	NYT_ENG_20030602.0074-E9-15
EM29	NYT_ENG_20030602.0074-E10-16
EM30	NYT_ENG_20030602.0074-E11-17
EM31	NYT_ENG_20030602.0074-E12-18
EM32	NYT_ENG_20030602.0074-E11-19
EM33	NYT_ENG_20030602.0074-E13-20
EM34	NYT_ENG_20030602.0074-E28-21
EM35	NYT_ENG_20030602.0074-E27-22
EM36	NYT_ENG_20030602.0074-E14-23
EM37	NYT_ENG_20030602.0074-E28-24
EM38	NYT_ENG_20030602.0074-E28-25
EM39	NYT_ENG_20030602.0074-E15-26
EM40	NYT_ENG_20030602.0074-E16-27
EM41	NYT_ENG_20030602.0074-E27-28
EM42	NYT_ENG_20030602.0074-E28-29
EM43	NYT_ENG_20030602.0074-E5-30
EM44	NYT_ENG_20030602.0074-E8-31
EM45	NYT_ENG_20030602.0074-E17-32
EM46	NYT_ENG_20030602.0074-E18-33
EM47	NYT_ENG_20030602.0074-E29-34
