CE12	NYT_ENG_20030630.0079-CE1
CE13	NYT_ENG_20030630.0079-CE2
CE14	NYT_ENG_20030630.0079-CE3
CE15	NYT_ENG_20030630.0079-CE4
CE17	NYT_ENG_20030630.0079-CE5
CE19	NYT_ENG_20030630.0079-CE6
CE20	NYT_ENG_20030630.0079-CE7
CE21	NYT_ENG_20030630.0079-CE8
CE22	NYT_ENG_20030630.0079-CE9
CE23	NYT_ENG_20030630.0079-CE10
CE24	NYT_ENG_20030630.0079-CE11
CE25	NYT_ENG_20030630.0079-CE12
CE26	NYT_ENG_20030630.0079-CE13
CE27	NYT_ENG_20030630.0079-CE14
CE61	NYT_ENG_20030630.0079-CE15
CE29	NYT_ENG_20030630.0079-CE16
CE30	NYT_ENG_20030630.0079-CE17
CE31	NYT_ENG_20030630.0079-CE18
CE32	NYT_ENG_20030630.0079-CE19
CE33	NYT_ENG_20030630.0079-CE20
CE62	NYT_ENG_20030630.0079-CE21
CE36	NYT_ENG_20030630.0079-CE22
CE37	NYT_ENG_20030630.0079-CE23
CE1	NYT_ENG_20030630.0079-CE24
CE63	NYT_ENG_20030630.0079-CE25
CE38	NYT_ENG_20030630.0079-CE26
CE39	NYT_ENG_20030630.0079-CE27
CE40	NYT_ENG_20030630.0079-CE28
CE41	NYT_ENG_20030630.0079-CE29
CE42	NYT_ENG_20030630.0079-CE30
CE44	NYT_ENG_20030630.0079-CE31
CE45	NYT_ENG_20030630.0079-CE32
CE46	NYT_ENG_20030630.0079-CE33
CE64	NYT_ENG_20030630.0079-CE34
CE48	NYT_ENG_20030630.0079-CE35
CE49	NYT_ENG_20030630.0079-CE36
CE50	NYT_ENG_20030630.0079-CE37
CE51	NYT_ENG_20030630.0079-CE38
CE52	NYT_ENG_20030630.0079-CE39
CE53	NYT_ENG_20030630.0079-CE40
CE54	NYT_ENG_20030630.0079-CE41
CE55	NYT_ENG_20030630.0079-CE42
CE65	NYT_ENG_20030630.0079-CE43
CE57	NYT_ENG_20030630.0079-CE44
CE58	NYT_ENG_20030630.0079-CE45
CE59	NYT_ENG_20030630.0079-CE46
CE60	NYT_ENG_20030630.0079-CE47
CE66	NYT_ENG_20030630.0079-CE48
CE67	NYT_ENG_20030630.0079-CE49
CE68	NYT_ENG_20030630.0079-CE50
CE2	NYT_ENG_20030630.0079-CE51
CE69	NYT_ENG_20030630.0079-CE52
CE70	NYT_ENG_20030630.0079-CE53
CE71	NYT_ENG_20030630.0079-CE54
