CE11	XIN_ENG_20030405.0080-CE1
CE12	XIN_ENG_20030405.0080-CE2
CE13	XIN_ENG_20030405.0080-CE3
CE14	XIN_ENG_20030405.0080-CE4
CE15	XIN_ENG_20030405.0080-CE5
CE16	XIN_ENG_20030405.0080-CE6
CE17	XIN_ENG_20030405.0080-CE7
CE18	XIN_ENG_20030405.0080-CE8
CE19	XIN_ENG_20030405.0080-CE9
CE20	XIN_ENG_20030405.0080-CE10
CE21	XIN_ENG_20030405.0080-CE11
CE1	XIN_ENG_20030405.0080-CE12
CE2	XIN_ENG_20030405.0080-CE13
CE3	XIN_ENG_20030405.0080-CE14
CE4	XIN_ENG_20030405.0080-CE15
CE5	XIN_ENG_20030405.0080-CE16
CE6	XIN_ENG_20030405.0080-CE17
CE7	XIN_ENG_20030405.0080-CE18
CE8	XIN_ENG_20030405.0080-CE19
CE9	XIN_ENG_20030405.0080-CE20
CE10	XIN_ENG_20030405.0080-CE21
E16	XIN_ENG_20030405.0080-E1
E17	XIN_ENG_20030405.0080-E2
E18	XIN_ENG_20030405.0080-E3
E19	XIN_ENG_20030405.0080-E4
E20	XIN_ENG_20030405.0080-E5
E21	XIN_ENG_20030405.0080-E6
E22	XIN_ENG_20030405.0080-E7
E23	XIN_ENG_20030405.0080-E8
E25	XIN_ENG_20030405.0080-E9
E26	XIN_ENG_20030405.0080-E10
E27	XIN_ENG_20030405.0080-E11
E28	XIN_ENG_20030405.0080-E12
E29	XIN_ENG_20030405.0080-E13
E30	XIN_ENG_20030405.0080-E14
E31	XIN_ENG_20030405.0080-E15
E32	XIN_ENG_20030405.0080-E16
E33	XIN_ENG_20030405.0080-E17
E34	XIN_ENG_20030405.0080-E18
E35	XIN_ENG_20030405.0080-E19
E1	XIN_ENG_20030405.0080-E20
E2	XIN_ENG_20030405.0080-E21
E3	XIN_ENG_20030405.0080-E22
E4	XIN_ENG_20030405.0080-E23
E5	XIN_ENG_20030405.0080-E24
E6	XIN_ENG_20030405.0080-E25
E7	XIN_ENG_20030405.0080-E26
E9	XIN_ENG_20030405.0080-E27
E10	XIN_ENG_20030405.0080-E28
E11	XIN_ENG_20030405.0080-E29
E12	XIN_ENG_20030405.0080-E30
E13	XIN_ENG_20030405.0080-E31
E14	XIN_ENG_20030405.0080-E32
E15	XIN_ENG_20030405.0080-E33
EM1	XIN_ENG_20030405.0080-E20-1
EM18	XIN_ENG_20030405.0080-E24-2
EM19	XIN_ENG_20030405.0080-E31-3
EM20	XIN_ENG_20030405.0080-E1-4
EM21	XIN_ENG_20030405.0080-E2-5
