CE11	XIN_ENG_20030508.0091-CE1
CE12	XIN_ENG_20030508.0091-CE2
CE13	XIN_ENG_20030508.0091-CE3
CE14	XIN_ENG_20030508.0091-CE4
CE15	XIN_ENG_20030508.0091-CE5
CE16	XIN_ENG_20030508.0091-CE6
CE18	XIN_ENG_20030508.0091-CE7
CE19	XIN_ENG_20030508.0091-CE8
CE20	XIN_ENG_20030508.0091-CE9
CE21	XIN_ENG_20030508.0091-CE10
CE22	XIN_ENG_20030508.0091-CE11
CE23	XIN_ENG_20030508.0091-CE12
CE24	XIN_ENG_20030508.0091-CE13
CE25	XIN_ENG_20030508.0091-CE14
CE26	XIN_ENG_20030508.0091-CE15
CE27	XIN_ENG_20030508.0091-CE16
CE28	XIN_ENG_20030508.0091-CE17
CE1	XIN_ENG_20030508.0091-CE18
CE2	XIN_ENG_20030508.0091-CE19
CE3	XIN_ENG_20030508.0091-CE20
CE4	XIN_ENG_20030508.0091-CE21
CE5	XIN_ENG_20030508.0091-CE22
CE6	XIN_ENG_20030508.0091-CE23
CE7	XIN_ENG_20030508.0091-CE24
CE8	XIN_ENG_20030508.0091-CE25
CE9	XIN_ENG_20030508.0091-CE26
E14	XIN_ENG_20030508.0091-E1
E17	XIN_ENG_20030508.0091-E2
E18	XIN_ENG_20030508.0091-E3
E19	XIN_ENG_20030508.0091-E4
E20	XIN_ENG_20030508.0091-E5
E21	XIN_ENG_20030508.0091-E6
E22	XIN_ENG_20030508.0091-E7
E23	XIN_ENG_20030508.0091-E8
E24	XIN_ENG_20030508.0091-E9
E25	XIN_ENG_20030508.0091-E10
E26	XIN_ENG_20030508.0091-E11
E28	XIN_ENG_20030508.0091-E12
E29	XIN_ENG_20030508.0091-E13
E30	XIN_ENG_20030508.0091-E14
E31	XIN_ENG_20030508.0091-E15
E32	XIN_ENG_20030508.0091-E16
E33	XIN_ENG_20030508.0091-E17
E34	XIN_ENG_20030508.0091-E18
E35	XIN_ENG_20030508.0091-E19
E36	XIN_ENG_20030508.0091-E20
E37	XIN_ENG_20030508.0091-E21
E38	XIN_ENG_20030508.0091-E22
E39	XIN_ENG_20030508.0091-E23
E40	XIN_ENG_20030508.0091-E24
E42	XIN_ENG_20030508.0091-E25
E1	XIN_ENG_20030508.0091-E26
E2	XIN_ENG_20030508.0091-E27
E3	XIN_ENG_20030508.0091-E28
E4	XIN_ENG_20030508.0091-E29
E5	XIN_ENG_20030508.0091-E30
E6	XIN_ENG_20030508.0091-E31
E7	XIN_ENG_20030508.0091-E32
E8	XIN_ENG_20030508.0091-E33
E9	XIN_ENG_20030508.0091-E34
E11	XIN_ENG_20030508.0091-E35
E12	XIN_ENG_20030508.0091-E36
E13	XIN_ENG_20030508.0091-E37
EM1	XIN_ENG_20030508.0091-E26-1
EM20	XIN_ENG_20030508.0091-E1-2
EM23	XIN_ENG_20030508.0091-E29-3
EM24	XIN_ENG_20030508.0091-E2-4
EM25	XIN_ENG_20030508.0091-E29-5
EM26	XIN_ENG_20030508.0091-E3-6
EM27	XIN_ENG_20030508.0091-E4-7
EM28	XIN_ENG_20030508.0091-E5-8
EM29	XIN_ENG_20030508.0091-E37-9
EM30	XIN_ENG_20030508.0091-E6-10
EM31	XIN_ENG_20030508.0091-E26-11
EM32	XIN_ENG_20030508.0091-E7-12
EM33	XIN_ENG_20030508.0091-E8-13
EM34	XIN_ENG_20030508.0091-E9-14
EM35	XIN_ENG_20030508.0091-E10-15
EM36	XIN_ENG_20030508.0091-E11-16
EM38	XIN_ENG_20030508.0091-E12-17
EM39	XIN_ENG_20030508.0091-E13-18
EM40	XIN_ENG_20030508.0091-E14-19
EM41	XIN_ENG_20030508.0091-E15-20
EM42	XIN_ENG_20030508.0091-E16-21
EM43	XIN_ENG_20030508.0091-E28-22
EM44	XIN_ENG_20030508.0091-E17-23
EM45	XIN_ENG_20030508.0091-E18-24
EM46	XIN_ENG_20030508.0091-E19-25
EM47	XIN_ENG_20030508.0091-E20-26
EM48	XIN_ENG_20030508.0091-E28-27
EM49	XIN_ENG_20030508.0091-E21-28
EM50	XIN_ENG_20030508.0091-E22-29
EM51	XIN_ENG_20030508.0091-E28-30
EM52	XIN_ENG_20030508.0091-E22-31
EM53	XIN_ENG_20030508.0091-E23-32
EM54	XIN_ENG_20030508.0091-E24-33
EM55	XIN_ENG_20030508.0091-E25-34
EM2	XIN_ENG_20030508.0091-E27-35
EM3	XIN_ENG_20030508.0091-E28-36
EM4	XIN_ENG_20030508.0091-E30-37
EM6	XIN_ENG_20030508.0091-E28-38
EM7	XIN_ENG_20030508.0091-E31-39
EM8	XIN_ENG_20030508.0091-E32-40
EM9	XIN_ENG_20030508.0091-E28-41
EM10	XIN_ENG_20030508.0091-E31-42
EM11	XIN_ENG_20030508.0091-E33-43
EM12	XIN_ENG_20030508.0091-E26-44
EM13	XIN_ENG_20030508.0091-E31-45
EM14	XIN_ENG_20030508.0091-E28-46
EM15	XIN_ENG_20030508.0091-E34-47
EM16	XIN_ENG_20030508.0091-E28-48
EM17	XIN_ENG_20030508.0091-E35-49
EM18	XIN_ENG_20030508.0091-E36-50
EM19	XIN_ENG_20030508.0091-E37-51
R4	XIN_ENG_20030508.0091-R1
R1	XIN_ENG_20030508.0091-R2
R2	XIN_ENG_20030508.0091-R3
R3	XIN_ENG_20030508.0091-R4
R4	XIN_ENG_20030508.0091-R5
R5	XIN_ENG_20030508.0091-R6
R6	XIN_ENG_20030508.0091-R7
R7	XIN_ENG_20030508.0091-R8
R9	XIN_ENG_20030508.0091-R9
R11	XIN_ENG_20030508.0091-R10
R12	XIN_ENG_20030508.0091-R11
R13	XIN_ENG_20030508.0091-R12
R14	XIN_ENG_20030508.0091-R13
R15	XIN_ENG_20030508.0091-R14
R16	XIN_ENG_20030508.0091-R15
RM1	XIN_ENG_20030508.0091-R2-1
RM2	XIN_ENG_20030508.0091-R3-1
RM3	XIN_ENG_20030508.0091-R4-1
RM4	XIN_ENG_20030508.0091-R5-1
RM5	XIN_ENG_20030508.0091-R6-1
RM6	XIN_ENG_20030508.0091-R1-1
RM7	XIN_ENG_20030508.0091-R7-1
RM8	XIN_ENG_20030508.0091-R8-1
RM10	XIN_ENG_20030508.0091-R9-1
RM12	XIN_ENG_20030508.0091-R10-1
RM13	XIN_ENG_20030508.0091-R11-1
RM14	XIN_ENG_20030508.0091-R12-1
RM15	XIN_ENG_20030508.0091-R13-1
RM16	XIN_ENG_20030508.0091-R14-1
RM17	XIN_ENG_20030508.0091-R15-1
V1	XIN_ENG_20030508.0091-EV1
V2	XIN_ENG_20030508.0091-EV2
V3	XIN_ENG_20030508.0091-EV3
V4	XIN_ENG_20030508.0091-EV4
VM1	XIN_ENG_20030508.0091-EV1-1
VM2	XIN_ENG_20030508.0091-EV1-2
VM3	XIN_ENG_20030508.0091-EV2-1
VM4	XIN_ENG_20030508.0091-EV3-1
VM5	XIN_ENG_20030508.0091-EV4-1
Q1	XIN_ENG_20030508.0091-T1
Q2	XIN_ENG_20030508.0091-T2
Q3	XIN_ENG_20030508.0091-T3
Q4	XIN_ENG_20030508.0091-T4
Q5	XIN_ENG_20030508.0091-T5
Q6	XIN_ENG_20030508.0091-T6
Q7	XIN_ENG_20030508.0091-T7
Q8	XIN_ENG_20030508.0091-T8
