CE9	XIN_ENG_20030425.0184-CE1
CE10	XIN_ENG_20030425.0184-CE2
CE11	XIN_ENG_20030425.0184-CE3
CE12	XIN_ENG_20030425.0184-CE4
CE13	XIN_ENG_20030425.0184-CE5
CE14	XIN_ENG_20030425.0184-CE6
CE15	XIN_ENG_20030425.0184-CE7
CE17	XIN_ENG_20030425.0184-CE8
CE18	XIN_ENG_20030425.0184-CE9
CE19	XIN_ENG_20030425.0184-CE10
CE1	XIN_ENG_20030425.0184-CE11
CE2	XIN_ENG_20030425.0184-CE12
CE3	XIN_ENG_20030425.0184-CE13
CE4	XIN_ENG_20030425.0184-CE14
CE5	XIN_ENG_20030425.0184-CE15
CE6	XIN_ENG_20030425.0184-CE16
CE7	XIN_ENG_20030425.0184-CE17
CE8	XIN_ENG_20030425.0184-CE18
E14	XIN_ENG_20030425.0184-E1
E15	XIN_ENG_20030425.0184-E2
E16	XIN_ENG_20030425.0184-E3
E17	XIN_ENG_20030425.0184-E4
E18	XIN_ENG_20030425.0184-E5
E19	XIN_ENG_20030425.0184-E6
E20	XIN_ENG_20030425.0184-E7
E21	XIN_ENG_20030425.0184-E8
E25	XIN_ENG_20030425.0184-E9
E26	XIN_ENG_20030425.0184-E10
E27	XIN_ENG_20030425.0184-E11
E1	XIN_ENG_20030425.0184-E12
E2	XIN_ENG_20030425.0184-E13
E3	XIN_ENG_20030425.0184-E14
E4	XIN_ENG_20030425.0184-E15
E5	XIN_ENG_20030425.0184-E16
E6	XIN_ENG_20030425.0184-E17
E7	XIN_ENG_20030425.0184-E18
E8	XIN_ENG_20030425.0184-E19
E9	XIN_ENG_20030425.0184-E20
E10	XIN_ENG_20030425.0184-E21
E11	XIN_ENG_20030425.0184-E22
E12	XIN_ENG_20030425.0184-E23
EM1	XIN_ENG_20030425.0184-E12-1
EM21	XIN_ENG_20030425.0184-E21-2
EM22	XIN_ENG_20030425.0184-E1-3
EM23	XIN_ENG_20030425.0184-E16-4
EM24	XIN_ENG_20030425.0184-E2-5
EM25	XIN_ENG_20030425.0184-E3-6
EM26	XIN_ENG_20030425.0184-E4-7
EM27	XIN_ENG_20030425.0184-E5-8
EM28	XIN_ENG_20030425.0184-E2-9
EM29	XIN_ENG_20030425.0184-E6-10
EM30	XIN_ENG_20030425.0184-E7-11
EM31	XIN_ENG_20030425.0184-E15-12
EM32	XIN_ENG_20030425.0184-E21-13
EM33	XIN_ENG_20030425.0184-E15-14
EM34	XIN_ENG_20030425.0184-E15-15
EM35	XIN_ENG_20030425.0184-E16-16
EM36	XIN_ENG_20030425.0184-E21-17
EM37	XIN_ENG_20030425.0184-E15-18
EM38	XIN_ENG_20030425.0184-E8-19
EM40	XIN_ENG_20030425.0184-E9-20
EM41	XIN_ENG_20030425.0184-E21-21
EM42	XIN_ENG_20030425.0184-E10-22
EM43	XIN_ENG_20030425.0184-E6-23
EM44	XIN_ENG_20030425.0184-E11-24
EM45	XIN_ENG_20030425.0184-E15-25
EM46	XIN_ENG_20030425.0184-E15-26
EM47	XIN_ENG_20030425.0184-E11-27
EM49	XIN_ENG_20030425.0184-E15-28
EM50	XIN_ENG_20030425.0184-E11-29
EM51	XIN_ENG_20030425.0184-E11-30
EM52	XIN_ENG_20030425.0184-E11-31
EM53	XIN_ENG_20030425.0184-E15-32
EM2	XIN_ENG_20030425.0184-E13-33
EM3	XIN_ENG_20030425.0184-E14-34
EM4	XIN_ENG_20030425.0184-E15-35
EM7	XIN_ENG_20030425.0184-E15-36
EM8	XIN_ENG_20030425.0184-E14-37
EM9	XIN_ENG_20030425.0184-E16-38
EM10	XIN_ENG_20030425.0184-E17-39
EM11	XIN_ENG_20030425.0184-E18-40
EM12	XIN_ENG_20030425.0184-E16-41
EM13	XIN_ENG_20030425.0184-E16-42
EM14	XIN_ENG_20030425.0184-E19-43
EM15	XIN_ENG_20030425.0184-E20-44
EM16	XIN_ENG_20030425.0184-E22-45
EM17	XIN_ENG_20030425.0184-E23-46
EM18	XIN_ENG_20030425.0184-E16-47
EM19	XIN_ENG_20030425.0184-E15-48
EM20	XIN_ENG_20030425.0184-E21-49
R1	XIN_ENG_20030425.0184-R1
R2	XIN_ENG_20030425.0184-R2
R3	XIN_ENG_20030425.0184-R3
R3	XIN_ENG_20030425.0184-R4
RM1	XIN_ENG_20030425.0184-R1-1
RM2	XIN_ENG_20030425.0184-R2-1
RM3	XIN_ENG_20030425.0184-R3-1
RM4	XIN_ENG_20030425.0184-R4-1
V2	XIN_ENG_20030425.0184-EV1
VM2	XIN_ENG_20030425.0184-EV1-1
Q2	XIN_ENG_20030425.0184-T1
Q3	XIN_ENG_20030425.0184-T2
Q4	XIN_ENG_20030425.0184-T3
Q5	XIN_ENG_20030425.0184-T4
Q6	XIN_ENG_20030425.0184-T5
