CE13	XIN_ENG_20030317.0177-CE1
CE14	XIN_ENG_20030317.0177-CE2
CE15	XIN_ENG_20030317.0177-CE3
CE16	XIN_ENG_20030317.0177-CE4
CE17	XIN_ENG_20030317.0177-CE5
CE18	XIN_ENG_20030317.0177-CE6
CE19	XIN_ENG_20030317.0177-CE7
CE20	XIN_ENG_20030317.0177-CE8
CE21	XIN_ENG_20030317.0177-CE9
CE22	XIN_ENG_20030317.0177-CE10
CE23	XIN_ENG_20030317.0177-CE11
CE24	XIN_ENG_20030317.0177-CE12
CE25	XIN_ENG_20030317.0177-CE13
CE1	XIN_ENG_20030317.0177-CE14
CE2	XIN_ENG_20030317.0177-CE15
CE3	XIN_ENG_20030317.0177-CE16
CE4	XIN_ENG_20030317.0177-CE17
CE7	XIN_ENG_20030317.0177-CE18
CE8	XIN_ENG_20030317.0177-CE19
CE9	XIN_ENG_20030317.0177-CE20
CE10	XIN_ENG_20030317.0177-CE21
E17	XIN_ENG_20030317.0177-E1
E18	XIN_ENG_20030317.0177-E2
E19	XIN_ENG_20030317.0177-E3
E20	XIN_ENG_20030317.0177-E4
E21	XIN_ENG_20030317.0177-E5
E22	XIN_ENG_20030317.0177-E6
E23	XIN_ENG_20030317.0177-E7
E24	XIN_ENG_20030317.0177-E8
E26	XIN_ENG_20030317.0177-E9
E27	XIN_ENG_20030317.0177-E10
E28	XIN_ENG_20030317.0177-E11
E29	XIN_ENG_20030317.0177-E12
E30	XIN_ENG_20030317.0177-E13
E31	XIN_ENG_20030317.0177-E14
E33	XIN_ENG_20030317.0177-E15
E1	XIN_ENG_20030317.0177-E16
E2	XIN_ENG_20030317.0177-E17
E3	XIN_ENG_20030317.0177-E18
E4	XIN_ENG_20030317.0177-E19
E5	XIN_ENG_20030317.0177-E20
E9	XIN_ENG_20030317.0177-E21
E10	XIN_ENG_20030317.0177-E22
E11	XIN_ENG_20030317.0177-E23
E12	XIN_ENG_20030317.0177-E24
EM1	XIN_ENG_20030317.0177-E16-1
EM18	XIN_ENG_20030317.0177-E2-2
EM19	XIN_ENG_20030317.0177-E23-3
EM20	XIN_ENG_20030317.0177-E3-4
EM21	XIN_ENG_20030317.0177-E4-5
EM22	XIN_ENG_20030317.0177-E4-6
