CE12	AFP_ENG_20030304.0250-CE1
CE13	AFP_ENG_20030304.0250-CE2
CE14	AFP_ENG_20030304.0250-CE3
CE15	AFP_ENG_20030304.0250-CE4
CE16	AFP_ENG_20030304.0250-CE5
CE17	AFP_ENG_20030304.0250-CE6
CE18	AFP_ENG_20030304.0250-CE7
CE19	AFP_ENG_20030304.0250-CE8
CE21	AFP_ENG_20030304.0250-CE9
CE22	AFP_ENG_20030304.0250-CE10
CE23	AFP_ENG_20030304.0250-CE11
CE24	AFP_ENG_20030304.0250-CE12
CE25	AFP_ENG_20030304.0250-CE13
CE26	AFP_ENG_20030304.0250-CE14
CE27	AFP_ENG_20030304.0250-CE15
CE28	AFP_ENG_20030304.0250-CE16
CE29	AFP_ENG_20030304.0250-CE17
CE30	AFP_ENG_20030304.0250-CE18
CE31	AFP_ENG_20030304.0250-CE19
CE1	AFP_ENG_20030304.0250-CE20
CE2	AFP_ENG_20030304.0250-CE21
CE3	AFP_ENG_20030304.0250-CE22
CE4	AFP_ENG_20030304.0250-CE23
CE5	AFP_ENG_20030304.0250-CE24
CE6	AFP_ENG_20030304.0250-CE25
CE7	AFP_ENG_20030304.0250-CE26
CE8	AFP_ENG_20030304.0250-CE27
CE9	AFP_ENG_20030304.0250-CE28
CE10	AFP_ENG_20030304.0250-CE29
CE11	AFP_ENG_20030304.0250-CE30
E16	AFP_ENG_20030304.0250-E1
E17	AFP_ENG_20030304.0250-E2
E18	AFP_ENG_20030304.0250-E3
E19	AFP_ENG_20030304.0250-E4
E20	AFP_ENG_20030304.0250-E5
E21	AFP_ENG_20030304.0250-E6
E22	AFP_ENG_20030304.0250-E7
E23	AFP_ENG_20030304.0250-E8
E25	AFP_ENG_20030304.0250-E9
E26	AFP_ENG_20030304.0250-E10
E28	AFP_ENG_20030304.0250-E11
E29	AFP_ENG_20030304.0250-E12
E30	AFP_ENG_20030304.0250-E13
E31	AFP_ENG_20030304.0250-E14
E32	AFP_ENG_20030304.0250-E15
E33	AFP_ENG_20030304.0250-E16
E34	AFP_ENG_20030304.0250-E17
E35	AFP_ENG_20030304.0250-E18
E36	AFP_ENG_20030304.0250-E19
