CE13	AFP_ENG_20030417.0004-CE1
CE14	AFP_ENG_20030417.0004-CE2
CE15	AFP_ENG_20030417.0004-CE3
CE16	AFP_ENG_20030417.0004-CE4
CE17	AFP_ENG_20030417.0004-CE5
CE18	AFP_ENG_20030417.0004-CE6
CE19	AFP_ENG_20030417.0004-CE7
CE20	AFP_ENG_20030417.0004-CE8
CE21	AFP_ENG_20030417.0004-CE9
CE22	AFP_ENG_20030417.0004-CE10
CE23	AFP_ENG_20030417.0004-CE11
CE24	AFP_ENG_20030417.0004-CE12
CE25	AFP_ENG_20030417.0004-CE13
CE26	AFP_ENG_20030417.0004-CE14
CE27	AFP_ENG_20030417.0004-CE15
CE1	AFP_ENG_20030417.0004-CE16
CE2	AFP_ENG_20030417.0004-CE17
CE4	AFP_ENG_20030417.0004-CE18
CE6	AFP_ENG_20030417.0004-CE19
CE7	AFP_ENG_20030417.0004-CE20
CE8	AFP_ENG_20030417.0004-CE21
CE10	AFP_ENG_20030417.0004-CE22
CE11	AFP_ENG_20030417.0004-CE23
CE12	AFP_ENG_20030417.0004-CE24
E14	AFP_ENG_20030417.0004-E1
E17	AFP_ENG_20030417.0004-E2
E15	AFP_ENG_20030417.0004-E3
E16	AFP_ENG_20030417.0004-E4
E18	AFP_ENG_20030417.0004-E5
E19	AFP_ENG_20030417.0004-E6
E20	AFP_ENG_20030417.0004-E7
E21	AFP_ENG_20030417.0004-E8
E22	AFP_ENG_20030417.0004-E9
E23	AFP_ENG_20030417.0004-E10
E24	AFP_ENG_20030417.0004-E11
E25	AFP_ENG_20030417.0004-E12
E26	AFP_ENG_20030417.0004-E13
E27	AFP_ENG_20030417.0004-E14
E28	AFP_ENG_20030417.0004-E15
E29	AFP_ENG_20030417.0004-E16
E30	AFP_ENG_20030417.0004-E17
E31	AFP_ENG_20030417.0004-E18
E32	AFP_ENG_20030417.0004-E19
E33	AFP_ENG_20030417.0004-E20
E1	AFP_ENG_20030417.0004-E21
E2	AFP_ENG_20030417.0004-E22
E4	AFP_ENG_20030417.0004-E23
E5	AFP_ENG_20030417.0004-E24
E34	AFP_ENG_20030417.0004-E25
E7	AFP_ENG_20030417.0004-E26
