CE7	XIN_ENG_20030609.0118-CE1
CE8	XIN_ENG_20030609.0118-CE2
CE10	XIN_ENG_20030609.0118-CE3
CE11	XIN_ENG_20030609.0118-CE4
CE12	XIN_ENG_20030609.0118-CE5
CE1	XIN_ENG_20030609.0118-CE6
CE2	XIN_ENG_20030609.0118-CE7
CE3	XIN_ENG_20030609.0118-CE8
CE4	XIN_ENG_20030609.0118-CE9
CE5	XIN_ENG_20030609.0118-CE10
CE6	XIN_ENG_20030609.0118-CE11
E13	XIN_ENG_20030609.0118-E1
E14	XIN_ENG_20030609.0118-E2
E16	XIN_ENG_20030609.0118-E3
E17	XIN_ENG_20030609.0118-E4
E18	XIN_ENG_20030609.0118-E5
E19	XIN_ENG_20030609.0118-E6
E20	XIN_ENG_20030609.0118-E7
E21	XIN_ENG_20030609.0118-E8
E1	XIN_ENG_20030609.0118-E9
E22	XIN_ENG_20030609.0118-E10
E2	XIN_ENG_20030609.0118-E11
E3	XIN_ENG_20030609.0118-E12
E4	XIN_ENG_20030609.0118-E13
E5	XIN_ENG_20030609.0118-E14
E6	XIN_ENG_20030609.0118-E15
E7	XIN_ENG_20030609.0118-E16
E8	XIN_ENG_20030609.0118-E17
E9	XIN_ENG_20030609.0118-E18
E11	XIN_ENG_20030609.0118-E19
E12	XIN_ENG_20030609.0118-E20
EM1	XIN_ENG_20030609.0118-E9-1
EM22	XIN_ENG_20030609.0118-E1-2
EM23	XIN_ENG_20030609.0118-E16-3
EM24	XIN_ENG_20030609.0118-E16-4
EM25	XIN_ENG_20030609.0118-E2-5
EM26	XIN_ENG_20030609.0118-E16-6
EM28	XIN_ENG_20030609.0118-E3-7
EM29	XIN_ENG_20030609.0118-E4-8
EM30	XIN_ENG_20030609.0118-E3-9
EM31	XIN_ENG_20030609.0118-E17-10
EM32	XIN_ENG_20030609.0118-E5-11
EM33	XIN_ENG_20030609.0118-E20-12
EM34	XIN_ENG_20030609.0118-E6-13
EM35	XIN_ENG_20030609.0118-E20-14
EM36	XIN_ENG_20030609.0118-E7-15
EM37	XIN_ENG_20030609.0118-E8-16
EM38	XIN_ENG_20030609.0118-E10-17
EM2	XIN_ENG_20030609.0118-E11-18
EM3	XIN_ENG_20030609.0118-E13-19
EM4	XIN_ENG_20030609.0118-E14-20
EM5	XIN_ENG_20030609.0118-E15-21
EM6	XIN_ENG_20030609.0118-E12-22
EM7	XIN_ENG_20030609.0118-E16-23
EM8	XIN_ENG_20030609.0118-E16-24
EM9	XIN_ENG_20030609.0118-E17-25
EM10	XIN_ENG_20030609.0118-E18-26
EM11	XIN_ENG_20030609.0118-E14-27
EM13	XIN_ENG_20030609.0118-E19-28
EM14	XIN_ENG_20030609.0118-E16-29
EM15	XIN_ENG_20030609.0118-E16-30
EM16	XIN_ENG_20030609.0118-E20-31
EM17	XIN_ENG_20030609.0118-E12-32
EM18	XIN_ENG_20030609.0118-E16-33
EM20	XIN_ENG_20030609.0118-E16-34
EM21	XIN_ENG_20030609.0118-E16-35
R1	XIN_ENG_20030609.0118-R1
R2	XIN_ENG_20030609.0118-R2
R3	XIN_ENG_20030609.0118-R3
RM1	XIN_ENG_20030609.0118-R1-1
RM2	XIN_ENG_20030609.0118-R2-1
RM3	XIN_ENG_20030609.0118-R3-1
V6	XIN_ENG_20030609.0118-EV1
V7	XIN_ENG_20030609.0118-EV2
V2	XIN_ENG_20030609.0118-EV3
V3	XIN_ENG_20030609.0118-EV4
V5	XIN_ENG_20030609.0118-EV5
V9	XIN_ENG_20030609.0118-EV6
VM7	XIN_ENG_20030609.0118-EV2-1
VM2	XIN_ENG_20030609.0118-EV3-1
VM3	XIN_ENG_20030609.0118-EV4-1
VM4	XIN_ENG_20030609.0118-EV3-2
VM5	XIN_ENG_20030609.0118-EV5-1
VM8	XIN_ENG_20030609.0118-EV4-2
VM10	XIN_ENG_20030609.0118-EV6-1
VM6	XIN_ENG_20030609.0118-EV1-1
Q1	XIN_ENG_20030609.0118-T1
Q2	XIN_ENG_20030609.0118-V1
Q3	XIN_ENG_20030609.0118-V2
Q4	XIN_ENG_20030609.0118-T2
Q5	XIN_ENG_20030609.0118-T3
Q6	XIN_ENG_20030609.0118-V3
Q7	XIN_ENG_20030609.0118-T4
Q8	XIN_ENG_20030609.0118-V4
Q9	XIN_ENG_20030609.0118-V5
Q10	XIN_ENG_20030609.0118-T5
Q11	XIN_ENG_20030609.0118-V6
Q12	XIN_ENG_20030609.0118-T6
Q13	XIN_ENG_20030609.0118-T7
Q14	XIN_ENG_20030609.0118-T8
QM2	XIN_ENG_20030609.0118-V1-1
QM3	XIN_ENG_20030609.0118-V2-1
QM6	XIN_ENG_20030609.0118-V3-1
QM8	XIN_ENG_20030609.0118-V4-1
QM9	XIN_ENG_20030609.0118-V5-1
QM11	XIN_ENG_20030609.0118-V6-1
