CE13	XIN_ENG_20030624.0085-CE1
CE14	XIN_ENG_20030624.0085-CE2
CE15	XIN_ENG_20030624.0085-CE3
CE17	XIN_ENG_20030624.0085-CE4
CE1	XIN_ENG_20030624.0085-CE5
CE2	XIN_ENG_20030624.0085-CE6
CE4	XIN_ENG_20030624.0085-CE7
CE5	XIN_ENG_20030624.0085-CE8
CE6	XIN_ENG_20030624.0085-CE9
CE7	XIN_ENG_20030624.0085-CE10
CE8	XIN_ENG_20030624.0085-CE11
CE9	XIN_ENG_20030624.0085-CE12
CE10	XIN_ENG_20030624.0085-CE13
CE11	XIN_ENG_20030624.0085-CE14
E13	XIN_ENG_20030624.0085-E1
E14	XIN_ENG_20030624.0085-E2
E15	XIN_ENG_20030624.0085-E3
E16	XIN_ENG_20030624.0085-E4
E18	XIN_ENG_20030624.0085-E5
E1	XIN_ENG_20030624.0085-E6
E2	XIN_ENG_20030624.0085-E7
E4	XIN_ENG_20030624.0085-E8
E5	XIN_ENG_20030624.0085-E9
E6	XIN_ENG_20030624.0085-E10
E7	XIN_ENG_20030624.0085-E11
E8	XIN_ENG_20030624.0085-E12
E9	XIN_ENG_20030624.0085-E13
E10	XIN_ENG_20030624.0085-E14
E11	XIN_ENG_20030624.0085-E15
EM1	XIN_ENG_20030624.0085-E6-1
EM18	XIN_ENG_20030624.0085-E1-2
EM19	XIN_ENG_20030624.0085-E2-3
EM20	XIN_ENG_20030624.0085-E3-4
EM21	XIN_ENG_20030624.0085-E2-5
EM22	XIN_ENG_20030624.0085-E4-6
EM23	XIN_ENG_20030624.0085-E14-7
EM25	XIN_ENG_20030624.0085-E5-8
EM26	XIN_ENG_20030624.0085-E5-9
EM27	XIN_ENG_20030624.0085-E5-10
EM28	XIN_ENG_20030624.0085-E4-11
EM2	XIN_ENG_20030624.0085-E7-12
EM4	XIN_ENG_20030624.0085-E8-13
EM5	XIN_ENG_20030624.0085-E9-14
EM6	XIN_ENG_20030624.0085-E10-15
EM7	XIN_ENG_20030624.0085-E11-16
EM8	XIN_ENG_20030624.0085-E12-17
EM9	XIN_ENG_20030624.0085-E13-18
EM10	XIN_ENG_20030624.0085-E11-19
EM11	XIN_ENG_20030624.0085-E14-20
EM12	XIN_ENG_20030624.0085-E9-21
EM13	XIN_ENG_20030624.0085-E15-22
EM15	XIN_ENG_20030624.0085-E9-23
EM16	XIN_ENG_20030624.0085-E15-24
EM14	XIN_ENG_20030624.0085-E11-25
EM17	XIN_ENG_20030624.0085-E11-26
R1	XIN_ENG_20030624.0085-R1
R2	XIN_ENG_20030624.0085-R2
R3	XIN_ENG_20030624.0085-R3
R4	XIN_ENG_20030624.0085-R4
R5	XIN_ENG_20030624.0085-R5
R6	XIN_ENG_20030624.0085-R6
R7	XIN_ENG_20030624.0085-R7
R5	XIN_ENG_20030624.0085-R8
RM1	XIN_ENG_20030624.0085-R1-1
RM2	XIN_ENG_20030624.0085-R2-1
RM3	XIN_ENG_20030624.0085-R3-1
RM4	XIN_ENG_20030624.0085-R4-1
RM5	XIN_ENG_20030624.0085-R5-1
RM6	XIN_ENG_20030624.0085-R5-2
RM7	XIN_ENG_20030624.0085-R6-1
RM8	XIN_ENG_20030624.0085-R7-1
Q1	XIN_ENG_20030624.0085-T1
Q2	XIN_ENG_20030624.0085-T2
Q3	XIN_ENG_20030624.0085-T3
Q4	XIN_ENG_20030624.0085-T4
Q5	XIN_ENG_20030624.0085-T5
Q6	XIN_ENG_20030624.0085-V1
Q7	XIN_ENG_20030624.0085-T6
Q8	XIN_ENG_20030624.0085-V2
Q9	XIN_ENG_20030624.0085-T7
QM6	XIN_ENG_20030624.0085-V1-1
QM8	XIN_ENG_20030624.0085-V2-1
