CE9	XIN_ENG_20030616.0274-CE1
CE10	XIN_ENG_20030616.0274-CE2
CE1	XIN_ENG_20030616.0274-CE3
CE2	XIN_ENG_20030616.0274-CE4
CE3	XIN_ENG_20030616.0274-CE5
CE4	XIN_ENG_20030616.0274-CE6
CE5	XIN_ENG_20030616.0274-CE7
CE6	XIN_ENG_20030616.0274-CE8
CE7	XIN_ENG_20030616.0274-CE9
CE8	XIN_ENG_20030616.0274-CE10
E10	XIN_ENG_20030616.0274-E1
E11	XIN_ENG_20030616.0274-E2
E12	XIN_ENG_20030616.0274-E3
E13	XIN_ENG_20030616.0274-E4
E14	XIN_ENG_20030616.0274-E5
E15	XIN_ENG_20030616.0274-E6
E16	XIN_ENG_20030616.0274-E7
E17	XIN_ENG_20030616.0274-E8
E18	XIN_ENG_20030616.0274-E9
E1	XIN_ENG_20030616.0274-E10
E2	XIN_ENG_20030616.0274-E11
E3	XIN_ENG_20030616.0274-E12
E4	XIN_ENG_20030616.0274-E13
E5	XIN_ENG_20030616.0274-E14
E6	XIN_ENG_20030616.0274-E15
E7	XIN_ENG_20030616.0274-E16
E8	XIN_ENG_20030616.0274-E17
E9	XIN_ENG_20030616.0274-E18
EM1	XIN_ENG_20030616.0274-E10-1
EM22	XIN_ENG_20030616.0274-E1-2
EM23	XIN_ENG_20030616.0274-E2-3
EM24	XIN_ENG_20030616.0274-E3-4
EM25	XIN_ENG_20030616.0274-E4-5
EM26	XIN_ENG_20030616.0274-E18-6
EM27	XIN_ENG_20030616.0274-E2-7
EM28	XIN_ENG_20030616.0274-E18-8
EM29	XIN_ENG_20030616.0274-E5-9
EM30	XIN_ENG_20030616.0274-E6-10
EM31	XIN_ENG_20030616.0274-E7-11
EM32	XIN_ENG_20030616.0274-E6-12
EM33	XIN_ENG_20030616.0274-E8-13
EM34	XIN_ENG_20030616.0274-E12-14
EM35	XIN_ENG_20030616.0274-E14-15
EM36	XIN_ENG_20030616.0274-E14-16
EM37	XIN_ENG_20030616.0274-E12-17
EM38	XIN_ENG_20030616.0274-E13-18
EM39	XIN_ENG_20030616.0274-E9-19
EM40	XIN_ENG_20030616.0274-E10-20
EM2	XIN_ENG_20030616.0274-E11-21
EM3	XIN_ENG_20030616.0274-E12-22
EM4	XIN_ENG_20030616.0274-E13-23
EM5	XIN_ENG_20030616.0274-E13-24
EM6	XIN_ENG_20030616.0274-E12-25
EM7	XIN_ENG_20030616.0274-E14-26
EM8	XIN_ENG_20030616.0274-E15-27
EM9	XIN_ENG_20030616.0274-E15-28
EM10	XIN_ENG_20030616.0274-E12-29
EM11	XIN_ENG_20030616.0274-E16-30
EM12	XIN_ENG_20030616.0274-E14-31
EM13	XIN_ENG_20030616.0274-E17-32
EM14	XIN_ENG_20030616.0274-E14-33
EM15	XIN_ENG_20030616.0274-E13-34
EM16	XIN_ENG_20030616.0274-E14-35
EM17	XIN_ENG_20030616.0274-E14-36
EM18	XIN_ENG_20030616.0274-E15-37
EM19	XIN_ENG_20030616.0274-E14-38
EM20	XIN_ENG_20030616.0274-E14-39
EM21	XIN_ENG_20030616.0274-E18-40
R1	XIN_ENG_20030616.0274-R1
R2	XIN_ENG_20030616.0274-R2
R3	XIN_ENG_20030616.0274-R3
R4	XIN_ENG_20030616.0274-R4
R5	XIN_ENG_20030616.0274-R5
R2	XIN_ENG_20030616.0274-R6
R2	XIN_ENG_20030616.0274-R7
RM1	XIN_ENG_20030616.0274-R1-1
RM2	XIN_ENG_20030616.0274-R2-1
RM3	XIN_ENG_20030616.0274-R6-1
RM4	XIN_ENG_20030616.0274-R3-1
RM5	XIN_ENG_20030616.0274-R4-1
RM6	XIN_ENG_20030616.0274-R5-1
RM7	XIN_ENG_20030616.0274-R7-1
V1	XIN_ENG_20030616.0274-EV1
V2	XIN_ENG_20030616.0274-EV2
VM1	XIN_ENG_20030616.0274-EV1-1
VM3	XIN_ENG_20030616.0274-EV2-1
Q1	XIN_ENG_20030616.0274-T1
Q2	XIN_ENG_20030616.0274-T2
Q3	XIN_ENG_20030616.0274-T3
Q4	XIN_ENG_20030616.0274-T4
Q5	XIN_ENG_20030616.0274-T5
