CE12	APW_ENG_20030527.0232-CE1
CE13	APW_ENG_20030527.0232-CE2
CE14	APW_ENG_20030527.0232-CE3
CE15	APW_ENG_20030527.0232-CE4
CE16	APW_ENG_20030527.0232-CE5
CE17	APW_ENG_20030527.0232-CE6
CE18	APW_ENG_20030527.0232-CE7
CE19	APW_ENG_20030527.0232-CE8
CE20	APW_ENG_20030527.0232-CE9
CE21	APW_ENG_20030527.0232-CE10
CE22	APW_ENG_20030527.0232-CE11
CE23	APW_ENG_20030527.0232-CE12
CE24	APW_ENG_20030527.0232-CE13
CE25	APW_ENG_20030527.0232-CE14
CE26	APW_ENG_20030527.0232-CE15
CE27	APW_ENG_20030527.0232-CE16
CE28	APW_ENG_20030527.0232-CE17
CE29	APW_ENG_20030527.0232-CE18
CE31	APW_ENG_20030527.0232-CE19
CE32	APW_ENG_20030527.0232-CE20
CE34	APW_ENG_20030527.0232-CE21
CE35	APW_ENG_20030527.0232-CE22
CE36	APW_ENG_20030527.0232-CE23
CE37	APW_ENG_20030527.0232-CE24
CE38	APW_ENG_20030527.0232-CE25
CE39	APW_ENG_20030527.0232-CE26
CE40	APW_ENG_20030527.0232-CE27
CE1	APW_ENG_20030527.0232-CE28
CE41	APW_ENG_20030527.0232-CE29
CE42	APW_ENG_20030527.0232-CE30
CE43	APW_ENG_20030527.0232-CE31
CE44	APW_ENG_20030527.0232-CE32
CE45	APW_ENG_20030527.0232-CE33
CE46	APW_ENG_20030527.0232-CE34
CE47	APW_ENG_20030527.0232-CE35
CE49	APW_ENG_20030527.0232-CE36
CE50	APW_ENG_20030527.0232-CE37
CE51	APW_ENG_20030527.0232-CE38
CE52	APW_ENG_20030527.0232-CE39
CE53	APW_ENG_20030527.0232-CE40
CE54	APW_ENG_20030527.0232-CE41
CE55	APW_ENG_20030527.0232-CE42
CE56	APW_ENG_20030527.0232-CE43
CE57	APW_ENG_20030527.0232-CE44
CE58	APW_ENG_20030527.0232-CE45
CE59	APW_ENG_20030527.0232-CE46
CE60	APW_ENG_20030527.0232-CE47
CE61	APW_ENG_20030527.0232-CE48
CE62	APW_ENG_20030527.0232-CE49
CE63	APW_ENG_20030527.0232-CE50
CE64	APW_ENG_20030527.0232-CE51
CE65	APW_ENG_20030527.0232-CE52
CE66	APW_ENG_20030527.0232-CE53
CE109	APW_ENG_20030527.0232-CE54
CE67	APW_ENG_20030527.0232-CE55
CE68	APW_ENG_20030527.0232-CE56
CE69	APW_ENG_20030527.0232-CE57
CE70	APW_ENG_20030527.0232-CE58
CE71	APW_ENG_20030527.0232-CE59
CE72	APW_ENG_20030527.0232-CE60
CE73	APW_ENG_20030527.0232-CE61
CE74	APW_ENG_20030527.0232-CE62
CE75	APW_ENG_20030527.0232-CE63
CE76	APW_ENG_20030527.0232-CE64
CE2	APW_ENG_20030527.0232-CE65
CE77	APW_ENG_20030527.0232-CE66
CE79	APW_ENG_20030527.0232-CE67
CE110	APW_ENG_20030527.0232-CE68
CE81	APW_ENG_20030527.0232-CE69
CE82	APW_ENG_20030527.0232-CE70
CE83	APW_ENG_20030527.0232-CE71
CE84	APW_ENG_20030527.0232-CE72
CE85	APW_ENG_20030527.0232-CE73
CE86	APW_ENG_20030527.0232-CE74
CE87	APW_ENG_20030527.0232-CE75
CE88	APW_ENG_20030527.0232-CE76
CE89	APW_ENG_20030527.0232-CE77
CE90	APW_ENG_20030527.0232-CE78
CE91	APW_ENG_20030527.0232-CE79
CE92	APW_ENG_20030527.0232-CE80
CE93	APW_ENG_20030527.0232-CE81
CE95	APW_ENG_20030527.0232-CE82
CE96	APW_ENG_20030527.0232-CE83
CE97	APW_ENG_20030527.0232-CE84
CE111	APW_ENG_20030527.0232-CE85
CE99	APW_ENG_20030527.0232-CE86
CE100	APW_ENG_20030527.0232-CE87
CE101	APW_ENG_20030527.0232-CE88
CE102	APW_ENG_20030527.0232-CE89
CE103	APW_ENG_20030527.0232-CE90
CE104	APW_ENG_20030527.0232-CE91
CE105	APW_ENG_20030527.0232-CE92
CE106	APW_ENG_20030527.0232-CE93
CE3	APW_ENG_20030527.0232-CE94
CE107	APW_ENG_20030527.0232-CE95
CE108	APW_ENG_20030527.0232-CE96
CE4	APW_ENG_20030527.0232-CE97
CE113	APW_ENG_20030527.0232-CE98
CE5	APW_ENG_20030527.0232-CE99
CE6	APW_ENG_20030527.0232-CE100
