CE9	APW_ENG_20030417.0716-CE1
CE10	APW_ENG_20030417.0716-CE2
CE11	APW_ENG_20030417.0716-CE3
CE12	APW_ENG_20030417.0716-CE4
CE13	APW_ENG_20030417.0716-CE5
CE14	APW_ENG_20030417.0716-CE6
CE15	APW_ENG_20030417.0716-CE7
CE16	APW_ENG_20030417.0716-CE8
CE17	APW_ENG_20030417.0716-CE9
CE18	APW_ENG_20030417.0716-CE10
CE19	APW_ENG_20030417.0716-CE11
CE20	APW_ENG_20030417.0716-CE12
CE21	APW_ENG_20030417.0716-CE13
CE22	APW_ENG_20030417.0716-CE14
CE23	APW_ENG_20030417.0716-CE15
CE1	APW_ENG_20030417.0716-CE16
CE2	APW_ENG_20030417.0716-CE17
CE3	APW_ENG_20030417.0716-CE18
CE4	APW_ENG_20030417.0716-CE19
CE5	APW_ENG_20030417.0716-CE20
CE6	APW_ENG_20030417.0716-CE21
CE7	APW_ENG_20030417.0716-CE22
CE8	APW_ENG_20030417.0716-CE23
E14	APW_ENG_20030417.0716-E1
E15	APW_ENG_20030417.0716-E2
E16	APW_ENG_20030417.0716-E3
E18	APW_ENG_20030417.0716-E4
E19	APW_ENG_20030417.0716-E5
E20	APW_ENG_20030417.0716-E6
E21	APW_ENG_20030417.0716-E7
E22	APW_ENG_20030417.0716-E8
E23	APW_ENG_20030417.0716-E9
E24	APW_ENG_20030417.0716-E10
E25	APW_ENG_20030417.0716-E11
E26	APW_ENG_20030417.0716-E12
E27	APW_ENG_20030417.0716-E13
E28	APW_ENG_20030417.0716-E14
E29	APW_ENG_20030417.0716-E15
E30	APW_ENG_20030417.0716-E16
E31	APW_ENG_20030417.0716-E17
E32	APW_ENG_20030417.0716-E18
E34	APW_ENG_20030417.0716-E19
E35	APW_ENG_20030417.0716-E20
E1	APW_ENG_20030417.0716-E21
E2	APW_ENG_20030417.0716-E22
E3	APW_ENG_20030417.0716-E23
E4	APW_ENG_20030417.0716-E24
E5	APW_ENG_20030417.0716-E25
E6	APW_ENG_20030417.0716-E26
E7	APW_ENG_20030417.0716-E27
E8	APW_ENG_20030417.0716-E28
E9	APW_ENG_20030417.0716-E29
E10	APW_ENG_20030417.0716-E30
E11	APW_ENG_20030417.0716-E31
