CE9	XIN_ENG_20030415.0379-CE1
CE10	XIN_ENG_20030415.0379-CE2
CE11	XIN_ENG_20030415.0379-CE3
CE12	XIN_ENG_20030415.0379-CE4
CE13	XIN_ENG_20030415.0379-CE5
CE14	XIN_ENG_20030415.0379-CE6
CE16	XIN_ENG_20030415.0379-CE7
CE17	XIN_ENG_20030415.0379-CE8
CE1	XIN_ENG_20030415.0379-CE9
CE2	XIN_ENG_20030415.0379-CE10
CE3	XIN_ENG_20030415.0379-CE11
CE4	XIN_ENG_20030415.0379-CE12
CE5	XIN_ENG_20030415.0379-CE13
CE6	XIN_ENG_20030415.0379-CE14
CE7	XIN_ENG_20030415.0379-CE15
CE8	XIN_ENG_20030415.0379-CE16
E12	XIN_ENG_20030415.0379-E1
E13	XIN_ENG_20030415.0379-E2
E14	XIN_ENG_20030415.0379-E3
E15	XIN_ENG_20030415.0379-E4
E16	XIN_ENG_20030415.0379-E5
E17	XIN_ENG_20030415.0379-E6
E18	XIN_ENG_20030415.0379-E7
E19	XIN_ENG_20030415.0379-E8
E21	XIN_ENG_20030415.0379-E9
E22	XIN_ENG_20030415.0379-E10
E23	XIN_ENG_20030415.0379-E11
E1	XIN_ENG_20030415.0379-E12
E2	XIN_ENG_20030415.0379-E13
E3	XIN_ENG_20030415.0379-E14
E4	XIN_ENG_20030415.0379-E15
E5	XIN_ENG_20030415.0379-E16
E6	XIN_ENG_20030415.0379-E17
E7	XIN_ENG_20030415.0379-E18
E8	XIN_ENG_20030415.0379-E19
E9	XIN_ENG_20030415.0379-E20
E10	XIN_ENG_20030415.0379-E21
E11	XIN_ENG_20030415.0379-E22
EM1	XIN_ENG_20030415.0379-E12-1
EM20	XIN_ENG_20030415.0379-E1-2
EM21	XIN_ENG_20030415.0379-E2-3
EM22	XIN_ENG_20030415.0379-E3-4
EM23	XIN_ENG_20030415.0379-E4-5
EM24	XIN_ENG_20030415.0379-E5-6
EM25	XIN_ENG_20030415.0379-E6-7
EM27	XIN_ENG_20030415.0379-E16-8
EM28	XIN_ENG_20030415.0379-E7-9
EM30	XIN_ENG_20030415.0379-E8-10
EM31	XIN_ENG_20030415.0379-E19-11
EM33	XIN_ENG_20030415.0379-E9-12
EM35	XIN_ENG_20030415.0379-E14-13
EM36	XIN_ENG_20030415.0379-E10-14
EM37	XIN_ENG_20030415.0379-E4-15
EM38	XIN_ENG_20030415.0379-E22-16
EM39	XIN_ENG_20030415.0379-E8-17
EM40	XIN_ENG_20030415.0379-E11-18
EM2	XIN_ENG_20030415.0379-E13-19
EM3	XIN_ENG_20030415.0379-E15-20
EM4	XIN_ENG_20030415.0379-E14-21
EM5	XIN_ENG_20030415.0379-E16-22
EM6	XIN_ENG_20030415.0379-E13-23
EM7	XIN_ENG_20030415.0379-E17-24
EM8	XIN_ENG_20030415.0379-E18-25
EM9	XIN_ENG_20030415.0379-E16-26
EM10	XIN_ENG_20030415.0379-E13-27
EM11	XIN_ENG_20030415.0379-E16-28
EM12	XIN_ENG_20030415.0379-E13-29
EM14	XIN_ENG_20030415.0379-E20-30
EM13	XIN_ENG_20030415.0379-E21-31
EM15	XIN_ENG_20030415.0379-E13-32
EM16	XIN_ENG_20030415.0379-E13-33
EM17	XIN_ENG_20030415.0379-E13-34
EM18	XIN_ENG_20030415.0379-E22-35
EM19	XIN_ENG_20030415.0379-E22-36
R1	XIN_ENG_20030415.0379-R1
R2	XIN_ENG_20030415.0379-R2
R3	XIN_ENG_20030415.0379-R3
R4	XIN_ENG_20030415.0379-R4
R5	XIN_ENG_20030415.0379-R5
R6	XIN_ENG_20030415.0379-R6
R7	XIN_ENG_20030415.0379-R7
R8	XIN_ENG_20030415.0379-R8
R9	XIN_ENG_20030415.0379-R9
R10	XIN_ENG_20030415.0379-R10
RM1	XIN_ENG_20030415.0379-R1-1
RM2	XIN_ENG_20030415.0379-R2-1
RM3	XIN_ENG_20030415.0379-R3-1
RM4	XIN_ENG_20030415.0379-R4-1
RM5	XIN_ENG_20030415.0379-R5-1
RM6	XIN_ENG_20030415.0379-R6-1
RM7	XIN_ENG_20030415.0379-R7-1
RM8	XIN_ENG_20030415.0379-R8-1
RM9	XIN_ENG_20030415.0379-R9-1
RM10	XIN_ENG_20030415.0379-R10-1
V2	XIN_ENG_20030415.0379-EV1
V3	XIN_ENG_20030415.0379-EV2
VM2	XIN_ENG_20030415.0379-EV1-1
VM3	XIN_ENG_20030415.0379-EV2-1
Q1	XIN_ENG_20030415.0379-T1
Q2	XIN_ENG_20030415.0379-T2
Q3	XIN_ENG_20030415.0379-T3
Q4	XIN_ENG_20030415.0379-T4
Q5	XIN_ENG_20030415.0379-T5
Q6	XIN_ENG_20030415.0379-V1
Q7	XIN_ENG_20030415.0379-T6
Q8	XIN_ENG_20030415.0379-T7
Q9	XIN_ENG_20030415.0379-T8
QM6	XIN_ENG_20030415.0379-V1-1
