CE11	XIN_ENG_20030610.0299-CE1
CE12	XIN_ENG_20030610.0299-CE2
CE13	XIN_ENG_20030610.0299-CE3
CE14	XIN_ENG_20030610.0299-CE4
CE1	XIN_ENG_20030610.0299-CE5
CE2	XIN_ENG_20030610.0299-CE6
CE3	XIN_ENG_20030610.0299-CE7
CE4	XIN_ENG_20030610.0299-CE8
CE5	XIN_ENG_20030610.0299-CE9
CE6	XIN_ENG_20030610.0299-CE10
CE7	XIN_ENG_20030610.0299-CE11
CE9	XIN_ENG_20030610.0299-CE12
CE10	XIN_ENG_20030610.0299-CE13
E16	XIN_ENG_20030610.0299-E1
E17	XIN_ENG_20030610.0299-E2
E18	XIN_ENG_20030610.0299-E3
E19	XIN_ENG_20030610.0299-E4
E20	XIN_ENG_20030610.0299-E5
E21	XIN_ENG_20030610.0299-E6
E22	XIN_ENG_20030610.0299-E7
E1	XIN_ENG_20030610.0299-E8
E2	XIN_ENG_20030610.0299-E9
E3	XIN_ENG_20030610.0299-E10
E4	XIN_ENG_20030610.0299-E11
E5	XIN_ENG_20030610.0299-E12
E6	XIN_ENG_20030610.0299-E13
E8	XIN_ENG_20030610.0299-E14
E10	XIN_ENG_20030610.0299-E15
E11	XIN_ENG_20030610.0299-E16
E14	XIN_ENG_20030610.0299-E17
E15	XIN_ENG_20030610.0299-E18
EM1	XIN_ENG_20030610.0299-E8-1
EM18	XIN_ENG_20030610.0299-E1-2
EM19	XIN_ENG_20030610.0299-E12-3
EM20	XIN_ENG_20030610.0299-E2-4
EM21	XIN_ENG_20030610.0299-E16-5
EM22	XIN_ENG_20030610.0299-E17-6
EM23	XIN_ENG_20030610.0299-E10-7
EM24	XIN_ENG_20030610.0299-E10-8
EM25	XIN_ENG_20030610.0299-E10-9
EM26	XIN_ENG_20030610.0299-E10-10
EM27	XIN_ENG_20030610.0299-E10-11
EM28	XIN_ENG_20030610.0299-E12-12
EM29	XIN_ENG_20030610.0299-E3-13
EM30	XIN_ENG_20030610.0299-E4-14
EM31	XIN_ENG_20030610.0299-E12-15
EM32	XIN_ENG_20030610.0299-E5-16
EM33	XIN_ENG_20030610.0299-E5-17
EM34	XIN_ENG_20030610.0299-E6-18
EM35	XIN_ENG_20030610.0299-E7-19
EM2	XIN_ENG_20030610.0299-E9-20
EM3	XIN_ENG_20030610.0299-E10-21
EM4	XIN_ENG_20030610.0299-E10-22
EM5	XIN_ENG_20030610.0299-E11-23
EM6	XIN_ENG_20030610.0299-E12-24
EM7	XIN_ENG_20030610.0299-E13-25
EM8	XIN_ENG_20030610.0299-E14-26
EM9	XIN_ENG_20030610.0299-E10-27
EM10	XIN_ENG_20030610.0299-E15-28
EM11	XIN_ENG_20030610.0299-E16-29
EM13	XIN_ENG_20030610.0299-E17-30
EM14	XIN_ENG_20030610.0299-E18-31
EM15	XIN_ENG_20030610.0299-E10-32
EM16	XIN_ENG_20030610.0299-E12-33
EM17	XIN_ENG_20030610.0299-E10-34
R2	XIN_ENG_20030610.0299-R1
R3	XIN_ENG_20030610.0299-R2
R6	XIN_ENG_20030610.0299-R3
R7	XIN_ENG_20030610.0299-R4
R8	XIN_ENG_20030610.0299-R5
R9	XIN_ENG_20030610.0299-R6
R10	XIN_ENG_20030610.0299-R7
RM2	XIN_ENG_20030610.0299-R1-1
RM3	XIN_ENG_20030610.0299-R2-1
RM6	XIN_ENG_20030610.0299-R3-1
RM7	XIN_ENG_20030610.0299-R4-1
RM8	XIN_ENG_20030610.0299-R3-2
RM9	XIN_ENG_20030610.0299-R4-2
RM10	XIN_ENG_20030610.0299-R7-1
V1	XIN_ENG_20030610.0299-EV1
V2	XIN_ENG_20030610.0299-EV2
V4	XIN_ENG_20030610.0299-EV3
VM1	XIN_ENG_20030610.0299-EV1-1
VM2	XIN_ENG_20030610.0299-EV2-1
VM5	XIN_ENG_20030610.0299-EV1-2
VM6	XIN_ENG_20030610.0299-EV3-1
Q1	XIN_ENG_20030610.0299-T1
Q2	XIN_ENG_20030610.0299-T2
Q3	XIN_ENG_20030610.0299-V1
Q4	XIN_ENG_20030610.0299-T3
Q5	XIN_ENG_20030610.0299-T4
Q6	XIN_ENG_20030610.0299-V2
Q7	XIN_ENG_20030610.0299-V3
Q8	XIN_ENG_20030610.0299-T5
Q10	XIN_ENG_20030610.0299-T6
Q11	XIN_ENG_20030610.0299-T7
Q12	XIN_ENG_20030610.0299-T8
Q13	XIN_ENG_20030610.0299-V4
QM3	XIN_ENG_20030610.0299-V1-1
QM6	XIN_ENG_20030610.0299-V2-1
QM7	XIN_ENG_20030610.0299-V3-1
QM13	XIN_ENG_20030610.0299-V4-1
