CE12	APW_ENG_20030318.0689-CE1
CE24	APW_ENG_20030318.0689-CE2
CE14	APW_ENG_20030318.0689-CE3
CE15	APW_ENG_20030318.0689-CE4
CE16	APW_ENG_20030318.0689-CE5
CE17	APW_ENG_20030318.0689-CE6
CE18	APW_ENG_20030318.0689-CE7
CE19	APW_ENG_20030318.0689-CE8
CE20	APW_ENG_20030318.0689-CE9
CE21	APW_ENG_20030318.0689-CE10
CE22	APW_ENG_20030318.0689-CE11
CE23	APW_ENG_20030318.0689-CE12
CE25	APW_ENG_20030318.0689-CE13
CE26	APW_ENG_20030318.0689-CE14
CE27	APW_ENG_20030318.0689-CE15
CE28	APW_ENG_20030318.0689-CE16
CE29	APW_ENG_20030318.0689-CE17
CE30	APW_ENG_20030318.0689-CE18
CE31	APW_ENG_20030318.0689-CE19
CE32	APW_ENG_20030318.0689-CE20
CE33	APW_ENG_20030318.0689-CE21
CE34	APW_ENG_20030318.0689-CE22
CE35	APW_ENG_20030318.0689-CE23
CE36	APW_ENG_20030318.0689-CE24
CE37	APW_ENG_20030318.0689-CE25
CE1	APW_ENG_20030318.0689-CE26
CE38	APW_ENG_20030318.0689-CE27
CE39	APW_ENG_20030318.0689-CE28
CE40	APW_ENG_20030318.0689-CE29
CE41	APW_ENG_20030318.0689-CE30
CE42	APW_ENG_20030318.0689-CE31
CE43	APW_ENG_20030318.0689-CE32
CE44	APW_ENG_20030318.0689-CE33
CE45	APW_ENG_20030318.0689-CE34
CE46	APW_ENG_20030318.0689-CE35
CE47	APW_ENG_20030318.0689-CE36
CE48	APW_ENG_20030318.0689-CE37
CE49	APW_ENG_20030318.0689-CE38
CE50	APW_ENG_20030318.0689-CE39
CE51	APW_ENG_20030318.0689-CE40
CE52	APW_ENG_20030318.0689-CE41
CE53	APW_ENG_20030318.0689-CE42
CE54	APW_ENG_20030318.0689-CE43
CE55	APW_ENG_20030318.0689-CE44
CE56	APW_ENG_20030318.0689-CE45
CE57	APW_ENG_20030318.0689-CE46
CE58	APW_ENG_20030318.0689-CE47
CE59	APW_ENG_20030318.0689-CE48
CE60	APW_ENG_20030318.0689-CE49
CE61	APW_ENG_20030318.0689-CE50
CE2	APW_ENG_20030318.0689-CE51
CE62	APW_ENG_20030318.0689-CE52
CE63	APW_ENG_20030318.0689-CE53
CE64	APW_ENG_20030318.0689-CE54
CE65	APW_ENG_20030318.0689-CE55
CE66	APW_ENG_20030318.0689-CE56
CE3	APW_ENG_20030318.0689-CE57
CE4	APW_ENG_20030318.0689-CE58
CE5	APW_ENG_20030318.0689-CE59
CE6	APW_ENG_20030318.0689-CE60
CE7	APW_ENG_20030318.0689-CE61
CE8	APW_ENG_20030318.0689-CE62
CE9	APW_ENG_20030318.0689-CE63
CE10	APW_ENG_20030318.0689-CE64
CE11	APW_ENG_20030318.0689-CE65
E17	APW_ENG_20030318.0689-E1
E18	APW_ENG_20030318.0689-E2
E19	APW_ENG_20030318.0689-E3
E21	APW_ENG_20030318.0689-E4
E22	APW_ENG_20030318.0689-E5
E23	APW_ENG_20030318.0689-E6
E24	APW_ENG_20030318.0689-E7
E25	APW_ENG_20030318.0689-E8
E26	APW_ENG_20030318.0689-E9
E27	APW_ENG_20030318.0689-E10
E28	APW_ENG_20030318.0689-E11
E41	APW_ENG_20030318.0689-E12
E29	APW_ENG_20030318.0689-E13
E30	APW_ENG_20030318.0689-E14
E31	APW_ENG_20030318.0689-E15
E32	APW_ENG_20030318.0689-E16
E33	APW_ENG_20030318.0689-E17
