CE11	FLOPPINGACES_20041228.0927.010-CE1
CE12	FLOPPINGACES_20041228.0927.010-CE2
CE13	FLOPPINGACES_20041228.0927.010-CE3
CE14	FLOPPINGACES_20041228.0927.010-CE4
CE15	FLOPPINGACES_20041228.0927.010-CE5
CE16	FLOPPINGACES_20041228.0927.010-CE6
CE17	FLOPPINGACES_20041228.0927.010-CE7
CE18	FLOPPINGACES_20041228.0927.010-CE8
CE19	FLOPPINGACES_20041228.0927.010-CE9
CE20	FLOPPINGACES_20041228.0927.010-CE10
CE21	FLOPPINGACES_20041228.0927.010-CE11
CE22	FLOPPINGACES_20041228.0927.010-CE12
CE24	FLOPPINGACES_20041228.0927.010-CE13
CE25	FLOPPINGACES_20041228.0927.010-CE14
CE26	FLOPPINGACES_20041228.0927.010-CE15
CE27	FLOPPINGACES_20041228.0927.010-CE16
CE28	FLOPPINGACES_20041228.0927.010-CE17
CE30	FLOPPINGACES_20041228.0927.010-CE18
CE31	FLOPPINGACES_20041228.0927.010-CE19
CE32	FLOPPINGACES_20041228.0927.010-CE20
CE33	FLOPPINGACES_20041228.0927.010-CE21
CE1	FLOPPINGACES_20041228.0927.010-CE22
CE34	FLOPPINGACES_20041228.0927.010-CE23
CE35	FLOPPINGACES_20041228.0927.010-CE24
CE36	FLOPPINGACES_20041228.0927.010-CE25
CE37	FLOPPINGACES_20041228.0927.010-CE26
CE38	FLOPPINGACES_20041228.0927.010-CE27
CE39	FLOPPINGACES_20041228.0927.010-CE28
CE40	FLOPPINGACES_20041228.0927.010-CE29
CE41	FLOPPINGACES_20041228.0927.010-CE30
CE42	FLOPPINGACES_20041228.0927.010-CE31
CE43	FLOPPINGACES_20041228.0927.010-CE32
CE44	FLOPPINGACES_20041228.0927.010-CE33
CE45	FLOPPINGACES_20041228.0927.010-CE34
CE46	FLOPPINGACES_20041228.0927.010-CE35
CE47	FLOPPINGACES_20041228.0927.010-CE36
CE48	FLOPPINGACES_20041228.0927.010-CE37
CE49	FLOPPINGACES_20041228.0927.010-CE38
CE51	FLOPPINGACES_20041228.0927.010-CE39
CE2	FLOPPINGACES_20041228.0927.010-CE40
CE3	FLOPPINGACES_20041228.0927.010-CE41
CE4	FLOPPINGACES_20041228.0927.010-CE42
CE5	FLOPPINGACES_20041228.0927.010-CE43
CE6	FLOPPINGACES_20041228.0927.010-CE44
CE7	FLOPPINGACES_20041228.0927.010-CE45
CE9	FLOPPINGACES_20041228.0927.010-CE46
CE10	FLOPPINGACES_20041228.0927.010-CE47
E16	FLOPPINGACES_20041228.0927.010-E1
E17	FLOPPINGACES_20041228.0927.010-E2
E18	FLOPPINGACES_20041228.0927.010-E3
E19	FLOPPINGACES_20041228.0927.010-E4
E20	FLOPPINGACES_20041228.0927.010-E5
E21	FLOPPINGACES_20041228.0927.010-E6
E23	FLOPPINGACES_20041228.0927.010-E7
E25	FLOPPINGACES_20041228.0927.010-E8
E26	FLOPPINGACES_20041228.0927.010-E9
E28	FLOPPINGACES_20041228.0927.010-E10
E29	FLOPPINGACES_20041228.0927.010-E11
E30	FLOPPINGACES_20041228.0927.010-E12
E31	FLOPPINGACES_20041228.0927.010-E13
E32	FLOPPINGACES_20041228.0927.010-E14
E33	FLOPPINGACES_20041228.0927.010-E15
E37	FLOPPINGACES_20041228.0927.010-E16
E38	FLOPPINGACES_20041228.0927.010-E17
E1	FLOPPINGACES_20041228.0927.010-E18
E40	FLOPPINGACES_20041228.0927.010-E19
E41	FLOPPINGACES_20041228.0927.010-E20
E42	FLOPPINGACES_20041228.0927.010-E21
E43	FLOPPINGACES_20041228.0927.010-E22
E45	FLOPPINGACES_20041228.0927.010-E23
E46	FLOPPINGACES_20041228.0927.010-E24
E47	FLOPPINGACES_20041228.0927.010-E25
E48	FLOPPINGACES_20041228.0927.010-E26
E49	FLOPPINGACES_20041228.0927.010-E27
E50	FLOPPINGACES_20041228.0927.010-E28
E51	FLOPPINGACES_20041228.0927.010-E29
E52	FLOPPINGACES_20041228.0927.010-E30
E53	FLOPPINGACES_20041228.0927.010-E31
E54	FLOPPINGACES_20041228.0927.010-E32
E55	FLOPPINGACES_20041228.0927.010-E33
E56	FLOPPINGACES_20041228.0927.010-E34
E57	FLOPPINGACES_20041228.0927.010-E35
E58	FLOPPINGACES_20041228.0927.010-E36
E59	FLOPPINGACES_20041228.0927.010-E37
E60	FLOPPINGACES_20041228.0927.010-E38
E61	FLOPPINGACES_20041228.0927.010-E39
E62	FLOPPINGACES_20041228.0927.010-E40
E63	FLOPPINGACES_20041228.0927.010-E41
E64	FLOPPINGACES_20041228.0927.010-E42
E66	FLOPPINGACES_20041228.0927.010-E43
E67	FLOPPINGACES_20041228.0927.010-E44
E69	FLOPPINGACES_20041228.0927.010-E45
E2	FLOPPINGACES_20041228.0927.010-E46
E71	FLOPPINGACES_20041228.0927.010-E47
E3	FLOPPINGACES_20041228.0927.010-E48
E4	FLOPPINGACES_20041228.0927.010-E49
E5	FLOPPINGACES_20041228.0927.010-E50
E6	FLOPPINGACES_20041228.0927.010-E51
E7	FLOPPINGACES_20041228.0927.010-E52
