CE9	MARKETVIEW_20050204.1337-CE1
CE10	MARKETVIEW_20050204.1337-CE2
CE11	MARKETVIEW_20050204.1337-CE3
CE12	MARKETVIEW_20050204.1337-CE4
CE1	MARKETVIEW_20050204.1337-CE5
CE2	MARKETVIEW_20050204.1337-CE6
CE3	MARKETVIEW_20050204.1337-CE7
CE4	MARKETVIEW_20050204.1337-CE8
CE5	MARKETVIEW_20050204.1337-CE9
CE7	MARKETVIEW_20050204.1337-CE10
CE8	MARKETVIEW_20050204.1337-CE11
E15	MARKETVIEW_20050204.1337-E1
E16	MARKETVIEW_20050204.1337-E2
E17	MARKETVIEW_20050204.1337-E3
E18	MARKETVIEW_20050204.1337-E4
E19	MARKETVIEW_20050204.1337-E5
E20	MARKETVIEW_20050204.1337-E6
E21	MARKETVIEW_20050204.1337-E7
E1	MARKETVIEW_20050204.1337-E8
E2	MARKETVIEW_20050204.1337-E9
E3	MARKETVIEW_20050204.1337-E10
E4	MARKETVIEW_20050204.1337-E11
E5	MARKETVIEW_20050204.1337-E12
E6	MARKETVIEW_20050204.1337-E13
E9	MARKETVIEW_20050204.1337-E14
E10	MARKETVIEW_20050204.1337-E15
E11	MARKETVIEW_20050204.1337-E16
E12	MARKETVIEW_20050204.1337-E17
E14	MARKETVIEW_20050204.1337-E18
EM1	MARKETVIEW_20050204.1337-E8-1
EM15	MARKETVIEW_20050204.1337-E11-2
EM17	MARKETVIEW_20050204.1337-E1-3
EM18	MARKETVIEW_20050204.1337-E2-4
EM19	MARKETVIEW_20050204.1337-E2-5
EM20	MARKETVIEW_20050204.1337-E11-6
EM21	MARKETVIEW_20050204.1337-E3-7
EM22	MARKETVIEW_20050204.1337-E4-8
EM23	MARKETVIEW_20050204.1337-E11-9
EM24	MARKETVIEW_20050204.1337-E11-10
EM25	MARKETVIEW_20050204.1337-E5-11
EM26	MARKETVIEW_20050204.1337-E10-12
EM27	MARKETVIEW_20050204.1337-E11-13
EM28	MARKETVIEW_20050204.1337-E6-14
EM29	MARKETVIEW_20050204.1337-E9-15
EM30	MARKETVIEW_20050204.1337-E7-16
EM31	MARKETVIEW_20050204.1337-E3-17
EM2	MARKETVIEW_20050204.1337-E9-18
EM3	MARKETVIEW_20050204.1337-E8-19
EM4	MARKETVIEW_20050204.1337-E10-20
EM5	MARKETVIEW_20050204.1337-E11-21
EM6	MARKETVIEW_20050204.1337-E12-22
EM7	MARKETVIEW_20050204.1337-E13-23
EM8	MARKETVIEW_20050204.1337-E13-24
EM32	MARKETVIEW_20050204.1337-E9-25
EM9	MARKETVIEW_20050204.1337-E14-26
EM10	MARKETVIEW_20050204.1337-E15-27
EM11	MARKETVIEW_20050204.1337-E16-28
EM12	MARKETVIEW_20050204.1337-E17-29
EM16	MARKETVIEW_20050204.1337-E11-30
EM13	MARKETVIEW_20050204.1337-E11-31
EM14	MARKETVIEW_20050204.1337-E18-32
R1	MARKETVIEW_20050204.1337-R1
R2	MARKETVIEW_20050204.1337-R2
R2	MARKETVIEW_20050204.1337-R3
RM1	MARKETVIEW_20050204.1337-R1-1
RM2	MARKETVIEW_20050204.1337-R2-1
RM3	MARKETVIEW_20050204.1337-R3-1
Q1	MARKETVIEW_20050204.1337-T1
Q2	MARKETVIEW_20050204.1337-T2
Q3	MARKETVIEW_20050204.1337-V1
Q4	MARKETVIEW_20050204.1337-V2
QM3	MARKETVIEW_20050204.1337-V1-1
QM4	MARKETVIEW_20050204.1337-V2-1
