CE9	OIADVANTAGE_20050203.2102-CE1
CE10	OIADVANTAGE_20050203.2102-CE2
CE11	OIADVANTAGE_20050203.2102-CE3
CE12	OIADVANTAGE_20050203.2102-CE4
CE13	OIADVANTAGE_20050203.2102-CE5
CE1	OIADVANTAGE_20050203.2102-CE6
CE2	OIADVANTAGE_20050203.2102-CE7
CE3	OIADVANTAGE_20050203.2102-CE8
CE4	OIADVANTAGE_20050203.2102-CE9
CE5	OIADVANTAGE_20050203.2102-CE10
CE6	OIADVANTAGE_20050203.2102-CE11
CE7	OIADVANTAGE_20050203.2102-CE12
CE8	OIADVANTAGE_20050203.2102-CE13
E9	OIADVANTAGE_20050203.2102-E1
E10	OIADVANTAGE_20050203.2102-E2
E11	OIADVANTAGE_20050203.2102-E3
E12	OIADVANTAGE_20050203.2102-E4
E13	OIADVANTAGE_20050203.2102-E5
E14	OIADVANTAGE_20050203.2102-E6
E15	OIADVANTAGE_20050203.2102-E7
E1	OIADVANTAGE_20050203.2102-E8
E2	OIADVANTAGE_20050203.2102-E9
E3	OIADVANTAGE_20050203.2102-E10
E4	OIADVANTAGE_20050203.2102-E11
E5	OIADVANTAGE_20050203.2102-E12
E6	OIADVANTAGE_20050203.2102-E13
E7	OIADVANTAGE_20050203.2102-E14
E8	OIADVANTAGE_20050203.2102-E15
EM1	OIADVANTAGE_20050203.2102-E8-1
EM23	OIADVANTAGE_20050203.2102-E15-2
EM24	OIADVANTAGE_20050203.2102-E15-3
EM25	OIADVANTAGE_20050203.2102-E1-4
EM26	OIADVANTAGE_20050203.2102-E2-5
EM22	OIADVANTAGE_20050203.2102-E2-6
EM27	OIADVANTAGE_20050203.2102-E15-7
EM28	OIADVANTAGE_20050203.2102-E15-8
EM29	OIADVANTAGE_20050203.2102-E9-9
EM30	OIADVANTAGE_20050203.2102-E14-10
EM31	OIADVANTAGE_20050203.2102-E9-11
EM32	OIADVANTAGE_20050203.2102-E15-12
EM33	OIADVANTAGE_20050203.2102-E8-13
EM34	OIADVANTAGE_20050203.2102-E3-14
EM35	OIADVANTAGE_20050203.2102-E4-15
EM36	OIADVANTAGE_20050203.2102-E5-16
EM37	OIADVANTAGE_20050203.2102-E15-17
EM38	OIADVANTAGE_20050203.2102-E6-18
EM19	OIADVANTAGE_20050203.2102-E7-19
EM2	OIADVANTAGE_20050203.2102-E9-20
EM3	OIADVANTAGE_20050203.2102-E8-21
EM4	OIADVANTAGE_20050203.2102-E8-22
EM5	OIADVANTAGE_20050203.2102-E8-23
EM6	OIADVANTAGE_20050203.2102-E8-24
EM7	OIADVANTAGE_20050203.2102-E10-25
EM8	OIADVANTAGE_20050203.2102-E11-26
EM9	OIADVANTAGE_20050203.2102-E12-27
EM10	OIADVANTAGE_20050203.2102-E9-28
EM11	OIADVANTAGE_20050203.2102-E9-29
EM39	OIADVANTAGE_20050203.2102-E8-30
EM13	OIADVANTAGE_20050203.2102-E9-31
EM14	OIADVANTAGE_20050203.2102-E13-32
EM15	OIADVANTAGE_20050203.2102-E14-33
EM16	OIADVANTAGE_20050203.2102-E13-34
EM17	OIADVANTAGE_20050203.2102-E9-35
EM18	OIADVANTAGE_20050203.2102-E9-36
EM20	OIADVANTAGE_20050203.2102-E15-37
EM21	OIADVANTAGE_20050203.2102-E15-38
Q1	OIADVANTAGE_20050203.2102-T1
