CE14	BACONSREBELLION_20050218.1214-CE1
CE15	BACONSREBELLION_20050218.1214-CE2
CE17	BACONSREBELLION_20050218.1214-CE3
CE18	BACONSREBELLION_20050218.1214-CE4
CE19	BACONSREBELLION_20050218.1214-CE5
CE20	BACONSREBELLION_20050218.1214-CE6
CE21	BACONSREBELLION_20050218.1214-CE7
CE22	BACONSREBELLION_20050218.1214-CE8
CE23	BACONSREBELLION_20050218.1214-CE9
CE24	BACONSREBELLION_20050218.1214-CE10
CE30	BACONSREBELLION_20050218.1214-CE11
CE27	BACONSREBELLION_20050218.1214-CE12
CE31	BACONSREBELLION_20050218.1214-CE13
CE32	BACONSREBELLION_20050218.1214-CE14
CE33	BACONSREBELLION_20050218.1214-CE15
CE35	BACONSREBELLION_20050218.1214-CE16
CE36	BACONSREBELLION_20050218.1214-CE17
CE37	BACONSREBELLION_20050218.1214-CE18
CE38	BACONSREBELLION_20050218.1214-CE19
CE39	BACONSREBELLION_20050218.1214-CE20
CE40	BACONSREBELLION_20050218.1214-CE21
CE41	BACONSREBELLION_20050218.1214-CE22
CE42	BACONSREBELLION_20050218.1214-CE23
CE43	BACONSREBELLION_20050218.1214-CE24
CE44	BACONSREBELLION_20050218.1214-CE25
CE1	BACONSREBELLION_20050218.1214-CE26
CE2	BACONSREBELLION_20050218.1214-CE27
CE3	BACONSREBELLION_20050218.1214-CE28
CE5	BACONSREBELLION_20050218.1214-CE29
CE28	BACONSREBELLION_20050218.1214-CE30
CE7	BACONSREBELLION_20050218.1214-CE31
CE8	BACONSREBELLION_20050218.1214-CE32
CE9	BACONSREBELLION_20050218.1214-CE33
CE10	BACONSREBELLION_20050218.1214-CE34
CE29	BACONSREBELLION_20050218.1214-CE35
CE12	BACONSREBELLION_20050218.1214-CE36
CE13	BACONSREBELLION_20050218.1214-CE37
E16	BACONSREBELLION_20050218.1214-E1
E17	BACONSREBELLION_20050218.1214-E2
E19	BACONSREBELLION_20050218.1214-E3
E20	BACONSREBELLION_20050218.1214-E4
