CE8	MARKBACKER_20041216.0656-CE1
CE9	MARKBACKER_20041216.0656-CE2
CE10	MARKBACKER_20041216.0656-CE3
CE11	MARKBACKER_20041216.0656-CE4
CE12	MARKBACKER_20041216.0656-CE5
CE13	MARKBACKER_20041216.0656-CE6
CE14	MARKBACKER_20041216.0656-CE7
CE15	MARKBACKER_20041216.0656-CE8
CE16	MARKBACKER_20041216.0656-CE9
CE17	MARKBACKER_20041216.0656-CE10
CE18	MARKBACKER_20041216.0656-CE11
CE19	MARKBACKER_20041216.0656-CE12
CE20	MARKBACKER_20041216.0656-CE13
CE21	MARKBACKER_20041216.0656-CE14
CE22	MARKBACKER_20041216.0656-CE15
CE1	MARKBACKER_20041216.0656-CE16
CE2	MARKBACKER_20041216.0656-CE17
CE3	MARKBACKER_20041216.0656-CE18
CE4	MARKBACKER_20041216.0656-CE19
CE5	MARKBACKER_20041216.0656-CE20
CE6	MARKBACKER_20041216.0656-CE21
CE7	MARKBACKER_20041216.0656-CE22
E8	MARKBACKER_20041216.0656-E1
E9	MARKBACKER_20041216.0656-E2
E10	MARKBACKER_20041216.0656-E3
E11	MARKBACKER_20041216.0656-E4
E12	MARKBACKER_20041216.0656-E5
E13	MARKBACKER_20041216.0656-E6
E14	MARKBACKER_20041216.0656-E7
E15	MARKBACKER_20041216.0656-E8
E16	MARKBACKER_20041216.0656-E9
E17	MARKBACKER_20041216.0656-E10
E18	MARKBACKER_20041216.0656-E11
E20	MARKBACKER_20041216.0656-E12
E21	MARKBACKER_20041216.0656-E13
E22	MARKBACKER_20041216.0656-E14
E23	MARKBACKER_20041216.0656-E15
E24	MARKBACKER_20041216.0656-E16
E1	MARKBACKER_20041216.0656-E17
E25	MARKBACKER_20041216.0656-E18
E26	MARKBACKER_20041216.0656-E19
E27	MARKBACKER_20041216.0656-E20
E28	MARKBACKER_20041216.0656-E21
E2	MARKBACKER_20041216.0656-E22
E3	MARKBACKER_20041216.0656-E23
E4	MARKBACKER_20041216.0656-E24
E5	MARKBACKER_20041216.0656-E25
E6	MARKBACKER_20041216.0656-E26
E7	MARKBACKER_20041216.0656-E27
EM1	MARKBACKER_20041216.0656-E17-1
EM24	MARKBACKER_20041216.0656-E23-2
EM25	MARKBACKER_20041216.0656-E1-3
EM26	MARKBACKER_20041216.0656-E23-4
EM27	MARKBACKER_20041216.0656-E23-5
EM28	MARKBACKER_20041216.0656-E1-6
EM29	MARKBACKER_20041216.0656-E23-7
EM30	MARKBACKER_20041216.0656-E23-8
EM31	MARKBACKER_20041216.0656-E23-9
EM32	MARKBACKER_20041216.0656-E2-10
EM33	MARKBACKER_20041216.0656-E23-11
EM34	MARKBACKER_20041216.0656-E24-12
EM35	MARKBACKER_20041216.0656-E3-13
EM36	MARKBACKER_20041216.0656-E23-14
EM37	MARKBACKER_20041216.0656-E24-15
EM38	MARKBACKER_20041216.0656-E24-16
EM39	MARKBACKER_20041216.0656-E4-17
EM40	MARKBACKER_20041216.0656-E5-18
EM41	MARKBACKER_20041216.0656-E6-19
EM91	MARKBACKER_20041216.0656-E17-20
EM43	MARKBACKER_20041216.0656-E7-21
EM44	MARKBACKER_20041216.0656-E7-22
EM45	MARKBACKER_20041216.0656-E8-23
EM46	MARKBACKER_20041216.0656-E23-24
EM47	MARKBACKER_20041216.0656-E9-25
EM48	MARKBACKER_20041216.0656-E10-26
EM49	MARKBACKER_20041216.0656-E11-27
EM50	MARKBACKER_20041216.0656-E12-28
EM51	MARKBACKER_20041216.0656-E6-29
EM52	MARKBACKER_20041216.0656-E17-30
EM53	MARKBACKER_20041216.0656-E13-31
EM54	MARKBACKER_20041216.0656-E23-32
EM55	MARKBACKER_20041216.0656-E14-33
EM56	MARKBACKER_20041216.0656-E24-34
EM57	MARKBACKER_20041216.0656-E23-35
EM58	MARKBACKER_20041216.0656-E23-36
EM59	MARKBACKER_20041216.0656-E15-37
EM60	MARKBACKER_20041216.0656-E23-38
EM61	MARKBACKER_20041216.0656-E24-39
EM62	MARKBACKER_20041216.0656-E16-40
EM63	MARKBACKER_20041216.0656-E24-41
EM64	MARKBACKER_20041216.0656-E23-42
EM65	MARKBACKER_20041216.0656-E17-43
EM66	MARKBACKER_20041216.0656-E25-44
EM67	MARKBACKER_20041216.0656-E23-45
EM68	MARKBACKER_20041216.0656-E17-46
EM69	MARKBACKER_20041216.0656-E23-47
EM70	MARKBACKER_20041216.0656-E23-48
EM71	MARKBACKER_20041216.0656-E23-49
EM72	MARKBACKER_20041216.0656-E18-50
EM73	MARKBACKER_20041216.0656-E19-51
EM74	MARKBACKER_20041216.0656-E20-52
EM75	MARKBACKER_20041216.0656-E17-53
EM76	MARKBACKER_20041216.0656-E21-54
EM77	MARKBACKER_20041216.0656-E6-55
EM78	MARKBACKER_20041216.0656-E4-56
EM79	MARKBACKER_20041216.0656-E5-57
EM80	MARKBACKER_20041216.0656-E6-58
EM81	MARKBACKER_20041216.0656-E17-59
EM82	MARKBACKER_20041216.0656-E17-60
EM83	MARKBACKER_20041216.0656-E17-61
EM84	MARKBACKER_20041216.0656-E24-62
EM86	MARKBACKER_20041216.0656-E14-63
EM87	MARKBACKER_20041216.0656-E14-64
EM88	MARKBACKER_20041216.0656-E23-65
EM2	MARKBACKER_20041216.0656-E22-66
EM90	MARKBACKER_20041216.0656-E23-67
EM3	MARKBACKER_20041216.0656-E17-68
EM4	MARKBACKER_20041216.0656-E23-69
EM5	MARKBACKER_20041216.0656-E23-70
EM6	MARKBACKER_20041216.0656-E24-71
EM7	MARKBACKER_20041216.0656-E24-72
EM8	MARKBACKER_20041216.0656-E24-73
EM9	MARKBACKER_20041216.0656-E23-74
EM10	MARKBACKER_20041216.0656-E23-75
EM11	MARKBACKER_20041216.0656-E23-76
EM12	MARKBACKER_20041216.0656-E23-77
EM13	MARKBACKER_20041216.0656-E24-78
EM14	MARKBACKER_20041216.0656-E24-79
EM15	MARKBACKER_20041216.0656-E23-80
EM16	MARKBACKER_20041216.0656-E24-81
EM17	MARKBACKER_20041216.0656-E25-82
EM18	MARKBACKER_20041216.0656-E23-83
EM19	MARKBACKER_20041216.0656-E23-84
EM20	MARKBACKER_20041216.0656-E26-85
EM21	MARKBACKER_20041216.0656-E27-86
EM22	MARKBACKER_20041216.0656-E23-87
EM23	MARKBACKER_20041216.0656-E23-88
R2	MARKBACKER_20041216.0656-R1
R3	MARKBACKER_20041216.0656-R2
R4	MARKBACKER_20041216.0656-R3
R5	MARKBACKER_20041216.0656-R4
R6	MARKBACKER_20041216.0656-R5
R7	MARKBACKER_20041216.0656-R6
R8	MARKBACKER_20041216.0656-R7
R9	MARKBACKER_20041216.0656-R8
R10	MARKBACKER_20041216.0656-R9
RM2	MARKBACKER_20041216.0656-R1-1
RM3	MARKBACKER_20041216.0656-R2-1
RM4	MARKBACKER_20041216.0656-R3-1
RM5	MARKBACKER_20041216.0656-R4-1
RM6	MARKBACKER_20041216.0656-R5-1
RM7	MARKBACKER_20041216.0656-R6-1
RM8	MARKBACKER_20041216.0656-R7-1
RM9	MARKBACKER_20041216.0656-R3-2
RM12	MARKBACKER_20041216.0656-R5-2
V1	MARKBACKER_20041216.0656-EV1
V2	MARKBACKER_20041216.0656-EV2
V3	MARKBACKER_20041216.0656-EV3
VM1	MARKBACKER_20041216.0656-EV1-1
