CE12	MARKETVIEW_20050105.1901-CE1
CE13	MARKETVIEW_20050105.1901-CE2
CE14	MARKETVIEW_20050105.1901-CE3
CE15	MARKETVIEW_20050105.1901-CE4
CE16	MARKETVIEW_20050105.1901-CE5
CE17	MARKETVIEW_20050105.1901-CE6
CE18	MARKETVIEW_20050105.1901-CE7
CE20	MARKETVIEW_20050105.1901-CE8
CE1	MARKETVIEW_20050105.1901-CE9
CE2	MARKETVIEW_20050105.1901-CE10
CE3	MARKETVIEW_20050105.1901-CE11
CE4	MARKETVIEW_20050105.1901-CE12
CE5	MARKETVIEW_20050105.1901-CE13
CE6	MARKETVIEW_20050105.1901-CE14
CE7	MARKETVIEW_20050105.1901-CE15
CE9	MARKETVIEW_20050105.1901-CE16
CE10	MARKETVIEW_20050105.1901-CE17
CE11	MARKETVIEW_20050105.1901-CE18
E13	MARKETVIEW_20050105.1901-E1
E14	MARKETVIEW_20050105.1901-E2
E15	MARKETVIEW_20050105.1901-E3
E16	MARKETVIEW_20050105.1901-E4
E17	MARKETVIEW_20050105.1901-E5
E18	MARKETVIEW_20050105.1901-E6
E19	MARKETVIEW_20050105.1901-E7
E20	MARKETVIEW_20050105.1901-E8
E21	MARKETVIEW_20050105.1901-E9
E24	MARKETVIEW_20050105.1901-E10
E26	MARKETVIEW_20050105.1901-E11
E1	MARKETVIEW_20050105.1901-E12
E2	MARKETVIEW_20050105.1901-E13
E3	MARKETVIEW_20050105.1901-E14
E5	MARKETVIEW_20050105.1901-E15
E6	MARKETVIEW_20050105.1901-E16
E7	MARKETVIEW_20050105.1901-E17
E8	MARKETVIEW_20050105.1901-E18
E10	MARKETVIEW_20050105.1901-E19
E11	MARKETVIEW_20050105.1901-E20
E12	MARKETVIEW_20050105.1901-E21
EM16	MARKETVIEW_20050105.1901-E1-1
EM17	MARKETVIEW_20050105.1901-E2-2
EM18	MARKETVIEW_20050105.1901-E3-3
EM19	MARKETVIEW_20050105.1901-E16-4
EM20	MARKETVIEW_20050105.1901-E4-5
EM21	MARKETVIEW_20050105.1901-E5-6
EM22	MARKETVIEW_20050105.1901-E5-7
EM23	MARKETVIEW_20050105.1901-E6-8
EM24	MARKETVIEW_20050105.1901-E20-9
EM25	MARKETVIEW_20050105.1901-E16-10
EM26	MARKETVIEW_20050105.1901-E7-11
EM27	MARKETVIEW_20050105.1901-E8-12
EM28	MARKETVIEW_20050105.1901-E16-13
EM29	MARKETVIEW_20050105.1901-E16-14
EM30	MARKETVIEW_20050105.1901-E9-15
EM41	MARKETVIEW_20050105.1901-E20-16
EM34	MARKETVIEW_20050105.1901-E12-17
EM35	MARKETVIEW_20050105.1901-E12-18
EM36	MARKETVIEW_20050105.1901-E10-19
EM37	MARKETVIEW_20050105.1901-E16-20
EM38	MARKETVIEW_20050105.1901-E13-21
EM39	MARKETVIEW_20050105.1901-E20-22
EM40	MARKETVIEW_20050105.1901-E11-23
EM1	MARKETVIEW_20050105.1901-E12-24
EM2	MARKETVIEW_20050105.1901-E12-25
EM3	MARKETVIEW_20050105.1901-E13-26
EM4	MARKETVIEW_20050105.1901-E13-27
EM5	MARKETVIEW_20050105.1901-E14-28
EM6	MARKETVIEW_20050105.1901-E15-29
EM7	MARKETVIEW_20050105.1901-E16-30
EM8	MARKETVIEW_20050105.1901-E17-31
EM9	MARKETVIEW_20050105.1901-E18-32
EM11	MARKETVIEW_20050105.1901-E19-33
EM12	MARKETVIEW_20050105.1901-E20-34
EM13	MARKETVIEW_20050105.1901-E20-35
EM14	MARKETVIEW_20050105.1901-E21-36
EM15	MARKETVIEW_20050105.1901-E1-37
R1	MARKETVIEW_20050105.1901-R1
RM1	MARKETVIEW_20050105.1901-R1-1
Q1	MARKETVIEW_20050105.1901-T1
Q2	MARKETVIEW_20050105.1901-T2
Q3	MARKETVIEW_20050105.1901-T3
Q4	MARKETVIEW_20050105.1901-T4
