CE9	FLOPPINGACES_20041117.2002.024-CE1
CE10	FLOPPINGACES_20041117.2002.024-CE2
CE11	FLOPPINGACES_20041117.2002.024-CE3
CE12	FLOPPINGACES_20041117.2002.024-CE4
CE13	FLOPPINGACES_20041117.2002.024-CE5
CE14	FLOPPINGACES_20041117.2002.024-CE6
CE15	FLOPPINGACES_20041117.2002.024-CE7
CE16	FLOPPINGACES_20041117.2002.024-CE8
CE17	FLOPPINGACES_20041117.2002.024-CE9
CE18	FLOPPINGACES_20041117.2002.024-CE10
CE19	FLOPPINGACES_20041117.2002.024-CE11
CE20	FLOPPINGACES_20041117.2002.024-CE12
CE21	FLOPPINGACES_20041117.2002.024-CE13
CE22	FLOPPINGACES_20041117.2002.024-CE14
CE26	FLOPPINGACES_20041117.2002.024-CE15
CE24	FLOPPINGACES_20041117.2002.024-CE16
CE25	FLOPPINGACES_20041117.2002.024-CE17
CE27	FLOPPINGACES_20041117.2002.024-CE18
CE28	FLOPPINGACES_20041117.2002.024-CE19
CE29	FLOPPINGACES_20041117.2002.024-CE20
CE31	FLOPPINGACES_20041117.2002.024-CE21
CE32	FLOPPINGACES_20041117.2002.024-CE22
CE1	FLOPPINGACES_20041117.2002.024-CE23
CE33	FLOPPINGACES_20041117.2002.024-CE24
CE34	FLOPPINGACES_20041117.2002.024-CE25
CE35	FLOPPINGACES_20041117.2002.024-CE26
CE36	FLOPPINGACES_20041117.2002.024-CE27
CE37	FLOPPINGACES_20041117.2002.024-CE28
CE38	FLOPPINGACES_20041117.2002.024-CE29
CE39	FLOPPINGACES_20041117.2002.024-CE30
CE40	FLOPPINGACES_20041117.2002.024-CE31
CE41	FLOPPINGACES_20041117.2002.024-CE32
CE42	FLOPPINGACES_20041117.2002.024-CE33
CE43	FLOPPINGACES_20041117.2002.024-CE34
CE2	FLOPPINGACES_20041117.2002.024-CE35
CE3	FLOPPINGACES_20041117.2002.024-CE36
CE4	FLOPPINGACES_20041117.2002.024-CE37
CE5	FLOPPINGACES_20041117.2002.024-CE38
CE6	FLOPPINGACES_20041117.2002.024-CE39
CE7	FLOPPINGACES_20041117.2002.024-CE40
CE8	FLOPPINGACES_20041117.2002.024-CE41
E16	FLOPPINGACES_20041117.2002.024-E1
E17	FLOPPINGACES_20041117.2002.024-E2
E18	FLOPPINGACES_20041117.2002.024-E3
E19	FLOPPINGACES_20041117.2002.024-E4
E20	FLOPPINGACES_20041117.2002.024-E5
E21	FLOPPINGACES_20041117.2002.024-E6
E22	FLOPPINGACES_20041117.2002.024-E7
E23	FLOPPINGACES_20041117.2002.024-E8
E24	FLOPPINGACES_20041117.2002.024-E9
E25	FLOPPINGACES_20041117.2002.024-E10
E26	FLOPPINGACES_20041117.2002.024-E11
E28	FLOPPINGACES_20041117.2002.024-E12
E29	FLOPPINGACES_20041117.2002.024-E13
E30	FLOPPINGACES_20041117.2002.024-E14
E31	FLOPPINGACES_20041117.2002.024-E15
E32	FLOPPINGACES_20041117.2002.024-E16
E33	FLOPPINGACES_20041117.2002.024-E17
E34	FLOPPINGACES_20041117.2002.024-E18
E36	FLOPPINGACES_20041117.2002.024-E19
E37	FLOPPINGACES_20041117.2002.024-E20
E38	FLOPPINGACES_20041117.2002.024-E21
E46	FLOPPINGACES_20041117.2002.024-E22
E41	FLOPPINGACES_20041117.2002.024-E23
E1	FLOPPINGACES_20041117.2002.024-E24
E42	FLOPPINGACES_20041117.2002.024-E25
E43	FLOPPINGACES_20041117.2002.024-E26
E44	FLOPPINGACES_20041117.2002.024-E27
E45	FLOPPINGACES_20041117.2002.024-E28
E47	FLOPPINGACES_20041117.2002.024-E29
E48	FLOPPINGACES_20041117.2002.024-E30
E50	FLOPPINGACES_20041117.2002.024-E31
E51	FLOPPINGACES_20041117.2002.024-E32
E53	FLOPPINGACES_20041117.2002.024-E33
E54	FLOPPINGACES_20041117.2002.024-E34
E55	FLOPPINGACES_20041117.2002.024-E35
E56	FLOPPINGACES_20041117.2002.024-E36
E57	FLOPPINGACES_20041117.2002.024-E37
E59	FLOPPINGACES_20041117.2002.024-E38
E60	FLOPPINGACES_20041117.2002.024-E39
E61	FLOPPINGACES_20041117.2002.024-E40
E62	FLOPPINGACES_20041117.2002.024-E41
E63	FLOPPINGACES_20041117.2002.024-E42
E64	FLOPPINGACES_20041117.2002.024-E43
E65	FLOPPINGACES_20041117.2002.024-E44
E66	FLOPPINGACES_20041117.2002.024-E45
