CE8	FLOPPINGACES_20050203.1953.038-CE1
CE10	FLOPPINGACES_20050203.1953.038-CE2
CE12	FLOPPINGACES_20050203.1953.038-CE3
CE13	FLOPPINGACES_20050203.1953.038-CE4
CE14	FLOPPINGACES_20050203.1953.038-CE5
CE15	FLOPPINGACES_20050203.1953.038-CE6
CE16	FLOPPINGACES_20050203.1953.038-CE7
CE17	FLOPPINGACES_20050203.1953.038-CE8
CE18	FLOPPINGACES_20050203.1953.038-CE9
CE19	FLOPPINGACES_20050203.1953.038-CE10
CE20	FLOPPINGACES_20050203.1953.038-CE11
CE21	FLOPPINGACES_20050203.1953.038-CE12
CE22	FLOPPINGACES_20050203.1953.038-CE13
CE23	FLOPPINGACES_20050203.1953.038-CE14
CE24	FLOPPINGACES_20050203.1953.038-CE15
CE25	FLOPPINGACES_20050203.1953.038-CE16
CE26	FLOPPINGACES_20050203.1953.038-CE17
CE27	FLOPPINGACES_20050203.1953.038-CE18
CE28	FLOPPINGACES_20050203.1953.038-CE19
CE1	FLOPPINGACES_20050203.1953.038-CE20
CE30	FLOPPINGACES_20050203.1953.038-CE21
CE31	FLOPPINGACES_20050203.1953.038-CE22
CE32	FLOPPINGACES_20050203.1953.038-CE23
CE33	FLOPPINGACES_20050203.1953.038-CE24
CE34	FLOPPINGACES_20050203.1953.038-CE25
CE35	FLOPPINGACES_20050203.1953.038-CE26
CE36	FLOPPINGACES_20050203.1953.038-CE27
CE37	FLOPPINGACES_20050203.1953.038-CE28
CE38	FLOPPINGACES_20050203.1953.038-CE29
CE39	FLOPPINGACES_20050203.1953.038-CE30
CE40	FLOPPINGACES_20050203.1953.038-CE31
CE41	FLOPPINGACES_20050203.1953.038-CE32
CE42	FLOPPINGACES_20050203.1953.038-CE33
CE43	FLOPPINGACES_20050203.1953.038-CE34
CE44	FLOPPINGACES_20050203.1953.038-CE35
CE45	FLOPPINGACES_20050203.1953.038-CE36
CE46	FLOPPINGACES_20050203.1953.038-CE37
CE47	FLOPPINGACES_20050203.1953.038-CE38
CE48	FLOPPINGACES_20050203.1953.038-CE39
CE2	FLOPPINGACES_20050203.1953.038-CE40
CE49	FLOPPINGACES_20050203.1953.038-CE41
CE50	FLOPPINGACES_20050203.1953.038-CE42
CE51	FLOPPINGACES_20050203.1953.038-CE43
CE52	FLOPPINGACES_20050203.1953.038-CE44
CE53	FLOPPINGACES_20050203.1953.038-CE45
CE3	FLOPPINGACES_20050203.1953.038-CE46
CE5	FLOPPINGACES_20050203.1953.038-CE47
CE54	FLOPPINGACES_20050203.1953.038-CE48
CE6	FLOPPINGACES_20050203.1953.038-CE49
CE7	FLOPPINGACES_20050203.1953.038-CE50
E16	FLOPPINGACES_20050203.1953.038-E1
E18	FLOPPINGACES_20050203.1953.038-E2
E19	FLOPPINGACES_20050203.1953.038-E3
E21	FLOPPINGACES_20050203.1953.038-E4
E22	FLOPPINGACES_20050203.1953.038-E5
E23	FLOPPINGACES_20050203.1953.038-E6
E24	FLOPPINGACES_20050203.1953.038-E7
E25	FLOPPINGACES_20050203.1953.038-E8
E26	FLOPPINGACES_20050203.1953.038-E9
E27	FLOPPINGACES_20050203.1953.038-E10
E28	FLOPPINGACES_20050203.1953.038-E11
E29	FLOPPINGACES_20050203.1953.038-E12
E30	FLOPPINGACES_20050203.1953.038-E13
E31	FLOPPINGACES_20050203.1953.038-E14
E32	FLOPPINGACES_20050203.1953.038-E15
E33	FLOPPINGACES_20050203.1953.038-E16
E34	FLOPPINGACES_20050203.1953.038-E17
E35	FLOPPINGACES_20050203.1953.038-E18
E1	FLOPPINGACES_20050203.1953.038-E19
E37	FLOPPINGACES_20050203.1953.038-E20
E38	FLOPPINGACES_20050203.1953.038-E21
E39	FLOPPINGACES_20050203.1953.038-E22
E40	FLOPPINGACES_20050203.1953.038-E23
E41	FLOPPINGACES_20050203.1953.038-E24
E42	FLOPPINGACES_20050203.1953.038-E25
E43	FLOPPINGACES_20050203.1953.038-E26
E44	FLOPPINGACES_20050203.1953.038-E27
E45	FLOPPINGACES_20050203.1953.038-E28
E46	FLOPPINGACES_20050203.1953.038-E29
E47	FLOPPINGACES_20050203.1953.038-E30
E48	FLOPPINGACES_20050203.1953.038-E31
E49	FLOPPINGACES_20050203.1953.038-E32
E52	FLOPPINGACES_20050203.1953.038-E33
E53	FLOPPINGACES_20050203.1953.038-E34
E54	FLOPPINGACES_20050203.1953.038-E35
E55	FLOPPINGACES_20050203.1953.038-E36
E56	FLOPPINGACES_20050203.1953.038-E37
E57	FLOPPINGACES_20050203.1953.038-E38
E58	FLOPPINGACES_20050203.1953.038-E39
E59	FLOPPINGACES_20050203.1953.038-E40
E60	FLOPPINGACES_20050203.1953.038-E41
E61	FLOPPINGACES_20050203.1953.038-E42
E62	FLOPPINGACES_20050203.1953.038-E43
E63	FLOPPINGACES_20050203.1953.038-E44
E64	FLOPPINGACES_20050203.1953.038-E45
E65	FLOPPINGACES_20050203.1953.038-E46
E66	FLOPPINGACES_20050203.1953.038-E47
E67	FLOPPINGACES_20050203.1953.038-E48
E68	FLOPPINGACES_20050203.1953.038-E49
E69	FLOPPINGACES_20050203.1953.038-E50
E70	FLOPPINGACES_20050203.1953.038-E51
E71	FLOPPINGACES_20050203.1953.038-E52
E72	FLOPPINGACES_20050203.1953.038-E53
E73	FLOPPINGACES_20050203.1953.038-E54
E74	FLOPPINGACES_20050203.1953.038-E55
E75	FLOPPINGACES_20050203.1953.038-E56
E76	FLOPPINGACES_20050203.1953.038-E57
E77	FLOPPINGACES_20050203.1953.038-E58
E78	FLOPPINGACES_20050203.1953.038-E59
E79	FLOPPINGACES_20050203.1953.038-E60
E81	FLOPPINGACES_20050203.1953.038-E61
E82	FLOPPINGACES_20050203.1953.038-E62
E83	FLOPPINGACES_20050203.1953.038-E63
E84	FLOPPINGACES_20050203.1953.038-E64
E85	FLOPPINGACES_20050203.1953.038-E65
E86	FLOPPINGACES_20050203.1953.038-E66
E2	FLOPPINGACES_20050203.1953.038-E67
E87	FLOPPINGACES_20050203.1953.038-E68
E88	FLOPPINGACES_20050203.1953.038-E69
E89	FLOPPINGACES_20050203.1953.038-E70
E91	FLOPPINGACES_20050203.1953.038-E71
E92	FLOPPINGACES_20050203.1953.038-E72
E93	FLOPPINGACES_20050203.1953.038-E73
E94	FLOPPINGACES_20050203.1953.038-E74
E95	FLOPPINGACES_20050203.1953.038-E75
E96	FLOPPINGACES_20050203.1953.038-E76
E97	FLOPPINGACES_20050203.1953.038-E77
E98	FLOPPINGACES_20050203.1953.038-E78
E99	FLOPPINGACES_20050203.1953.038-E79
E100	FLOPPINGACES_20050203.1953.038-E80
E101	FLOPPINGACES_20050203.1953.038-E81
E102	FLOPPINGACES_20050203.1953.038-E82
E103	FLOPPINGACES_20050203.1953.038-E83
E104	FLOPPINGACES_20050203.1953.038-E84
E105	FLOPPINGACES_20050203.1953.038-E85
E106	FLOPPINGACES_20050203.1953.038-E86
E107	FLOPPINGACES_20050203.1953.038-E87
E108	FLOPPINGACES_20050203.1953.038-E88
E3	FLOPPINGACES_20050203.1953.038-E89
E5	FLOPPINGACES_20050203.1953.038-E90
E110	FLOPPINGACES_20050203.1953.038-E91
E7	FLOPPINGACES_20050203.1953.038-E92
E8	FLOPPINGACES_20050203.1953.038-E93
E9	FLOPPINGACES_20050203.1953.038-E94
E10	FLOPPINGACES_20050203.1953.038-E95
E11	FLOPPINGACES_20050203.1953.038-E96
E12	FLOPPINGACES_20050203.1953.038-E97
E13	FLOPPINGACES_20050203.1953.038-E98
E14	FLOPPINGACES_20050203.1953.038-E99
E15	FLOPPINGACES_20050203.1953.038-E100
EM1	FLOPPINGACES_20050203.1953.038-E19-1
EM21	FLOPPINGACES_20050203.1953.038-E1-2
EM22	FLOPPINGACES_20050203.1953.038-E90-3
EM24	FLOPPINGACES_20050203.1953.038-E2-4
EM25	FLOPPINGACES_20050203.1953.038-E90-5
EM26	FLOPPINGACES_20050203.1953.038-E94-6
EM27	FLOPPINGACES_20050203.1953.038-E3-7
EM28	FLOPPINGACES_20050203.1953.038-E96-8
EM29	FLOPPINGACES_20050203.1953.038-E96-9
EM30	FLOPPINGACES_20050203.1953.038-E96-10
EM32	FLOPPINGACES_20050203.1953.038-E4-11
EM33	FLOPPINGACES_20050203.1953.038-E5-12
EM34	FLOPPINGACES_20050203.1953.038-E6-13
EM35	FLOPPINGACES_20050203.1953.038-E96-14
EM36	FLOPPINGACES_20050203.1953.038-E96-15
EM37	FLOPPINGACES_20050203.1953.038-E7-16
EM39	FLOPPINGACES_20050203.1953.038-E90-17
EM40	FLOPPINGACES_20050203.1953.038-E96-18
EM41	FLOPPINGACES_20050203.1953.038-E8-19
EM42	FLOPPINGACES_20050203.1953.038-E9-20
EM43	FLOPPINGACES_20050203.1953.038-E96-21
EM44	FLOPPINGACES_20050203.1953.038-E10-22
EM46	FLOPPINGACES_20050203.1953.038-E11-23
EM47	FLOPPINGACES_20050203.1953.038-E11-24
EM48	FLOPPINGACES_20050203.1953.038-E8-25
EM49	FLOPPINGACES_20050203.1953.038-E12-26
EM50	FLOPPINGACES_20050203.1953.038-E96-27
EM51	FLOPPINGACES_20050203.1953.038-E8-28
EM52	FLOPPINGACES_20050203.1953.038-E96-29
EM53	FLOPPINGACES_20050203.1953.038-E8-30
EM54	FLOPPINGACES_20050203.1953.038-E13-31
EM55	FLOPPINGACES_20050203.1953.038-E15-32
EM56	FLOPPINGACES_20050203.1953.038-E16-33
EM57	FLOPPINGACES_20050203.1953.038-E8-34
EM58	FLOPPINGACES_20050203.1953.038-E17-35
EM59	FLOPPINGACES_20050203.1953.038-E8-36
EM60	FLOPPINGACES_20050203.1953.038-E18-37
EM63	FLOPPINGACES_20050203.1953.038-E18-38
EM64	FLOPPINGACES_20050203.1953.038-E18-39
EM65	FLOPPINGACES_20050203.1953.038-E20-40
EM66	FLOPPINGACES_20050203.1953.038-E96-41
EM67	FLOPPINGACES_20050203.1953.038-E21-42
EM68	FLOPPINGACES_20050203.1953.038-E96-43
EM69	FLOPPINGACES_20050203.1953.038-E90-44
EM70	FLOPPINGACES_20050203.1953.038-E22-45
EM71	FLOPPINGACES_20050203.1953.038-E94-46
EM72	FLOPPINGACES_20050203.1953.038-E23-47
EM73	FLOPPINGACES_20050203.1953.038-E24-48
EM74	FLOPPINGACES_20050203.1953.038-E25-49
EM76	FLOPPINGACES_20050203.1953.038-E26-50
EM77	FLOPPINGACES_20050203.1953.038-E24-51
EM78	FLOPPINGACES_20050203.1953.038-E27-52
EM79	FLOPPINGACES_20050203.1953.038-E28-53
EM80	FLOPPINGACES_20050203.1953.038-E29-54
EM81	FLOPPINGACES_20050203.1953.038-E30-55
EM82	FLOPPINGACES_20050203.1953.038-E24-56
EM83	FLOPPINGACES_20050203.1953.038-E31-57
EM84	FLOPPINGACES_20050203.1953.038-E32-58
EM85	FLOPPINGACES_20050203.1953.038-E32-59
EM88	FLOPPINGACES_20050203.1953.038-E33-60
EM89	FLOPPINGACES_20050203.1953.038-E90-61
EM90	FLOPPINGACES_20050203.1953.038-E32-62
EM91	FLOPPINGACES_20050203.1953.038-E34-63
EM92	FLOPPINGACES_20050203.1953.038-E34-64
EM93	FLOPPINGACES_20050203.1953.038-E35-65
EM94	FLOPPINGACES_20050203.1953.038-E36-66
EM95	FLOPPINGACES_20050203.1953.038-E90-67
EM96	FLOPPINGACES_20050203.1953.038-E96-68
EM97	FLOPPINGACES_20050203.1953.038-E8-69
EM98	FLOPPINGACES_20050203.1953.038-E37-70
EM99	FLOPPINGACES_20050203.1953.038-E96-71
EM100	FLOPPINGACES_20050203.1953.038-E14-72
EM101	FLOPPINGACES_20050203.1953.038-E38-73
EM102	FLOPPINGACES_20050203.1953.038-E39-74
EM103	FLOPPINGACES_20050203.1953.038-E40-75
EM104	FLOPPINGACES_20050203.1953.038-E96-76
EM105	FLOPPINGACES_20050203.1953.038-E41-77
EM106	FLOPPINGACES_20050203.1953.038-E8-78
EM107	FLOPPINGACES_20050203.1953.038-E42-79
EM87	FLOPPINGACES_20050203.1953.038-E91-80
EM108	FLOPPINGACES_20050203.1953.038-E43-81
EM109	FLOPPINGACES_20050203.1953.038-E8-82
EM110	FLOPPINGACES_20050203.1953.038-E44-83
EM111	FLOPPINGACES_20050203.1953.038-E45-84
EM112	FLOPPINGACES_20050203.1953.038-E8-85
