CE10	FLOPPINGACES_20050217.1237.014-CE1
CE11	FLOPPINGACES_20050217.1237.014-CE2
CE12	FLOPPINGACES_20050217.1237.014-CE3
CE13	FLOPPINGACES_20050217.1237.014-CE4
CE14	FLOPPINGACES_20050217.1237.014-CE5
CE15	FLOPPINGACES_20050217.1237.014-CE6
CE16	FLOPPINGACES_20050217.1237.014-CE7
CE17	FLOPPINGACES_20050217.1237.014-CE8
CE18	FLOPPINGACES_20050217.1237.014-CE9
CE19	FLOPPINGACES_20050217.1237.014-CE10
CE20	FLOPPINGACES_20050217.1237.014-CE11
CE21	FLOPPINGACES_20050217.1237.014-CE12
CE22	FLOPPINGACES_20050217.1237.014-CE13
CE23	FLOPPINGACES_20050217.1237.014-CE14
CE1	FLOPPINGACES_20050217.1237.014-CE15
CE24	FLOPPINGACES_20050217.1237.014-CE16
CE25	FLOPPINGACES_20050217.1237.014-CE17
CE26	FLOPPINGACES_20050217.1237.014-CE18
CE27	FLOPPINGACES_20050217.1237.014-CE19
CE28	FLOPPINGACES_20050217.1237.014-CE20
CE29	FLOPPINGACES_20050217.1237.014-CE21
CE30	FLOPPINGACES_20050217.1237.014-CE22
CE31	FLOPPINGACES_20050217.1237.014-CE23
CE32	FLOPPINGACES_20050217.1237.014-CE24
CE33	FLOPPINGACES_20050217.1237.014-CE25
CE34	FLOPPINGACES_20050217.1237.014-CE26
CE35	FLOPPINGACES_20050217.1237.014-CE27
CE36	FLOPPINGACES_20050217.1237.014-CE28
CE37	FLOPPINGACES_20050217.1237.014-CE29
CE38	FLOPPINGACES_20050217.1237.014-CE30
CE39	FLOPPINGACES_20050217.1237.014-CE31
CE40	FLOPPINGACES_20050217.1237.014-CE32
CE41	FLOPPINGACES_20050217.1237.014-CE33
CE42	FLOPPINGACES_20050217.1237.014-CE34
CE43	FLOPPINGACES_20050217.1237.014-CE35
CE44	FLOPPINGACES_20050217.1237.014-CE36
CE45	FLOPPINGACES_20050217.1237.014-CE37
CE46	FLOPPINGACES_20050217.1237.014-CE38
CE47	FLOPPINGACES_20050217.1237.014-CE39
CE48	FLOPPINGACES_20050217.1237.014-CE40
CE49	FLOPPINGACES_20050217.1237.014-CE41
CE50	FLOPPINGACES_20050217.1237.014-CE42
CE51	FLOPPINGACES_20050217.1237.014-CE43
CE52	FLOPPINGACES_20050217.1237.014-CE44
CE2	FLOPPINGACES_20050217.1237.014-CE45
CE3	FLOPPINGACES_20050217.1237.014-CE46
CE4	FLOPPINGACES_20050217.1237.014-CE47
CE5	FLOPPINGACES_20050217.1237.014-CE48
CE6	FLOPPINGACES_20050217.1237.014-CE49
CE7	FLOPPINGACES_20050217.1237.014-CE50
CE8	FLOPPINGACES_20050217.1237.014-CE51
E15	FLOPPINGACES_20050217.1237.014-E1
E16	FLOPPINGACES_20050217.1237.014-E2
E17	FLOPPINGACES_20050217.1237.014-E3
E18	FLOPPINGACES_20050217.1237.014-E4
E21	FLOPPINGACES_20050217.1237.014-E5
E22	FLOPPINGACES_20050217.1237.014-E6
E23	FLOPPINGACES_20050217.1237.014-E7
E24	FLOPPINGACES_20050217.1237.014-E8
E25	FLOPPINGACES_20050217.1237.014-E9
E26	FLOPPINGACES_20050217.1237.014-E10
E27	FLOPPINGACES_20050217.1237.014-E11
E28	FLOPPINGACES_20050217.1237.014-E12
E29	FLOPPINGACES_20050217.1237.014-E13
E30	FLOPPINGACES_20050217.1237.014-E14
E31	FLOPPINGACES_20050217.1237.014-E15
E32	FLOPPINGACES_20050217.1237.014-E16
E33	FLOPPINGACES_20050217.1237.014-E17
E35	FLOPPINGACES_20050217.1237.014-E18
E36	FLOPPINGACES_20050217.1237.014-E19
E37	FLOPPINGACES_20050217.1237.014-E20
E38	FLOPPINGACES_20050217.1237.014-E21
E1	FLOPPINGACES_20050217.1237.014-E22
E39	FLOPPINGACES_20050217.1237.014-E23
E40	FLOPPINGACES_20050217.1237.014-E24
E41	FLOPPINGACES_20050217.1237.014-E25
E42	FLOPPINGACES_20050217.1237.014-E26
E43	FLOPPINGACES_20050217.1237.014-E27
E44	FLOPPINGACES_20050217.1237.014-E28
E45	FLOPPINGACES_20050217.1237.014-E29
E46	FLOPPINGACES_20050217.1237.014-E30
E47	FLOPPINGACES_20050217.1237.014-E31
E49	FLOPPINGACES_20050217.1237.014-E32
E50	FLOPPINGACES_20050217.1237.014-E33
E51	FLOPPINGACES_20050217.1237.014-E34
E52	FLOPPINGACES_20050217.1237.014-E35
E53	FLOPPINGACES_20050217.1237.014-E36
E54	FLOPPINGACES_20050217.1237.014-E37
E55	FLOPPINGACES_20050217.1237.014-E38
E56	FLOPPINGACES_20050217.1237.014-E39
E57	FLOPPINGACES_20050217.1237.014-E40
E58	FLOPPINGACES_20050217.1237.014-E41
E59	FLOPPINGACES_20050217.1237.014-E42
E60	FLOPPINGACES_20050217.1237.014-E43
E61	FLOPPINGACES_20050217.1237.014-E44
E62	FLOPPINGACES_20050217.1237.014-E45
E63	FLOPPINGACES_20050217.1237.014-E46
E64	FLOPPINGACES_20050217.1237.014-E47
E65	FLOPPINGACES_20050217.1237.014-E48
E66	FLOPPINGACES_20050217.1237.014-E49
E68	FLOPPINGACES_20050217.1237.014-E50
E69	FLOPPINGACES_20050217.1237.014-E51
E70	FLOPPINGACES_20050217.1237.014-E52
E71	FLOPPINGACES_20050217.1237.014-E53
E72	FLOPPINGACES_20050217.1237.014-E54
E73	FLOPPINGACES_20050217.1237.014-E55
E74	FLOPPINGACES_20050217.1237.014-E56
E75	FLOPPINGACES_20050217.1237.014-E57
E76	FLOPPINGACES_20050217.1237.014-E58
E77	FLOPPINGACES_20050217.1237.014-E59
E78	FLOPPINGACES_20050217.1237.014-E60
E79	FLOPPINGACES_20050217.1237.014-E61
E80	FLOPPINGACES_20050217.1237.014-E62
E81	FLOPPINGACES_20050217.1237.014-E63
E82	FLOPPINGACES_20050217.1237.014-E64
E83	FLOPPINGACES_20050217.1237.014-E65
E84	FLOPPINGACES_20050217.1237.014-E66
E85	FLOPPINGACES_20050217.1237.014-E67
E86	FLOPPINGACES_20050217.1237.014-E68
E87	FLOPPINGACES_20050217.1237.014-E69
E88	FLOPPINGACES_20050217.1237.014-E70
E89	FLOPPINGACES_20050217.1237.014-E71
E90	FLOPPINGACES_20050217.1237.014-E72
E91	FLOPPINGACES_20050217.1237.014-E73
E92	FLOPPINGACES_20050217.1237.014-E74
E93	FLOPPINGACES_20050217.1237.014-E75
E94	FLOPPINGACES_20050217.1237.014-E76
E95	FLOPPINGACES_20050217.1237.014-E77
E96	FLOPPINGACES_20050217.1237.014-E78
E97	FLOPPINGACES_20050217.1237.014-E79
