CE11	FLOPPINGACES_20041116.0833.027-CE1
CE12	FLOPPINGACES_20041116.0833.027-CE2
CE13	FLOPPINGACES_20041116.0833.027-CE3
CE14	FLOPPINGACES_20041116.0833.027-CE4
CE15	FLOPPINGACES_20041116.0833.027-CE5
CE16	FLOPPINGACES_20041116.0833.027-CE6
CE17	FLOPPINGACES_20041116.0833.027-CE7
CE18	FLOPPINGACES_20041116.0833.027-CE8
CE19	FLOPPINGACES_20041116.0833.027-CE9
CE20	FLOPPINGACES_20041116.0833.027-CE10
CE22	FLOPPINGACES_20041116.0833.027-CE11
CE23	FLOPPINGACES_20041116.0833.027-CE12
CE24	FLOPPINGACES_20041116.0833.027-CE13
CE25	FLOPPINGACES_20041116.0833.027-CE14
CE26	FLOPPINGACES_20041116.0833.027-CE15
CE27	FLOPPINGACES_20041116.0833.027-CE16
CE28	FLOPPINGACES_20041116.0833.027-CE17
CE1	FLOPPINGACES_20041116.0833.027-CE18
CE29	FLOPPINGACES_20041116.0833.027-CE19
CE30	FLOPPINGACES_20041116.0833.027-CE20
CE31	FLOPPINGACES_20041116.0833.027-CE21
CE32	FLOPPINGACES_20041116.0833.027-CE22
CE2	FLOPPINGACES_20041116.0833.027-CE23
CE3	FLOPPINGACES_20041116.0833.027-CE24
CE4	FLOPPINGACES_20041116.0833.027-CE25
CE5	FLOPPINGACES_20041116.0833.027-CE26
CE6	FLOPPINGACES_20041116.0833.027-CE27
CE7	FLOPPINGACES_20041116.0833.027-CE28
CE8	FLOPPINGACES_20041116.0833.027-CE29
E14	FLOPPINGACES_20041116.0833.027-E1
E15	FLOPPINGACES_20041116.0833.027-E2
E16	FLOPPINGACES_20041116.0833.027-E3
E17	FLOPPINGACES_20041116.0833.027-E4
E18	FLOPPINGACES_20041116.0833.027-E5
E19	FLOPPINGACES_20041116.0833.027-E6
E20	FLOPPINGACES_20041116.0833.027-E7
E21	FLOPPINGACES_20041116.0833.027-E8
E22	FLOPPINGACES_20041116.0833.027-E9
E23	FLOPPINGACES_20041116.0833.027-E10
E24	FLOPPINGACES_20041116.0833.027-E11
E25	FLOPPINGACES_20041116.0833.027-E12
E27	FLOPPINGACES_20041116.0833.027-E13
E29	FLOPPINGACES_20041116.0833.027-E14
E30	FLOPPINGACES_20041116.0833.027-E15
E31	FLOPPINGACES_20041116.0833.027-E16
E32	FLOPPINGACES_20041116.0833.027-E17
E33	FLOPPINGACES_20041116.0833.027-E18
E1	FLOPPINGACES_20041116.0833.027-E19
E35	FLOPPINGACES_20041116.0833.027-E20
E36	FLOPPINGACES_20041116.0833.027-E21
E37	FLOPPINGACES_20041116.0833.027-E22
E38	FLOPPINGACES_20041116.0833.027-E23
E39	FLOPPINGACES_20041116.0833.027-E24
E40	FLOPPINGACES_20041116.0833.027-E25
E41	FLOPPINGACES_20041116.0833.027-E26
E42	FLOPPINGACES_20041116.0833.027-E27
E43	FLOPPINGACES_20041116.0833.027-E28
E44	FLOPPINGACES_20041116.0833.027-E29
E45	FLOPPINGACES_20041116.0833.027-E30
E2	FLOPPINGACES_20041116.0833.027-E31
E3	FLOPPINGACES_20041116.0833.027-E32
E5	FLOPPINGACES_20041116.0833.027-E33
E6	FLOPPINGACES_20041116.0833.027-E34
E7	FLOPPINGACES_20041116.0833.027-E35
E8	FLOPPINGACES_20041116.0833.027-E36
E9	FLOPPINGACES_20041116.0833.027-E37
E10	FLOPPINGACES_20041116.0833.027-E38
E11	FLOPPINGACES_20041116.0833.027-E39
E46	FLOPPINGACES_20041116.0833.027-E40
EM1	FLOPPINGACES_20041116.0833.027-E19-1
EM20	FLOPPINGACES_20041116.0833.027-E37-2
EM21	FLOPPINGACES_20041116.0833.027-E1-3
EM22	FLOPPINGACES_20041116.0833.027-E2-4
EM23	FLOPPINGACES_20041116.0833.027-E2-5
EM24	FLOPPINGACES_20041116.0833.027-E3-6
EM25	FLOPPINGACES_20041116.0833.027-E4-7
EM26	FLOPPINGACES_20041116.0833.027-E5-8
EM28	FLOPPINGACES_20041116.0833.027-E6-9
EM29	FLOPPINGACES_20041116.0833.027-E2-10
EM30	FLOPPINGACES_20041116.0833.027-E1-11
EM31	FLOPPINGACES_20041116.0833.027-E7-12
