CE12	MARKBACKER_20041117.0723-CE1
CE13	MARKBACKER_20041117.0723-CE2
CE14	MARKBACKER_20041117.0723-CE3
CE15	MARKBACKER_20041117.0723-CE4
CE16	MARKBACKER_20041117.0723-CE5
CE18	MARKBACKER_20041117.0723-CE6
CE20	MARKBACKER_20041117.0723-CE7
CE21	MARKBACKER_20041117.0723-CE8
CE1	MARKBACKER_20041117.0723-CE9
CE2	MARKBACKER_20041117.0723-CE10
CE3	MARKBACKER_20041117.0723-CE11
CE4	MARKBACKER_20041117.0723-CE12
CE7	MARKBACKER_20041117.0723-CE13
CE8	MARKBACKER_20041117.0723-CE14
CE9	MARKBACKER_20041117.0723-CE15
CE11	MARKBACKER_20041117.0723-CE16
E13	MARKBACKER_20041117.0723-E1
E14	MARKBACKER_20041117.0723-E2
E15	MARKBACKER_20041117.0723-E3
E16	MARKBACKER_20041117.0723-E4
E17	MARKBACKER_20041117.0723-E5
E18	MARKBACKER_20041117.0723-E6
E19	MARKBACKER_20041117.0723-E7
E21	MARKBACKER_20041117.0723-E8
E23	MARKBACKER_20041117.0723-E9
E24	MARKBACKER_20041117.0723-E10
E1	MARKBACKER_20041117.0723-E11
E2	MARKBACKER_20041117.0723-E12
E3	MARKBACKER_20041117.0723-E13
E4	MARKBACKER_20041117.0723-E14
E7	MARKBACKER_20041117.0723-E15
E8	MARKBACKER_20041117.0723-E16
E9	MARKBACKER_20041117.0723-E17
E10	MARKBACKER_20041117.0723-E18
E12	MARKBACKER_20041117.0723-E19
EM17	MARKBACKER_20041117.0723-E12-1
EM18	MARKBACKER_20041117.0723-E17-2
EM19	MARKBACKER_20041117.0723-E11-3
EM20	MARKBACKER_20041117.0723-E19-4
EM21	MARKBACKER_20041117.0723-E1-5
EM22	MARKBACKER_20041117.0723-E13-6
EM23	MARKBACKER_20041117.0723-E2-7
EM24	MARKBACKER_20041117.0723-E19-8
EM25	MARKBACKER_20041117.0723-E19-9
EM26	MARKBACKER_20041117.0723-E13-10
EM27	MARKBACKER_20041117.0723-E19-11
EM28	MARKBACKER_20041117.0723-E13-12
EM29	MARKBACKER_20041117.0723-E12-13
EM30	MARKBACKER_20041117.0723-E19-14
EM31	MARKBACKER_20041117.0723-E1-15
EM32	MARKBACKER_20041117.0723-E3-16
EM33	MARKBACKER_20041117.0723-E3-17
EM34	MARKBACKER_20041117.0723-E4-18
EM35	MARKBACKER_20041117.0723-E5-19
EM36	MARKBACKER_20041117.0723-E6-20
EM37	MARKBACKER_20041117.0723-E4-21
EM38	MARKBACKER_20041117.0723-E7-22
EM40	MARKBACKER_20041117.0723-E8-23
EM41	MARKBACKER_20041117.0723-E12-24
EM43	MARKBACKER_20041117.0723-E9-25
EM44	MARKBACKER_20041117.0723-E19-26
EM45	MARKBACKER_20041117.0723-E17-27
EM46	MARKBACKER_20041117.0723-E10-28
EM1	MARKBACKER_20041117.0723-E11-29
EM2	MARKBACKER_20041117.0723-E12-30
EM3	MARKBACKER_20041117.0723-E13-31
EM4	MARKBACKER_20041117.0723-E14-32
EM47	MARKBACKER_20041117.0723-E12-33
EM5	MARKBACKER_20041117.0723-E12-34
EM8	MARKBACKER_20041117.0723-E15-35
EM9	MARKBACKER_20041117.0723-E16-36
EM10	MARKBACKER_20041117.0723-E12-37
EM11	MARKBACKER_20041117.0723-E12-38
EM12	MARKBACKER_20041117.0723-E17-39
EM13	MARKBACKER_20041117.0723-E18-40
R5	MARKBACKER_20041117.0723-R1
R7	MARKBACKER_20041117.0723-R2
R3	MARKBACKER_20041117.0723-R3
RM5	MARKBACKER_20041117.0723-R1-1
RM7	MARKBACKER_20041117.0723-R2-1
RM3	MARKBACKER_20041117.0723-R3-1
V1	MARKBACKER_20041117.0723-EV1
VM1	MARKBACKER_20041117.0723-EV1-1
Q2	MARKBACKER_20041117.0723-T1
Q1	MARKBACKER_20041117.0723-T2
Q3	MARKBACKER_20041117.0723-T3
Q4	MARKBACKER_20041117.0723-T4
Q6	MARKBACKER_20041117.0723-T5
Q7	MARKBACKER_20041117.0723-T6
Q8	MARKBACKER_20041117.0723-T7
Q9	MARKBACKER_20041117.0723-T8
