CE7	MARKBACKER_20041217.1639-CE1
CE8	MARKBACKER_20041217.1639-CE2
CE9	MARKBACKER_20041217.1639-CE3
CE10	MARKBACKER_20041217.1639-CE4
CE11	MARKBACKER_20041217.1639-CE5
CE12	MARKBACKER_20041217.1639-CE6
CE13	MARKBACKER_20041217.1639-CE7
CE14	MARKBACKER_20041217.1639-CE8
CE17	MARKBACKER_20041217.1639-CE9
CE18	MARKBACKER_20041217.1639-CE10
CE19	MARKBACKER_20041217.1639-CE11
CE20	MARKBACKER_20041217.1639-CE12
CE21	MARKBACKER_20041217.1639-CE13
CE22	MARKBACKER_20041217.1639-CE14
CE23	MARKBACKER_20041217.1639-CE15
CE24	MARKBACKER_20041217.1639-CE16
CE2	MARKBACKER_20041217.1639-CE17
CE3	MARKBACKER_20041217.1639-CE18
CE4	MARKBACKER_20041217.1639-CE19
CE5	MARKBACKER_20041217.1639-CE20
CE6	MARKBACKER_20041217.1639-CE21
E8	MARKBACKER_20041217.1639-E1
E9	MARKBACKER_20041217.1639-E2
E10	MARKBACKER_20041217.1639-E3
E11	MARKBACKER_20041217.1639-E4
E12	MARKBACKER_20041217.1639-E5
E13	MARKBACKER_20041217.1639-E6
E14	MARKBACKER_20041217.1639-E7
E17	MARKBACKER_20041217.1639-E8
E18	MARKBACKER_20041217.1639-E9
E19	MARKBACKER_20041217.1639-E10
E20	MARKBACKER_20041217.1639-E11
E21	MARKBACKER_20041217.1639-E12
E22	MARKBACKER_20041217.1639-E13
E23	MARKBACKER_20041217.1639-E14
E24	MARKBACKER_20041217.1639-E15
E2	MARKBACKER_20041217.1639-E16
E3	MARKBACKER_20041217.1639-E17
E4	MARKBACKER_20041217.1639-E18
E5	MARKBACKER_20041217.1639-E19
E6	MARKBACKER_20041217.1639-E20
E7	MARKBACKER_20041217.1639-E21
EM15	MARKBACKER_20041217.1639-E20-1
EM16	MARKBACKER_20041217.1639-E20-2
EM17	MARKBACKER_20041217.1639-E1-3
EM18	MARKBACKER_20041217.1639-E2-4
EM19	MARKBACKER_20041217.1639-E1-5
EM20	MARKBACKER_20041217.1639-E1-6
EM21	MARKBACKER_20041217.1639-E3-7
EM22	MARKBACKER_20041217.1639-E1-8
EM23	MARKBACKER_20041217.1639-E1-9
EM24	MARKBACKER_20041217.1639-E4-10
EM25	MARKBACKER_20041217.1639-E1-11
EM26	MARKBACKER_20041217.1639-E1-12
EM27	MARKBACKER_20041217.1639-E1-13
EM28	MARKBACKER_20041217.1639-E1-14
EM29	MARKBACKER_20041217.1639-E1-15
EM30	MARKBACKER_20041217.1639-E1-16
EM31	MARKBACKER_20041217.1639-E5-17
EM32	MARKBACKER_20041217.1639-E6-18
EM33	MARKBACKER_20041217.1639-E6-19
EM34	MARKBACKER_20041217.1639-E1-20
EM35	MARKBACKER_20041217.1639-E7-21
EM37	MARKBACKER_20041217.1639-E1-22
EM36	MARKBACKER_20041217.1639-E1-23
EM38	MARKBACKER_20041217.1639-E1-24
EM39	MARKBACKER_20041217.1639-E7-25
EM40	MARKBACKER_20041217.1639-E1-26
EM41	MARKBACKER_20041217.1639-E1-27
EM42	MARKBACKER_20041217.1639-E1-28
EM43	MARKBACKER_20041217.1639-E1-29
EM44	MARKBACKER_20041217.1639-E7-30
EM47	MARKBACKER_20041217.1639-E1-31
EM49	MARKBACKER_20041217.1639-E8-32
EM50	MARKBACKER_20041217.1639-E7-33
EM51	MARKBACKER_20041217.1639-E1-34
EM52	MARKBACKER_20041217.1639-E9-35
EM53	MARKBACKER_20041217.1639-E7-36
EM54	MARKBACKER_20041217.1639-E7-37
EM55	MARKBACKER_20041217.1639-E7-38
EM56	MARKBACKER_20041217.1639-E7-39
EM57	MARKBACKER_20041217.1639-E7-40
EM58	MARKBACKER_20041217.1639-E7-41
EM59	MARKBACKER_20041217.1639-E10-42
EM60	MARKBACKER_20041217.1639-E11-43
EM61	MARKBACKER_20041217.1639-E12-44
EM62	MARKBACKER_20041217.1639-E7-45
EM63	MARKBACKER_20041217.1639-E7-46
EM64	MARKBACKER_20041217.1639-E13-47
EM65	MARKBACKER_20041217.1639-E14-48
EM66	MARKBACKER_20041217.1639-E8-49
EM67	MARKBACKER_20041217.1639-E1-50
EM68	MARKBACKER_20041217.1639-E1-51
EM69	MARKBACKER_20041217.1639-E1-52
EM70	MARKBACKER_20041217.1639-E1-53
EM71	MARKBACKER_20041217.1639-E1-54
EM72	MARKBACKER_20041217.1639-E7-55
EM73	MARKBACKER_20041217.1639-E14-56
EM74	MARKBACKER_20041217.1639-E15-57
EM76	MARKBACKER_20041217.1639-E13-58
EM77	MARKBACKER_20041217.1639-E16-59
EM2	MARKBACKER_20041217.1639-E16-60
EM3	MARKBACKER_20041217.1639-E17-61
