CE11	MARKBACKER_20050217.0647-CE1
CE12	MARKBACKER_20050217.0647-CE2
CE13	MARKBACKER_20050217.0647-CE3
CE14	MARKBACKER_20050217.0647-CE4
CE18	MARKBACKER_20050217.0647-CE5
CE15	MARKBACKER_20050217.0647-CE6
CE17	MARKBACKER_20050217.0647-CE7
CE19	MARKBACKER_20050217.0647-CE8
CE20	MARKBACKER_20050217.0647-CE9
CE21	MARKBACKER_20050217.0647-CE10
CE22	MARKBACKER_20050217.0647-CE11
CE23	MARKBACKER_20050217.0647-CE12
CE24	MARKBACKER_20050217.0647-CE13
CE25	MARKBACKER_20050217.0647-CE14
CE26	MARKBACKER_20050217.0647-CE15
CE27	MARKBACKER_20050217.0647-CE16
CE28	MARKBACKER_20050217.0647-CE17
CE29	MARKBACKER_20050217.0647-CE18
CE30	MARKBACKER_20050217.0647-CE19
CE31	MARKBACKER_20050217.0647-CE20
CE32	MARKBACKER_20050217.0647-CE21
CE33	MARKBACKER_20050217.0647-CE22
CE34	MARKBACKER_20050217.0647-CE23
CE1	MARKBACKER_20050217.0647-CE24
CE35	MARKBACKER_20050217.0647-CE25
CE37	MARKBACKER_20050217.0647-CE26
CE38	MARKBACKER_20050217.0647-CE27
CE39	MARKBACKER_20050217.0647-CE28
CE40	MARKBACKER_20050217.0647-CE29
CE41	MARKBACKER_20050217.0647-CE30
CE42	MARKBACKER_20050217.0647-CE31
CE43	MARKBACKER_20050217.0647-CE32
CE44	MARKBACKER_20050217.0647-CE33
CE45	MARKBACKER_20050217.0647-CE34
CE46	MARKBACKER_20050217.0647-CE35
CE2	MARKBACKER_20050217.0647-CE36
CE3	MARKBACKER_20050217.0647-CE37
CE4	MARKBACKER_20050217.0647-CE38
CE5	MARKBACKER_20050217.0647-CE39
CE6	MARKBACKER_20050217.0647-CE40
CE7	MARKBACKER_20050217.0647-CE41
CE8	MARKBACKER_20050217.0647-CE42
CE9	MARKBACKER_20050217.0647-CE43
CE10	MARKBACKER_20050217.0647-CE44
E13	MARKBACKER_20050217.0647-E1
E25	MARKBACKER_20050217.0647-E2
E14	MARKBACKER_20050217.0647-E3
E15	MARKBACKER_20050217.0647-E4
E16	MARKBACKER_20050217.0647-E5
E17	MARKBACKER_20050217.0647-E6
E18	MARKBACKER_20050217.0647-E7
E19	MARKBACKER_20050217.0647-E8
E20	MARKBACKER_20050217.0647-E9
E26	MARKBACKER_20050217.0647-E10
E22	MARKBACKER_20050217.0647-E11
E23	MARKBACKER_20050217.0647-E12
E24	MARKBACKER_20050217.0647-E13
E27	MARKBACKER_20050217.0647-E14
E28	MARKBACKER_20050217.0647-E15
E29	MARKBACKER_20050217.0647-E16
E30	MARKBACKER_20050217.0647-E17
E31	MARKBACKER_20050217.0647-E18
E32	MARKBACKER_20050217.0647-E19
E33	MARKBACKER_20050217.0647-E20
E34	MARKBACKER_20050217.0647-E21
E35	MARKBACKER_20050217.0647-E22
E36	MARKBACKER_20050217.0647-E23
E1	MARKBACKER_20050217.0647-E24
E38	MARKBACKER_20050217.0647-E25
E39	MARKBACKER_20050217.0647-E26
E40	MARKBACKER_20050217.0647-E27
E41	MARKBACKER_20050217.0647-E28
E42	MARKBACKER_20050217.0647-E29
E43	MARKBACKER_20050217.0647-E30
E44	MARKBACKER_20050217.0647-E31
E45	MARKBACKER_20050217.0647-E32
E46	MARKBACKER_20050217.0647-E33
E47	MARKBACKER_20050217.0647-E34
E49	MARKBACKER_20050217.0647-E35
E50	MARKBACKER_20050217.0647-E36
E51	MARKBACKER_20050217.0647-E37
E52	MARKBACKER_20050217.0647-E38
E53	MARKBACKER_20050217.0647-E39
E54	MARKBACKER_20050217.0647-E40
E55	MARKBACKER_20050217.0647-E41
E56	MARKBACKER_20050217.0647-E42
E57	MARKBACKER_20050217.0647-E43
E58	MARKBACKER_20050217.0647-E44
E59	MARKBACKER_20050217.0647-E45
E2	MARKBACKER_20050217.0647-E46
E3	MARKBACKER_20050217.0647-E47
E4	MARKBACKER_20050217.0647-E48
E5	MARKBACKER_20050217.0647-E49
E6	MARKBACKER_20050217.0647-E50
E7	MARKBACKER_20050217.0647-E51
E8	MARKBACKER_20050217.0647-E52
E9	MARKBACKER_20050217.0647-E53
E10	MARKBACKER_20050217.0647-E54
E11	MARKBACKER_20050217.0647-E55
E12	MARKBACKER_20050217.0647-E56
EM1	MARKBACKER_20050217.0647-E24-1
EM21	MARKBACKER_20050217.0647-E56-2
EM22	MARKBACKER_20050217.0647-E54-3
EM24	MARKBACKER_20050217.0647-E3-4
EM25	MARKBACKER_20050217.0647-E49-5
EM26	MARKBACKER_20050217.0647-E4-6
EM27	MARKBACKER_20050217.0647-E5-7
EM28	MARKBACKER_20050217.0647-E53-8
EM29	MARKBACKER_20050217.0647-E49-9
EM30	MARKBACKER_20050217.0647-E49-10
EM31	MARKBACKER_20050217.0647-E49-11
EM32	MARKBACKER_20050217.0647-E47-12
EM33	MARKBACKER_20050217.0647-E6-13
EM34	MARKBACKER_20050217.0647-E7-14
EM36	MARKBACKER_20050217.0647-E8-15
EM37	MARKBACKER_20050217.0647-E9-16
EM38	MARKBACKER_20050217.0647-E47-17
EM47	MARKBACKER_20050217.0647-E10-18
EM40	MARKBACKER_20050217.0647-E11-19
EM41	MARKBACKER_20050217.0647-E11-20
EM42	MARKBACKER_20050217.0647-E12-21
EM48	MARKBACKER_20050217.0647-E14-22
EM44	MARKBACKER_20050217.0647-E13-23
