CE6	AGGRESSIVEVOICEDAILY_20050105.1344-CE1
CE7	AGGRESSIVEVOICEDAILY_20050105.1344-CE2
CE8	AGGRESSIVEVOICEDAILY_20050105.1344-CE3
CE1	AGGRESSIVEVOICEDAILY_20050105.1344-CE4
CE2	AGGRESSIVEVOICEDAILY_20050105.1344-CE5
CE3	AGGRESSIVEVOICEDAILY_20050105.1344-CE6
CE4	AGGRESSIVEVOICEDAILY_20050105.1344-CE7
CE5	AGGRESSIVEVOICEDAILY_20050105.1344-CE8
E9	AGGRESSIVEVOICEDAILY_20050105.1344-E1
E10	AGGRESSIVEVOICEDAILY_20050105.1344-E2
E11	AGGRESSIVEVOICEDAILY_20050105.1344-E3
E13	AGGRESSIVEVOICEDAILY_20050105.1344-E4
E1	AGGRESSIVEVOICEDAILY_20050105.1344-E5
E2	AGGRESSIVEVOICEDAILY_20050105.1344-E6
E3	AGGRESSIVEVOICEDAILY_20050105.1344-E7
E4	AGGRESSIVEVOICEDAILY_20050105.1344-E8
E5	AGGRESSIVEVOICEDAILY_20050105.1344-E9
E6	AGGRESSIVEVOICEDAILY_20050105.1344-E10
E7	AGGRESSIVEVOICEDAILY_20050105.1344-E11
E8	AGGRESSIVEVOICEDAILY_20050105.1344-E12
EM21	AGGRESSIVEVOICEDAILY_20050105.1344-E10-1
EM22	AGGRESSIVEVOICEDAILY_20050105.1344-E10-2
EM23	AGGRESSIVEVOICEDAILY_20050105.1344-E1-3
EM24	AGGRESSIVEVOICEDAILY_20050105.1344-E1-4
EM25	AGGRESSIVEVOICEDAILY_20050105.1344-E10-5
EM26	AGGRESSIVEVOICEDAILY_20050105.1344-E10-6
EM27	AGGRESSIVEVOICEDAILY_20050105.1344-E10-7
EM28	AGGRESSIVEVOICEDAILY_20050105.1344-E2-8
EM29	AGGRESSIVEVOICEDAILY_20050105.1344-E10-9
EM30	AGGRESSIVEVOICEDAILY_20050105.1344-E10-10
EM31	AGGRESSIVEVOICEDAILY_20050105.1344-E10-11
EM32	AGGRESSIVEVOICEDAILY_20050105.1344-E10-12
EM33	AGGRESSIVEVOICEDAILY_20050105.1344-E3-13
EM34	AGGRESSIVEVOICEDAILY_20050105.1344-E4-14
EM35	AGGRESSIVEVOICEDAILY_20050105.1344-E12-15
EM1	AGGRESSIVEVOICEDAILY_20050105.1344-E5-16
EM2	AGGRESSIVEVOICEDAILY_20050105.1344-E6-17
EM3	AGGRESSIVEVOICEDAILY_20050105.1344-E7-18
EM4	AGGRESSIVEVOICEDAILY_20050105.1344-E5-19
EM5	AGGRESSIVEVOICEDAILY_20050105.1344-E5-20
EM6	AGGRESSIVEVOICEDAILY_20050105.1344-E8-21
EM7	AGGRESSIVEVOICEDAILY_20050105.1344-E9-22
EM8	AGGRESSIVEVOICEDAILY_20050105.1344-E8-23
EM9	AGGRESSIVEVOICEDAILY_20050105.1344-E5-24
EM10	AGGRESSIVEVOICEDAILY_20050105.1344-E10-25
EM11	AGGRESSIVEVOICEDAILY_20050105.1344-E11-26
EM12	AGGRESSIVEVOICEDAILY_20050105.1344-E10-27
EM13	AGGRESSIVEVOICEDAILY_20050105.1344-E10-28
EM14	AGGRESSIVEVOICEDAILY_20050105.1344-E10-29
EM15	AGGRESSIVEVOICEDAILY_20050105.1344-E12-30
EM16	AGGRESSIVEVOICEDAILY_20050105.1344-E10-31
EM17	AGGRESSIVEVOICEDAILY_20050105.1344-E10-32
EM18	AGGRESSIVEVOICEDAILY_20050105.1344-E10-33
EM19	AGGRESSIVEVOICEDAILY_20050105.1344-E10-34
EM20	AGGRESSIVEVOICEDAILY_20050105.1344-E10-35
R1	AGGRESSIVEVOICEDAILY_20050105.1344-R1
R2	AGGRESSIVEVOICEDAILY_20050105.1344-R2
R3	AGGRESSIVEVOICEDAILY_20050105.1344-R3
RM1	AGGRESSIVEVOICEDAILY_20050105.1344-R1-1
RM2	AGGRESSIVEVOICEDAILY_20050105.1344-R2-1
RM3	AGGRESSIVEVOICEDAILY_20050105.1344-R3-1
Q4	AGGRESSIVEVOICEDAILY_20050105.1344-T1
Q5	AGGRESSIVEVOICEDAILY_20050105.1344-T2
Q1	AGGRESSIVEVOICEDAILY_20050105.1344-T3
Q2	AGGRESSIVEVOICEDAILY_20050105.1344-T4
Q3	AGGRESSIVEVOICEDAILY_20050105.1344-T5
