CE8	OIADVANTAGE_20050103.0944-CE1
CE9	OIADVANTAGE_20050103.0944-CE2
CE11	OIADVANTAGE_20050103.0944-CE3
CE12	OIADVANTAGE_20050103.0944-CE4
CE14	OIADVANTAGE_20050103.0944-CE5
CE15	OIADVANTAGE_20050103.0944-CE6
CE17	OIADVANTAGE_20050103.0944-CE7
CE18	OIADVANTAGE_20050103.0944-CE8
CE19	OIADVANTAGE_20050103.0944-CE9
CE20	OIADVANTAGE_20050103.0944-CE10
CE23	OIADVANTAGE_20050103.0944-CE11
CE24	OIADVANTAGE_20050103.0944-CE12
CE25	OIADVANTAGE_20050103.0944-CE13
CE26	OIADVANTAGE_20050103.0944-CE14
CE27	OIADVANTAGE_20050103.0944-CE15
CE28	OIADVANTAGE_20050103.0944-CE16
CE1	OIADVANTAGE_20050103.0944-CE17
CE29	OIADVANTAGE_20050103.0944-CE18
CE2	OIADVANTAGE_20050103.0944-CE19
CE3	OIADVANTAGE_20050103.0944-CE20
CE4	OIADVANTAGE_20050103.0944-CE21
CE6	OIADVANTAGE_20050103.0944-CE22
CE7	OIADVANTAGE_20050103.0944-CE23
E11	OIADVANTAGE_20050103.0944-E1
E12	OIADVANTAGE_20050103.0944-E2
E13	OIADVANTAGE_20050103.0944-E3
E15	OIADVANTAGE_20050103.0944-E4
E16	OIADVANTAGE_20050103.0944-E5
E17	OIADVANTAGE_20050103.0944-E6
E19	OIADVANTAGE_20050103.0944-E7
E20	OIADVANTAGE_20050103.0944-E8
E22	OIADVANTAGE_20050103.0944-E9
E23	OIADVANTAGE_20050103.0944-E10
E24	OIADVANTAGE_20050103.0944-E11
E25	OIADVANTAGE_20050103.0944-E12
E26	OIADVANTAGE_20050103.0944-E13
E27	OIADVANTAGE_20050103.0944-E14
E30	OIADVANTAGE_20050103.0944-E15
E31	OIADVANTAGE_20050103.0944-E16
E32	OIADVANTAGE_20050103.0944-E17
E1	OIADVANTAGE_20050103.0944-E18
E33	OIADVANTAGE_20050103.0944-E19
E34	OIADVANTAGE_20050103.0944-E20
E35	OIADVANTAGE_20050103.0944-E21
E36	OIADVANTAGE_20050103.0944-E22
E2	OIADVANTAGE_20050103.0944-E23
E3	OIADVANTAGE_20050103.0944-E24
E4	OIADVANTAGE_20050103.0944-E25
E5	OIADVANTAGE_20050103.0944-E26
E6	OIADVANTAGE_20050103.0944-E27
E7	OIADVANTAGE_20050103.0944-E28
E9	OIADVANTAGE_20050103.0944-E29
E10	OIADVANTAGE_20050103.0944-E30
EM1	OIADVANTAGE_20050103.0944-E18-1
EM23	OIADVANTAGE_20050103.0944-E3-2
EM25	OIADVANTAGE_20050103.0944-E2-3
EM26	OIADVANTAGE_20050103.0944-E4-4
EM27	OIADVANTAGE_20050103.0944-E5-5
EM28	OIADVANTAGE_20050103.0944-E26-6
EM29	OIADVANTAGE_20050103.0944-E26-7
EM30	OIADVANTAGE_20050103.0944-E5-8
EM31	OIADVANTAGE_20050103.0944-E26-9
EM32	OIADVANTAGE_20050103.0944-E5-10
EM33	OIADVANTAGE_20050103.0944-E6-11
EM35	OIADVANTAGE_20050103.0944-E7-12
EM36	OIADVANTAGE_20050103.0944-E8-13
EM38	OIADVANTAGE_20050103.0944-E9-14
EM39	OIADVANTAGE_20050103.0944-E10-15
EM40	OIADVANTAGE_20050103.0944-E11-16
EM41	OIADVANTAGE_20050103.0944-E6-17
EM42	OIADVANTAGE_20050103.0944-E12-18
EM43	OIADVANTAGE_20050103.0944-E13-19
EM44	OIADVANTAGE_20050103.0944-E8-20
EM45	OIADVANTAGE_20050103.0944-E6-21
EM46	OIADVANTAGE_20050103.0944-E6-22
EM47	OIADVANTAGE_20050103.0944-E12-23
EM48	OIADVANTAGE_20050103.0944-E13-24
EM51	OIADVANTAGE_20050103.0944-E14-25
EM52	OIADVANTAGE_20050103.0944-E8-26
EM53	OIADVANTAGE_20050103.0944-E8-27
EM56	OIADVANTAGE_20050103.0944-E12-28
EM59	OIADVANTAGE_20050103.0944-E15-29
EM60	OIADVANTAGE_20050103.0944-E16-30
EM62	OIADVANTAGE_20050103.0944-E6-31
EM64	OIADVANTAGE_20050103.0944-E17-32
EM65	OIADVANTAGE_20050103.0944-E8-33
EM66	OIADVANTAGE_20050103.0944-E12-34
EM67	OIADVANTAGE_20050103.0944-E12-35
EM68	OIADVANTAGE_20050103.0944-E6-36
EM69	OIADVANTAGE_20050103.0944-E19-37
EM70	OIADVANTAGE_20050103.0944-E12-38
EM71	OIADVANTAGE_20050103.0944-E6-39
EM72	OIADVANTAGE_20050103.0944-E19-40
EM73	OIADVANTAGE_20050103.0944-E12-41
EM74	OIADVANTAGE_20050103.0944-E20-42
EM75	OIADVANTAGE_20050103.0944-E20-43
EM76	OIADVANTAGE_20050103.0944-E20-44
EM77	OIADVANTAGE_20050103.0944-E20-45
EM78	OIADVANTAGE_20050103.0944-E21-46
EM79	OIADVANTAGE_20050103.0944-E21-47
EM80	OIADVANTAGE_20050103.0944-E21-48
EM81	OIADVANTAGE_20050103.0944-E22-49
EM2	OIADVANTAGE_20050103.0944-E23-50
EM3	OIADVANTAGE_20050103.0944-E24-51
EM5	OIADVANTAGE_20050103.0944-E25-52
EM6	OIADVANTAGE_20050103.0944-E24-53
EM7	OIADVANTAGE_20050103.0944-E24-54
EM8	OIADVANTAGE_20050103.0944-E26-55
EM9	OIADVANTAGE_20050103.0944-E26-56
EM10	OIADVANTAGE_20050103.0944-E26-57
EM11	OIADVANTAGE_20050103.0944-E27-58
EM12	OIADVANTAGE_20050103.0944-E28-59
EM13	OIADVANTAGE_20050103.0944-E27-60
EM14	OIADVANTAGE_20050103.0944-E24-61
EM15	OIADVANTAGE_20050103.0944-E26-62
EM82	OIADVANTAGE_20050103.0944-E6-63
EM18	OIADVANTAGE_20050103.0944-E29-64
EM19	OIADVANTAGE_20050103.0944-E26-65
EM20	OIADVANTAGE_20050103.0944-E29-66
EM21	OIADVANTAGE_20050103.0944-E30-67
EM22	OIADVANTAGE_20050103.0944-E1-68
R1	OIADVANTAGE_20050103.0944-R1
R2	OIADVANTAGE_20050103.0944-R2
R3	OIADVANTAGE_20050103.0944-R3
R7	OIADVANTAGE_20050103.0944-R4
R8	OIADVANTAGE_20050103.0944-R5
R9	OIADVANTAGE_20050103.0944-R6
R10	OIADVANTAGE_20050103.0944-R7
RM1	OIADVANTAGE_20050103.0944-R1-1
RM2	OIADVANTAGE_20050103.0944-R2-1
RM3	OIADVANTAGE_20050103.0944-R3-1
RM7	OIADVANTAGE_20050103.0944-R4-1
RM8	OIADVANTAGE_20050103.0944-R5-1
RM9	OIADVANTAGE_20050103.0944-R5-2
RM10	OIADVANTAGE_20050103.0944-R7-1
V1	OIADVANTAGE_20050103.0944-EV1
V2	OIADVANTAGE_20050103.0944-EV2
V5	OIADVANTAGE_20050103.0944-EV3
V6	OIADVANTAGE_20050103.0944-EV4
VM1	OIADVANTAGE_20050103.0944-EV1-1
VM2	OIADVANTAGE_20050103.0944-EV2-1
VM5	OIADVANTAGE_20050103.0944-EV3-1
VM6	OIADVANTAGE_20050103.0944-EV4-1
Q1	OIADVANTAGE_20050103.0944-T1
Q2	OIADVANTAGE_20050103.0944-T2
Q4	OIADVANTAGE_20050103.0944-T3
Q5	OIADVANTAGE_20050103.0944-T4
Q6	OIADVANTAGE_20050103.0944-T5
