CE6	OIADVANTAGE_20050204.1155-CE1
CE7	OIADVANTAGE_20050204.1155-CE2
CE8	OIADVANTAGE_20050204.1155-CE3
CE9	OIADVANTAGE_20050204.1155-CE4
CE10	OIADVANTAGE_20050204.1155-CE5
CE11	OIADVANTAGE_20050204.1155-CE6
CE12	OIADVANTAGE_20050204.1155-CE7
CE13	OIADVANTAGE_20050204.1155-CE8
CE14	OIADVANTAGE_20050204.1155-CE9
CE15	OIADVANTAGE_20050204.1155-CE10
CE16	OIADVANTAGE_20050204.1155-CE11
CE17	OIADVANTAGE_20050204.1155-CE12
CE18	OIADVANTAGE_20050204.1155-CE13
CE19	OIADVANTAGE_20050204.1155-CE14
CE20	OIADVANTAGE_20050204.1155-CE15
CE21	OIADVANTAGE_20050204.1155-CE16
CE22	OIADVANTAGE_20050204.1155-CE17
CE23	OIADVANTAGE_20050204.1155-CE18
CE24	OIADVANTAGE_20050204.1155-CE19
CE25	OIADVANTAGE_20050204.1155-CE20
CE26	OIADVANTAGE_20050204.1155-CE21
CE1	OIADVANTAGE_20050204.1155-CE22
CE2	OIADVANTAGE_20050204.1155-CE23
CE3	OIADVANTAGE_20050204.1155-CE24
CE4	OIADVANTAGE_20050204.1155-CE25
E7	OIADVANTAGE_20050204.1155-E1
E8	OIADVANTAGE_20050204.1155-E2
E9	OIADVANTAGE_20050204.1155-E3
E10	OIADVANTAGE_20050204.1155-E4
E11	OIADVANTAGE_20050204.1155-E5
E12	OIADVANTAGE_20050204.1155-E6
E13	OIADVANTAGE_20050204.1155-E7
E14	OIADVANTAGE_20050204.1155-E8
E16	OIADVANTAGE_20050204.1155-E9
E18	OIADVANTAGE_20050204.1155-E10
E19	OIADVANTAGE_20050204.1155-E11
E20	OIADVANTAGE_20050204.1155-E12
E21	OIADVANTAGE_20050204.1155-E13
E22	OIADVANTAGE_20050204.1155-E14
E23	OIADVANTAGE_20050204.1155-E15
E24	OIADVANTAGE_20050204.1155-E16
E25	OIADVANTAGE_20050204.1155-E17
E26	OIADVANTAGE_20050204.1155-E18
E27	OIADVANTAGE_20050204.1155-E19
E28	OIADVANTAGE_20050204.1155-E20
E29	OIADVANTAGE_20050204.1155-E21
E30	OIADVANTAGE_20050204.1155-E22
E31	OIADVANTAGE_20050204.1155-E23
E32	OIADVANTAGE_20050204.1155-E24
E33	OIADVANTAGE_20050204.1155-E25
E34	OIADVANTAGE_20050204.1155-E26
E1	OIADVANTAGE_20050204.1155-E27
E2	OIADVANTAGE_20050204.1155-E28
E3	OIADVANTAGE_20050204.1155-E29
E4	OIADVANTAGE_20050204.1155-E30
E5	OIADVANTAGE_20050204.1155-E31
EM5	OIADVANTAGE_20050204.1155-E31-1
EM6	OIADVANTAGE_20050204.1155-E27-2
EM7	OIADVANTAGE_20050204.1155-E31-3
EM8	OIADVANTAGE_20050204.1155-E31-4
EM9	OIADVANTAGE_20050204.1155-E1-5
EM10	OIADVANTAGE_20050204.1155-E31-6
EM11	OIADVANTAGE_20050204.1155-E2-7
EM12	OIADVANTAGE_20050204.1155-E3-8
EM13	OIADVANTAGE_20050204.1155-E4-9
EM14	OIADVANTAGE_20050204.1155-E5-10
EM15	OIADVANTAGE_20050204.1155-E6-11
EM16	OIADVANTAGE_20050204.1155-E6-12
EM17	OIADVANTAGE_20050204.1155-E5-13
EM18	OIADVANTAGE_20050204.1155-E31-14
EM19	OIADVANTAGE_20050204.1155-E30-15
EM20	OIADVANTAGE_20050204.1155-E31-16
EM21	OIADVANTAGE_20050204.1155-E31-17
EM22	OIADVANTAGE_20050204.1155-E31-18
EM23	OIADVANTAGE_20050204.1155-E31-19
EM24	OIADVANTAGE_20050204.1155-E7-20
EM25	OIADVANTAGE_20050204.1155-E30-21
EM26	OIADVANTAGE_20050204.1155-E30-22
EM27	OIADVANTAGE_20050204.1155-E30-23
EM28	OIADVANTAGE_20050204.1155-E8-24
EM29	OIADVANTAGE_20050204.1155-E30-25
EM30	OIADVANTAGE_20050204.1155-E9-26
EM31	OIADVANTAGE_20050204.1155-E10-27
EM32	OIADVANTAGE_20050204.1155-E30-28
EM33	OIADVANTAGE_20050204.1155-E11-29
EM34	OIADVANTAGE_20050204.1155-E30-30
EM35	OIADVANTAGE_20050204.1155-E31-31
EM36	OIADVANTAGE_20050204.1155-E30-32
EM37	OIADVANTAGE_20050204.1155-E12-33
EM38	OIADVANTAGE_20050204.1155-E30-34
EM39	OIADVANTAGE_20050204.1155-E30-35
EM40	OIADVANTAGE_20050204.1155-E30-36
EM41	OIADVANTAGE_20050204.1155-E30-37
EM42	OIADVANTAGE_20050204.1155-E30-38
EM43	OIADVANTAGE_20050204.1155-E30-39
EM44	OIADVANTAGE_20050204.1155-E30-40
EM45	OIADVANTAGE_20050204.1155-E30-41
EM46	OIADVANTAGE_20050204.1155-E30-42
EM47	OIADVANTAGE_20050204.1155-E30-43
EM48	OIADVANTAGE_20050204.1155-E30-44
EM49	OIADVANTAGE_20050204.1155-E30-45
EM50	OIADVANTAGE_20050204.1155-E30-46
EM51	OIADVANTAGE_20050204.1155-E30-47
EM52	OIADVANTAGE_20050204.1155-E13-48
EM53	OIADVANTAGE_20050204.1155-E14-49
EM54	OIADVANTAGE_20050204.1155-E30-50
EM55	OIADVANTAGE_20050204.1155-E15-51
EM56	OIADVANTAGE_20050204.1155-E30-52
EM57	OIADVANTAGE_20050204.1155-E16-53
EM58	OIADVANTAGE_20050204.1155-E30-54
EM59	OIADVANTAGE_20050204.1155-E17-55
EM60	OIADVANTAGE_20050204.1155-E18-56
EM61	OIADVANTAGE_20050204.1155-E19-57
EM62	OIADVANTAGE_20050204.1155-E20-58
EM63	OIADVANTAGE_20050204.1155-E30-59
EM64	OIADVANTAGE_20050204.1155-E16-60
EM65	OIADVANTAGE_20050204.1155-E21-61
EM66	OIADVANTAGE_20050204.1155-E30-62
EM67	OIADVANTAGE_20050204.1155-E31-63
EM68	OIADVANTAGE_20050204.1155-E31-64
EM69	OIADVANTAGE_20050204.1155-E22-65
EM70	OIADVANTAGE_20050204.1155-E30-66
EM71	OIADVANTAGE_20050204.1155-E23-67
EM72	OIADVANTAGE_20050204.1155-E31-68
EM73	OIADVANTAGE_20050204.1155-E24-69
EM74	OIADVANTAGE_20050204.1155-E23-70
EM75	OIADVANTAGE_20050204.1155-E25-71
EM76	OIADVANTAGE_20050204.1155-E31-72
EM77	OIADVANTAGE_20050204.1155-E26-73
EM78	OIADVANTAGE_20050204.1155-E31-74
EM79	OIADVANTAGE_20050204.1155-E31-75
EM1	OIADVANTAGE_20050204.1155-E28-76
EM2	OIADVANTAGE_20050204.1155-E29-77
EM3	OIADVANTAGE_20050204.1155-E30-78
EM4	OIADVANTAGE_20050204.1155-E31-79
EM80	OIADVANTAGE_20050204.1155-E31-80
R1	OIADVANTAGE_20050204.1155-R1
R2	OIADVANTAGE_20050204.1155-R2
R3	OIADVANTAGE_20050204.1155-R3
R4	OIADVANTAGE_20050204.1155-R4
R5	OIADVANTAGE_20050204.1155-R5
R6	OIADVANTAGE_20050204.1155-R6
R7	OIADVANTAGE_20050204.1155-R7
RM1	OIADVANTAGE_20050204.1155-R1-1
RM2	OIADVANTAGE_20050204.1155-R2-1
RM3	OIADVANTAGE_20050204.1155-R3-1
RM4	OIADVANTAGE_20050204.1155-R3-2
RM5	OIADVANTAGE_20050204.1155-R5-1
RM6	OIADVANTAGE_20050204.1155-R6-1
RM7	OIADVANTAGE_20050204.1155-R7-1
V1	OIADVANTAGE_20050204.1155-EV1
V2	OIADVANTAGE_20050204.1155-EV2
VM1	OIADVANTAGE_20050204.1155-EV1-1
VM2	OIADVANTAGE_20050204.1155-EV2-1
Q1	OIADVANTAGE_20050204.1155-T1
Q2	OIADVANTAGE_20050204.1155-T2
Q3	OIADVANTAGE_20050204.1155-T3
Q4	OIADVANTAGE_20050204.1155-T4
Q5	OIADVANTAGE_20050204.1155-T5
Q6	OIADVANTAGE_20050204.1155-V1
Q7	OIADVANTAGE_20050204.1155-V2
Q8	OIADVANTAGE_20050204.1155-T6
Q9	OIADVANTAGE_20050204.1155-T7
Q10	OIADVANTAGE_20050204.1155-T8
Q11	OIADVANTAGE_20050204.1155-T9
Q12	OIADVANTAGE_20050204.1155-T10
Q13	OIADVANTAGE_20050204.1155-T11
Q14	OIADVANTAGE_20050204.1155-T12
Q15	OIADVANTAGE_20050204.1155-T13
Q16	OIADVANTAGE_20050204.1155-T14
Q17	OIADVANTAGE_20050204.1155-T15
Q18	OIADVANTAGE_20050204.1155-T16
Q19	OIADVANTAGE_20050204.1155-T17
Q20	OIADVANTAGE_20050204.1155-T18
QM6	OIADVANTAGE_20050204.1155-V1-1
QM7	OIADVANTAGE_20050204.1155-V2-1
