CE11	MARKBACKER_20041128.1641-CE1
CE12	MARKBACKER_20041128.1641-CE2
CE14	MARKBACKER_20041128.1641-CE3
CE15	MARKBACKER_20041128.1641-CE4
CE1	MARKBACKER_20041128.1641-CE5
CE2	MARKBACKER_20041128.1641-CE6
CE3	MARKBACKER_20041128.1641-CE7
CE4	MARKBACKER_20041128.1641-CE8
CE5	MARKBACKER_20041128.1641-CE9
CE6	MARKBACKER_20041128.1641-CE10
CE7	MARKBACKER_20041128.1641-CE11
CE8	MARKBACKER_20041128.1641-CE12
CE9	MARKBACKER_20041128.1641-CE13
CE10	MARKBACKER_20041128.1641-CE14
E12	MARKBACKER_20041128.1641-E1
E14	MARKBACKER_20041128.1641-E2
E15	MARKBACKER_20041128.1641-E3
E16	MARKBACKER_20041128.1641-E4
E1	MARKBACKER_20041128.1641-E5
E2	MARKBACKER_20041128.1641-E6
E3	MARKBACKER_20041128.1641-E7
E4	MARKBACKER_20041128.1641-E8
E5	MARKBACKER_20041128.1641-E9
E6	MARKBACKER_20041128.1641-E10
E7	MARKBACKER_20041128.1641-E11
E8	MARKBACKER_20041128.1641-E12
E9	MARKBACKER_20041128.1641-E13
E10	MARKBACKER_20041128.1641-E14
E11	MARKBACKER_20041128.1641-E15
EM1	MARKBACKER_20041128.1641-E5-1
EM20	MARKBACKER_20041128.1641-E1-2
EM21	MARKBACKER_20041128.1641-E12-3
EM22	MARKBACKER_20041128.1641-E11-4
EM38	MARKBACKER_20041128.1641-E11-5
EM24	MARKBACKER_20041128.1641-E2-6
EM25	MARKBACKER_20041128.1641-E3-7
EM26	MARKBACKER_20041128.1641-E11-8
EM27	MARKBACKER_20041128.1641-E1-9
EM28	MARKBACKER_20041128.1641-E11-10
EM29	MARKBACKER_20041128.1641-E5-11
EM30	MARKBACKER_20041128.1641-E5-12
EM31	MARKBACKER_20041128.1641-E5-13
EM32	MARKBACKER_20041128.1641-E5-14
EM33	MARKBACKER_20041128.1641-E5-15
EM34	MARKBACKER_20041128.1641-E6-16
EM35	MARKBACKER_20041128.1641-E4-17
EM36	MARKBACKER_20041128.1641-E11-18
EM37	MARKBACKER_20041128.1641-E2-19
EM2	MARKBACKER_20041128.1641-E6-20
EM3	MARKBACKER_20041128.1641-E6-21
EM4	MARKBACKER_20041128.1641-E5-22
EM5	MARKBACKER_20041128.1641-E7-23
EM6	MARKBACKER_20041128.1641-E8-24
EM7	MARKBACKER_20041128.1641-E7-25
EM8	MARKBACKER_20041128.1641-E7-26
EM9	MARKBACKER_20041128.1641-E7-27
EM10	MARKBACKER_20041128.1641-E9-28
EM11	MARKBACKER_20041128.1641-E10-29
EM12	MARKBACKER_20041128.1641-E11-30
EM13	MARKBACKER_20041128.1641-E10-31
EM14	MARKBACKER_20041128.1641-E12-32
EM15	MARKBACKER_20041128.1641-E13-33
EM16	MARKBACKER_20041128.1641-E11-34
EM17	MARKBACKER_20041128.1641-E14-35
EM18	MARKBACKER_20041128.1641-E14-36
EM19	MARKBACKER_20041128.1641-E15-37
R1	MARKBACKER_20041128.1641-R1
RM1	MARKBACKER_20041128.1641-R1-1
V1	MARKBACKER_20041128.1641-EV1
VM1	MARKBACKER_20041128.1641-EV1-1
Q1	MARKBACKER_20041128.1641-T1
Q2	MARKBACKER_20041128.1641-T2
Q3	MARKBACKER_20041128.1641-T3
Q4	MARKBACKER_20041128.1641-T4
Q5	MARKBACKER_20041128.1641-T5
Q6	MARKBACKER_20041128.1641-T6
Q7	MARKBACKER_20041128.1641-T7
Q8	MARKBACKER_20041128.1641-T8
Q9	MARKBACKER_20041128.1641-T9
Q10	MARKBACKER_20041128.1641-T10
Q11	MARKBACKER_20041128.1641-T11
Q12	MARKBACKER_20041128.1641-T12
Q13	MARKBACKER_20041128.1641-T13
Q14	MARKBACKER_20041128.1641-T14
Q15	MARKBACKER_20041128.1641-T15
Q16	MARKBACKER_20041128.1641-T16
Q17	MARKBACKER_20041128.1641-T17
Q34	MARKBACKER_20041128.1641-T18
Q35	MARKBACKER_20041128.1641-T19
