CE7	OIADVANTAGE_20041224.1007-CE1
CE8	OIADVANTAGE_20041224.1007-CE2
CE9	OIADVANTAGE_20041224.1007-CE3
CE10	OIADVANTAGE_20041224.1007-CE4
CE11	OIADVANTAGE_20041224.1007-CE5
CE12	OIADVANTAGE_20041224.1007-CE6
CE14	OIADVANTAGE_20041224.1007-CE7
CE16	OIADVANTAGE_20041224.1007-CE8
CE17	OIADVANTAGE_20041224.1007-CE9
CE18	OIADVANTAGE_20041224.1007-CE10
CE19	OIADVANTAGE_20041224.1007-CE11
CE20	OIADVANTAGE_20041224.1007-CE12
CE21	OIADVANTAGE_20041224.1007-CE13
CE23	OIADVANTAGE_20041224.1007-CE14
CE24	OIADVANTAGE_20041224.1007-CE15
CE26	OIADVANTAGE_20041224.1007-CE16
CE27	OIADVANTAGE_20041224.1007-CE17
CE28	OIADVANTAGE_20041224.1007-CE18
CE29	OIADVANTAGE_20041224.1007-CE19
CE30	OIADVANTAGE_20041224.1007-CE20
CE31	OIADVANTAGE_20041224.1007-CE21
CE33	OIADVANTAGE_20041224.1007-CE22
CE34	OIADVANTAGE_20041224.1007-CE23
CE1	OIADVANTAGE_20041224.1007-CE24
CE35	OIADVANTAGE_20041224.1007-CE25
CE36	OIADVANTAGE_20041224.1007-CE26
CE37	OIADVANTAGE_20041224.1007-CE27
CE2	OIADVANTAGE_20041224.1007-CE28
CE3	OIADVANTAGE_20041224.1007-CE29
CE4	OIADVANTAGE_20041224.1007-CE30
CE5	OIADVANTAGE_20041224.1007-CE31
CE6	OIADVANTAGE_20041224.1007-CE32
E8	OIADVANTAGE_20041224.1007-E1
E9	OIADVANTAGE_20041224.1007-E2
E10	OIADVANTAGE_20041224.1007-E3
E11	OIADVANTAGE_20041224.1007-E4
E12	OIADVANTAGE_20041224.1007-E5
E13	OIADVANTAGE_20041224.1007-E6
E14	OIADVANTAGE_20041224.1007-E7
E16	OIADVANTAGE_20041224.1007-E8
E18	OIADVANTAGE_20041224.1007-E9
E19	OIADVANTAGE_20041224.1007-E10
E20	OIADVANTAGE_20041224.1007-E11
E21	OIADVANTAGE_20041224.1007-E12
E22	OIADVANTAGE_20041224.1007-E13
E23	OIADVANTAGE_20041224.1007-E14
E24	OIADVANTAGE_20041224.1007-E15
E26	OIADVANTAGE_20041224.1007-E16
E1	OIADVANTAGE_20041224.1007-E17
E27	OIADVANTAGE_20041224.1007-E18
E29	OIADVANTAGE_20041224.1007-E19
E30	OIADVANTAGE_20041224.1007-E20
E31	OIADVANTAGE_20041224.1007-E21
E32	OIADVANTAGE_20041224.1007-E22
E33	OIADVANTAGE_20041224.1007-E23
E34	OIADVANTAGE_20041224.1007-E24
E36	OIADVANTAGE_20041224.1007-E25
E37	OIADVANTAGE_20041224.1007-E26
E38	OIADVANTAGE_20041224.1007-E27
E39	OIADVANTAGE_20041224.1007-E28
E40	OIADVANTAGE_20041224.1007-E29
E41	OIADVANTAGE_20041224.1007-E30
E42	OIADVANTAGE_20041224.1007-E31
E2	OIADVANTAGE_20041224.1007-E32
E3	OIADVANTAGE_20041224.1007-E33
E4	OIADVANTAGE_20041224.1007-E34
E5	OIADVANTAGE_20041224.1007-E35
E6	OIADVANTAGE_20041224.1007-E36
E7	OIADVANTAGE_20041224.1007-E37
EM1	OIADVANTAGE_20041224.1007-E17-1
EM25	OIADVANTAGE_20041224.1007-E35-2
EM26	OIADVANTAGE_20041224.1007-E1-3
EM27	OIADVANTAGE_20041224.1007-E17-4
EM28	OIADVANTAGE_20041224.1007-E35-5
EM29	OIADVANTAGE_20041224.1007-E2-6
EM30	OIADVANTAGE_20041224.1007-E35-7
EM31	OIADVANTAGE_20041224.1007-E3-8
EM32	OIADVANTAGE_20041224.1007-E4-9
EM33	OIADVANTAGE_20041224.1007-E5-10
EM34	OIADVANTAGE_20041224.1007-E17-11
EM35	OIADVANTAGE_20041224.1007-E6-12
EM36	OIADVANTAGE_20041224.1007-E6-13
EM37	OIADVANTAGE_20041224.1007-E7-14
EM38	OIADVANTAGE_20041224.1007-E35-15
EM40	OIADVANTAGE_20041224.1007-E7-16
EM41	OIADVANTAGE_20041224.1007-E8-17
EM42	OIADVANTAGE_20041224.1007-E8-18
EM99	OIADVANTAGE_20041224.1007-E17-19
EM47	OIADVANTAGE_20041224.1007-E17-20
EM48	OIADVANTAGE_20041224.1007-E9-21
EM49	OIADVANTAGE_20041224.1007-E17-22
EM50	OIADVANTAGE_20041224.1007-E8-23
EM51	OIADVANTAGE_20041224.1007-E10-24
EM52	OIADVANTAGE_20041224.1007-E11-25
EM53	OIADVANTAGE_20041224.1007-E12-26
EM54	OIADVANTAGE_20041224.1007-E13-27
EM55	OIADVANTAGE_20041224.1007-E14-28
EM56	OIADVANTAGE_20041224.1007-E15-29
EM57	OIADVANTAGE_20041224.1007-E8-30
EM59	OIADVANTAGE_20041224.1007-E15-31
EM60	OIADVANTAGE_20041224.1007-E15-32
EM61	OIADVANTAGE_20041224.1007-E15-33
EM62	OIADVANTAGE_20041224.1007-E15-34
EM63	OIADVANTAGE_20041224.1007-E16-35
EM64	OIADVANTAGE_20041224.1007-E15-36
EM65	OIADVANTAGE_20041224.1007-E15-37
EM66	OIADVANTAGE_20041224.1007-E8-38
EM67	OIADVANTAGE_20041224.1007-E18-39
EM69	OIADVANTAGE_20041224.1007-E19-40
EM70	OIADVANTAGE_20041224.1007-E20-41
EM71	OIADVANTAGE_20041224.1007-E21-42
EM72	OIADVANTAGE_20041224.1007-E35-43
EM73	OIADVANTAGE_20041224.1007-E17-44
EM74	OIADVANTAGE_20041224.1007-E22-45
EM75	OIADVANTAGE_20041224.1007-E35-46
EM76	OIADVANTAGE_20041224.1007-E23-47
EM77	OIADVANTAGE_20041224.1007-E24-48
EM78	OIADVANTAGE_20041224.1007-E17-49
EM79	OIADVANTAGE_20041224.1007-E22-50
EM80	OIADVANTAGE_20041224.1007-E24-51
EM81	OIADVANTAGE_20041224.1007-E24-52
EM83	OIADVANTAGE_20041224.1007-E25-53
EM85	OIADVANTAGE_20041224.1007-E26-54
EM87	OIADVANTAGE_20041224.1007-E23-55
EM88	OIADVANTAGE_20041224.1007-E17-56
EM89	OIADVANTAGE_20041224.1007-E35-57
EM90	OIADVANTAGE_20041224.1007-E35-58
EM91	OIADVANTAGE_20041224.1007-E9-59
EM92	OIADVANTAGE_20041224.1007-E27-60
EM93	OIADVANTAGE_20041224.1007-E28-61
EM94	OIADVANTAGE_20041224.1007-E29-62
EM95	OIADVANTAGE_20041224.1007-E30-63
EM96	OIADVANTAGE_20041224.1007-E31-64
EM97	OIADVANTAGE_20041224.1007-E31-65
EM98	OIADVANTAGE_20041224.1007-E31-66
EM2	OIADVANTAGE_20041224.1007-E17-67
EM3	OIADVANTAGE_20041224.1007-E17-68
EM5	OIADVANTAGE_20041224.1007-E32-69
EM6	OIADVANTAGE_20041224.1007-E33-70
EM7	OIADVANTAGE_20041224.1007-E17-71
EM8	OIADVANTAGE_20041224.1007-E34-72
EM10	OIADVANTAGE_20041224.1007-E17-73
EM11	OIADVANTAGE_20041224.1007-E36-74
EM12	OIADVANTAGE_20041224.1007-E17-75
EM15	OIADVANTAGE_20041224.1007-E37-76
EM16	OIADVANTAGE_20041224.1007-E35-77
EM17	OIADVANTAGE_20041224.1007-E36-78
EM18	OIADVANTAGE_20041224.1007-E35-79
EM19	OIADVANTAGE_20041224.1007-E35-80
EM20	OIADVANTAGE_20041224.1007-E35-81
EM21	OIADVANTAGE_20041224.1007-E17-82
EM22	OIADVANTAGE_20041224.1007-E37-83
EM23	OIADVANTAGE_20041224.1007-E17-84
EM24	OIADVANTAGE_20041224.1007-E35-85
R5	OIADVANTAGE_20041224.1007-R1
R6	OIADVANTAGE_20041224.1007-R2
R7	OIADVANTAGE_20041224.1007-R3
R8	OIADVANTAGE_20041224.1007-R4
R9	OIADVANTAGE_20041224.1007-R5
R10	OIADVANTAGE_20041224.1007-R6
RM6	OIADVANTAGE_20041224.1007-R1-1
RM7	OIADVANTAGE_20041224.1007-R2-1
RM8	OIADVANTAGE_20041224.1007-R3-1
RM10	OIADVANTAGE_20041224.1007-R4-1
RM11	OIADVANTAGE_20041224.1007-R5-1
RM12	OIADVANTAGE_20041224.1007-R5-2
V2	OIADVANTAGE_20041224.1007-EV1
V3	OIADVANTAGE_20041224.1007-EV2
V1	OIADVANTAGE_20041224.1007-EV3
VM2	OIADVANTAGE_20041224.1007-EV3-1
VM6	OIADVANTAGE_20041224.1007-EV1-1
VM7	OIADVANTAGE_20041224.1007-EV1-2
VM8	OIADVANTAGE_20041224.1007-EV2-1
VM1	OIADVANTAGE_20041224.1007-EV3-2
Q1	OIADVANTAGE_20041224.1007-T1
Q2	OIADVANTAGE_20041224.1007-T2
Q3	OIADVANTAGE_20041224.1007-T3
Q4	OIADVANTAGE_20041224.1007-T4
Q5	OIADVANTAGE_20041224.1007-T5
Q6	OIADVANTAGE_20041224.1007-T6
Q7	OIADVANTAGE_20041224.1007-T7
Q8	OIADVANTAGE_20041224.1007-T8
Q9	OIADVANTAGE_20041224.1007-T9
Q10	OIADVANTAGE_20041224.1007-T10
Q11	OIADVANTAGE_20041224.1007-T11
Q12	OIADVANTAGE_20041224.1007-T12
Q13	OIADVANTAGE_20041224.1007-T13
